state,SA3_code,SA3_name,year_start,year_close,age,num_registered,num_fully_immunised,num_not_fully_immunised,percent_fully_immunised,Remoteness ,State,Latitude,Longitude
VIC,20201,Bendigo,2015,2016,2,1265,1186,79,93.8,,,,
VIC,20202,Heathcote - Castlemaine - Kyneton,2015,2016,2,523,462,61,88.2,,,,
VIC,20203,Loddon - Elmore,2015,2016,2,157,149,8,95,,,,
VIC,20301,Barwon - West,2015,2016,2,237,222,15,93.8,,,,
VIC,20302,Geelong,2015,2016,2,2481,2286,195,92.2,,,,
VIC,20303,Surf Coast - Bellarine Peninsula,2015,2016,2,765,701,64,91.7,,,,
VIC,20401,Upper Goulburn Valley,2015,2016,2,546,499,47,91.5,,,,
VIC,20402,Wangaratta - Benalla,2015,2016,2,451,417,34,92.5,,,,
VIC,20403,Wodonga - Alpine,2015,2016,2,829,782,47,94.3,,,,
VIC,20501,Baw Baw,2015,2016,2,581,542,39,93.2,,,,
VIC,20502,Gippsland - East,2015,2016,2,450,409,41,90.9,,,,
VIC,20503,Gippsland - South West,2015,2016,2,662,604,58,91.1,,,,
VIC,20504,Latrobe Valley,2015,2016,2,966,910,56,94.2,,,,
VIC,20505,Wellington,2015,2016,2,513,472,41,92,,,,
VIC,20601,Brunswick - Coburg,2015,2016,2,997,918,79,92.1,,,,
VIC,20602,Darebin - South,2015,2016,2,628,573,55,91.3,,,,
VIC,20603,Essendon,2015,2016,2,820,736,84,89.9,,,,
VIC,20604,Melbourne City,2015,2016,2,953,816,137,85.6,,,,
VIC,20605,Port Phillip,2015,2016,2,1108,974,134,87.9,,,,
VIC,20606,Stonnington - West,2015,2016,2,493,435,58,88.2,,,,
VIC,20607,Yarra,2015,2016,2,970,875,95,90.2,,,,
VIC,20701,Boroondara,2015,2016,2,1533,1399,134,91.3,,,,
VIC,20702,Manningham - West,2015,2016,2,890,790,100,88.7,,,,
VIC,20703,Whitehorse - West,2015,2016,2,1125,1042,83,92.7,,,,
VIC,20801,Bayside,2015,2016,2,1030,925,105,89.7,,,,
VIC,20802,Glen Eira,2015,2016,2,1791,1648,143,92.1,,,,
VIC,20803,Kingston,2015,2016,2,1484,1349,135,90.9,,,,
VIC,20804,Stonnington - East,2015,2016,2,425,390,35,91.7,,,,
VIC,20901,Banyule,2015,2016,2,1652,1534,118,92.9,,,,
VIC,20902,Darebin - North,2015,2016,2,1181,1057,124,89.5,,,,
VIC,20903,Nillumbik - Kinglake,2015,2016,2,753,694,59,92.2,,,,
VIC,20904,Whittlesea - Wallan,2015,2016,2,3476,3207,269,92.3,,,,
VIC,21001,Keilor,2015,2016,2,670,598,72,89.2,,,,
VIC,21002,Macedon Ranges,2015,2016,2,353,320,33,90.4,,,,
VIC,21003,Moreland - North,2015,2016,2,1107,1010,97,91.3,,,,
VIC,21004,Sunbury,2015,2016,2,555,515,40,92.8,,,,
VIC,21005,Tullamarine - Broadmeadows,2015,2016,2,2721,2457,264,90.3,,,,
VIC,21101,Knox,2015,2016,2,1823,1674,149,91.8,,,,
VIC,21102,Manningham - East,2015,2016,2,249,220,29,88.4,,,,
VIC,21103,Maroondah,2015,2016,2,1568,1435,133,91.5,,,,
VIC,21104,Whitehorse - East,2015,2016,2,751,701,50,93.3,,,,
VIC,21105,Yarra Ranges,2015,2016,2,1870,1665,205,89,,,,
VIC,21201,Cardinia,2015,2016,2,1566,1411,155,90.1,,,,
VIC,21202,Casey - North,2015,2016,2,1854,1669,185,90,,,,
VIC,21203,Casey - South,2015,2016,2,2841,2605,236,91.7,,,,
VIC,21204,Dandenong,2015,2016,2,2664,2368,296,88.9,,,,
VIC,21205,Monash,2015,2016,2,1824,1603,221,87.9,,,,
VIC,21301,Brimbank,2015,2016,2,2695,2411,284,89.5,,,,
VIC,21302,Hobsons Bay,2015,2016,2,1203,1124,79,93.4,,,,
VIC,21303,Maribyrnong,2015,2016,2,1307,1186,121,90.7,,,,
VIC,21304,Melton - Bacchus Marsh,2015,2016,2,2452,2239,213,91.3,,,,
VIC,21305,Wyndham,2015,2016,2,4594,4144,450,90.2,,,,
VIC,21401,Frankston,2015,2016,2,1969,1801,168,91.5,,,,
VIC,21402,Mornington Peninsula,2015,2016,2,1699,1543,156,90.8,,,,
VIC,21501,Grampians,2015,2016,2,628,590,38,93.9,,,,
VIC,21502,Mildura,2015,2016,2,758,687,71,90.6,,,,
VIC,21503,Murray River - Swan Hill,2015,2016,2,452,413,39,91.4,,,,
VIC,21601,Campaspe,2015,2016,2,460,425,35,92.4,,,,
VIC,21602,Moira,2015,2016,2,354,330,24,93.3,,,,
VIC,21603,Shepparton,2015,2016,2,887,800,87,90.2,,,,
VIC,21701,Glenelg - Southern Grampians,2015,2016,2,394,367,27,93.1,,,,
VIC,21702,Warrnambool - Otway Ranges,2015,2016,2,973,906,67,93.2,,,,
QLD,30101,Capalaba,2015,2016,2,862,801,61,92.9,,,,
QLD,30102,Cleveland - Stradbroke,2015,2016,2,874,804,70,91.9,,,,
QLD,30103,Wynnum - Manly,2015,2016,2,962,884,78,91.9,,,,
QLD,30201,Bald Hills - Everton Park,2015,2016,2,551,514,37,93.3,,,,
QLD,30202,Chermside,2015,2016,2,961,889,72,92.5,,,,
QLD,30203,Nundah,2015,2016,2,507,468,39,92.3,,,,
QLD,30204,Sandgate,2015,2016,2,798,748,50,93.7,,,,
QLD,30301,Carindale,2015,2016,2,671,630,41,93.8,,,,
QLD,30302,Holland Park - Yeronga,2015,2016,2,845,778,67,92.1,,,,
QLD,30303,Mt Gravatt,2015,2016,2,920,850,70,92.4,,,,
QLD,30304,Nathan,2015,2016,2,556,511,45,91.9,,,,
QLD,30305,Rocklea - Acacia Ridge,2015,2016,2,938,849,89,90.6,,,,
QLD,30306,Sunnybank,2015,2016,2,661,594,67,89.9,,,,
QLD,30401,Centenary,2015,2016,2,463,434,29,93.8,,,,
QLD,30402,Kenmore - Brookfield - Moggill,2015,2016,2,468,437,31,93.4,,,,
QLD,30403,Sherwood - Indooroopilly,2015,2016,2,467,428,39,91.7,,,,
QLD,30404,The Gap - Enoggera,2015,2016,2,634,586,48,92.5,,,,
QLD,30501,Brisbane Inner,2015,2016,2,546,489,57,89.7,,,,
QLD,30502,Brisbane Inner - East,2015,2016,2,553,506,47,91.6,,,,
QLD,30503,Brisbane Inner - North,2015,2016,2,874,820,54,93.9,,,,
QLD,30504,Brisbane Inner - West,2015,2016,2,648,588,60,90.8,,,,
QLD,30601,Cairns - North,2015,2016,2,685,619,66,90.4,,,,
QLD,30602,Cairns - South,2015,2016,2,1538,1407,131,91.5,,,,
QLD,30603,Innisfail - Cassowary Coast,2015,2016,2,402,363,39,90.4,,,,
QLD,30604,Port Douglas - Daintree,2015,2016,2,123,105,18,85.4,,,,
QLD,30605,Tablelands (East) - Kuranda,2015,2016,2,476,417,59,87.8,,,,
QLD,30701,Darling Downs (West) - Maranoa,2015,2016,2,645,581,64,90.1,,,,
QLD,30702,Darling Downs - East,2015,2016,2,591,548,43,92.7,,,,
QLD,30703,Granite Belt,2015,2016,2,451,418,33,92.6,,,,
QLD,30801,Central Highlands (Qld),2015,2016,2,595,543,52,91.1,,,,
QLD,30802,Gladstone - Biloela,2015,2016,2,1180,1087,93,92.1,,,,
QLD,30803,Rockhampton,2015,2016,2,1653,1526,127,92.3,,,,
QLD,30901,Broadbeach - Burleigh,2015,2016,2,736,651,85,88.4,,,,
QLD,30902,Coolangatta,2015,2016,2,646,580,66,89.8,,,,
QLD,30903,Gold Coast - North,2015,2016,2,677,611,66,90.3,,,,
QLD,30904,Gold Coast Hinterland,2015,2016,2,206,176,30,85.4,,,,
QLD,30905,Mudgeeraba - Tallebudgera,2015,2016,2,396,348,48,88,,,,
QLD,30906,Nerang,2015,2016,2,947,860,87,90.8,,,,
QLD,30907,Ormeau - Oxenford,2015,2016,2,1897,1708,189,90,,,,
QLD,30908,Robina,2015,2016,2,569,506,63,88.9,,,,
QLD,30909,Southport,2015,2016,2,659,588,71,89.2,,,,
QLD,30910,Surfers Paradise,2015,2016,2,298,262,36,87.9,,,,
QLD,31001,Forest Lake - Oxley,2015,2016,2,1145,1057,88,92.3,,,,
QLD,31002,Ipswich Hinterland,2015,2016,2,721,666,55,92.4,,,,
QLD,31003,Ipswich Inner,2015,2016,2,1612,1487,125,92.3,,,,
QLD,31004,Springfield - Redbank,2015,2016,2,1687,1543,144,91.4,,,,
QLD,31101,Beaudesert,2015,2016,2,167,150,17,89.8,,,,
QLD,31102,Beenleigh,2015,2016,2,682,620,62,90.9,,,,
QLD,31103,Browns Plains,2015,2016,2,1377,1269,108,92.2,,,,
QLD,31104,Jimboomba,2015,2016,2,590,543,47,91.9,,,,
QLD,31105,Loganlea - Carbrook,2015,2016,2,881,813,68,92.3,,,,
QLD,31106,Springwood - Kingston,2015,2016,2,1462,1314,148,89.9,,,,
QLD,31201,Bowen Basin - North,2015,2016,2,556,514,42,92.4,,,,
QLD,31202,Mackay,2015,2016,2,1598,1493,105,93.5,,,,
QLD,31203,Whitsunday,2015,2016,2,244,218,26,89.3,,,,
QLD,31301,Bribie - Beachmere,2015,2016,2,327,299,28,91.6,,,,
QLD,31302,Caboolture,2015,2016,2,984,903,81,91.9,,,,
QLD,31303,Caboolture Hinterland,2015,2016,2,144,126,18,87.6,,,,
QLD,31304,Narangba - Burpengary,2015,2016,2,926,856,70,92.4,,,,
QLD,31305,Redcliffe,2015,2016,2,681,617,64,90.6,,,,
QLD,31401,Hills District,2015,2016,2,1125,1051,74,93.5,,,,
QLD,31402,North Lakes,2015,2016,2,1182,1092,90,92.4,,,,
QLD,31403,Strathpine,2015,2016,2,615,573,42,93.2,,,,
QLD,31501,Far North,2015,2016,2,539,500,39,92.7,,,,
QLD,31502,Outback - North,2015,2016,2,572,520,52,90.9,,,,
QLD,31503,Outback - South,2015,2016,2,264,241,23,91.2,,,,
QLD,31601,Buderim,2015,2016,2,559,509,50,91.1,,,,
QLD,31602,Caloundra,2015,2016,2,884,808,76,91.4,,,,
QLD,31603,Maroochy,2015,2016,2,722,640,82,88.6,,,,
QLD,31604,Nambour - Pomona,2015,2016,2,659,561,98,85.1,,,,
QLD,31605,Noosa,2015,2016,2,396,340,56,85.8,,,,
QLD,31606,Sunshine Coast Hinterland,2015,2016,2,528,447,81,84.6,,,,
QLD,31701,Toowoomba,2015,2016,2,1985,1835,150,92.4,,,,
QLD,31801,Charters Towers - Ayr - Ingham,2015,2016,2,479,445,34,92.8,,,,
QLD,31802,Townsville,2015,2016,2,2740,2526,214,92.2,,,,
QLD,31901,Bundaberg,2015,2016,2,1002,934,68,93.2,,,,
QLD,31902,Burnett,2015,2016,2,589,524,65,89,,,,
QLD,31903,Gympie - Cooloola,2015,2016,2,533,481,52,90.2,,,,
QLD,31904,Hervey Bay,2015,2016,2,592,543,49,91.8,,,,
QLD,31905,Maryborough,2015,2016,2,461,425,36,92.1,,,,
SA,40101,Adelaide City,2015,2016,2,118,97,21,82.2,,,,
SA,40102,Adelaide Hills,2015,2016,2,843,756,87,89.8,,,,
SA,40103,Burnside,2015,2016,2,394,367,27,93.1,,,,
SA,40104,Campbelltown (SA),2015,2016,2,541,492,49,91.1,,,,
SA,40105,Norwood - Payneham - St Peters,2015,2016,2,365,324,41,88.6,,,,
SA,40106,Prospect - Walkerville,2015,2016,2,321,289,32,90,,,,
SA,40107,Unley,2015,2016,2,373,336,37,90.1,,,,
SA,40201,Gawler - Two Wells,2015,2016,2,438,395,43,90.3,,,,
SA,40202,Playford,2015,2016,2,1612,1447,165,89.8,,,,
SA,40203,Port Adelaide - East,2015,2016,2,974,877,97,90,,,,
SA,40204,Salisbury,2015,2016,2,1900,1745,155,91.8,,,,
SA,40205,Tea Tree Gully,2015,2016,2,1118,1057,61,94.6,,,,
SA,40301,Holdfast Bay,2015,2016,2,303,257,46,84.8,,,,
SA,40302,Marion,2015,2016,2,1015,924,91,91.1,,,,
SA,40303,Mitcham,2015,2016,2,685,628,57,91.7,,,,
SA,40304,Onkaparinga,2015,2016,2,2119,1909,210,90.1,,,,
SA,40401,Charles Sturt,2015,2016,2,1211,1069,142,88.3,,,,
SA,40402,Port Adelaide - West,2015,2016,2,660,590,70,89.5,,,,
SA,40403,West Torrens,2015,2016,2,658,581,77,88.2,,,,
SA,40501,Barossa,2015,2016,2,387,356,31,91.9,,,,
SA,40502,Lower North,2015,2016,2,228,206,22,90.7,,,,
SA,40503,Mid North,2015,2016,2,308,290,18,93.9,,,,
SA,40504,Yorke Peninsula,2015,2016,2,248,227,21,91.5,,,,
SA,40601,Eyre Peninsula and South West,2015,2016,2,790,710,80,89.9,,,,
SA,40602,Outback - North and East,2015,2016,2,367,333,34,90.7,,,,
SA,40701,Fleurieu - Kangaroo Island,2015,2016,2,430,366,64,85.1,,,,
SA,40702,Limestone Coast,2015,2016,2,761,709,52,93.2,,,,
SA,40703,Murray and Mallee,2015,2016,2,805,737,68,91.7,,,,
WA,50101,Augusta - Margaret River - Busselton,2015,2016,2,652,569,83,87.3,,,,
WA,50102,Bunbury,2015,2016,2,1424,1285,139,90.2,,,,
WA,50103,Manjimup,2015,2016,2,216,186,30,86,,,,
WA,50201,Mandurah,2015,2016,2,1146,1018,128,88.8,,,,
WA,50301,Cottesloe - Claremont,2015,2016,2,604,536,68,88.8,,,,
WA,50302,Perth City,2015,2016,2,1150,1012,138,88,,,,
WA,50401,Bayswater - Bassendean,2015,2016,2,1096,979,117,89.3,,,,
WA,50402,Mundaring,2015,2016,2,450,387,63,85.9,,,,
WA,50403,Swan,2015,2016,2,1949,1763,186,90.4,,,,
WA,50501,Joondalup,2015,2016,2,1910,1730,180,90.6,,,,
WA,50502,Stirling,2015,2016,2,2533,2272,261,89.7,,,,
WA,50503,Wanneroo,2015,2016,2,3046,2757,289,90.5,,,,
WA,50601,Armadale,2015,2016,2,1436,1262,174,87.9,,,,
WA,50602,Belmont - Victoria Park,2015,2016,2,1015,894,121,88.1,,,,
WA,50603,Canning,2015,2016,2,1242,1098,144,88.4,,,,
WA,50604,Gosnells,2015,2016,2,1843,1632,211,88.5,,,,
WA,50605,Kalamunda,2015,2016,2,701,617,84,87.9,,,,
WA,50606,Serpentine - Jarrahdale,2015,2016,2,410,371,39,90.5,,,,
WA,50607,South Perth,2015,2016,2,434,375,59,86.4,,,,
WA,50701,Cockburn,2015,2016,2,1537,1384,153,90.1,,,,
WA,50702,Fremantle,2015,2016,2,384,329,55,85.7,,,,
WA,50703,Kwinana,2015,2016,2,648,575,73,88.7,,,,
WA,50704,Melville,2015,2016,2,1129,1010,119,89.4,,,,
WA,50705,Rockingham,2015,2016,2,1975,1769,206,89.6,,,,
WA,50801,Esperance,2015,2016,2,215,199,16,92.6,,,,
WA,50802,Gascoyne,2015,2016,2,126,119,7,94.3,,,,
WA,50803,Goldfields,2015,2016,2,630,574,56,91.1,,,,
WA,50804,Kimberley,2015,2016,2,656,610,46,93,,,,
WA,50805,Mid West,2015,2016,2,738,649,89,87.9,,,,
WA,50806,Pilbara,2015,2016,2,943,872,71,92.5,,,,
WA,50901,Albany,2015,2016,2,720,645,75,89.6,,,,
WA,50902,Wheat Belt - North,2015,2016,2,681,637,44,93.6,,,,
WA,50903,Wheat Belt - South,2015,2016,2,296,278,18,94.2,,,,
TAS,60101,Brighton,2015,2016,2,245,227,18,92.6,,,,
TAS,60102,Hobart - North East,2015,2016,2,658,624,34,94.8,,,,
TAS,60103,Hobart - North West,2015,2016,2,695,630,65,90.6,,,,
TAS,60104,Hobart - South and West,2015,2016,2,406,380,26,93.6,,,,
TAS,60105,Hobart Inner,2015,2016,2,499,438,61,87.9,,,,
TAS,60106,Sorell - Dodges Ferry,2015,2016,2,200,184,16,91.9,,,,
TAS,60201,Launceston,2015,2016,2,970,890,80,91.7,,,,
TAS,60202,Meander Valley - West Tamar,2015,2016,2,218,201,17,92.2,,,,
TAS,60203,North East,2015,2016,2,408,368,40,90.1,,,,
TAS,60301,Central Highlands (Tas.),2015,2016,2,140,123,17,87.8,,,,
TAS,60302,Huon - Bruny Island,2015,2016,2,203,177,26,87.5,,,,
TAS,60303,South East Coast,2015,2016,2,NP,NP,NP,90.1,,,,
TAS,60401,Burnie - Ulverstone,2015,2016,2,551,497,54,90.2,,,,
TAS,60402,Devonport,2015,2016,2,500,423,77,84.8,,,,
TAS,60403,West Coast,2015,2016,2,206,191,15,92.6,,,,
NT,70101,Darwin City,2015,2016,2,294,260,34,88.4,,,,
NT,70102,Darwin Suburbs,2015,2016,2,898,811,87,90.3,,,,
NT,70103,Litchfield,2015,2016,2,311,278,33,89.2,,,,
NT,70104,Palmerston,2015,2016,2,688,611,77,88.9,,,,
NT,70201,Alice Springs,2015,2016,2,605,531,74,87.7,,,,
NT,70202,Barkly,2015,2016,2,103,83,20,80.7,,,,
NT,70203,Daly - Tiwi - West Arnhem,2015,2016,2,166,155,11,93.3,,,,
NT,70204,East Arnhem,2015,2016,2,166,147,19,88.6,,,,
NT,70205,Katherine,2015,2016,2,317,279,38,88,,,,
ACT,80101,Belconnen,2015,2016,2,1439,1341,98,93.2,,,,
ACT,80102,Cotter - Namadgi,2015,2016,2,NP,NP,NP,NP,,,,
ACT,80103,Fyshwick - Pialligo - Hume,2015,2016,2,NP,NP,NP,NP,,,,
ACT,80104,Gungahlin,2015,2016,2,1403,1317,86,93.9,,,,
ACT,80105,North Canberra,2015,2016,2,513,450,63,87.7,,,,
ACT,80106,South Canberra,2015,2016,2,317,271,46,85.5,,,,
ACT,80107,Tuggeranong,2015,2016,2,1250,1149,101,91.9,,,,
ACT,80108,Weston Creek,2015,2016,2,353,323,30,91.6,,,,
ACT,80109,Woden,2015,2016,2,388,349,39,89.9,,,,
OTH,90101,Christmas Island,2015,2016,2,NP,NP,NP,NP,,,,
OTH,90102,Cocos (Keeling) Islands,2015,2016,2,NP,NP,NP,NP,,,,
OTH,90103,Jervis Bay,2015,2016,2,NP,NP,NP,NP,,,,
NSW,10101,Goulburn - Yass,2015,2016,5,885,840,45,94.9,,,,
NSW,10102,Queanbeyan,2015,2016,5,766,726,40,94.8,,,,
NSW,10103,Snowy Mountains,2015,2016,5,195,183,12,93.9,,,,
NSW,10104,South Coast,2015,2016,5,754,700,54,92.8,,,,
NSW,10201,Gosford,2015,2016,5,2204,2056,148,93.3,,,,
NSW,10202,Wyong,2015,2016,5,2142,2051,91,95.7,,,,
NSW,10301,Bathurst,2015,2016,5,649,626,23,96.5,,,,
NSW,10302,Lachlan Valley,2015,2016,5,766,740,26,96.6,,,,
NSW,10303,Lithgow - Mudgee,2015,2016,5,620,583,37,94,,,,
NSW,10304,Orange,2015,2016,5,916,885,31,96.6,,,,
NSW,10401,Clarence Valley,2015,2016,5,564,533,31,94.7,,,,
NSW,10402,Coffs Harbour,2015,2016,5,1104,995,109,90.1,,,,
NSW,10501,Bourke - Cobar - Coonamble,2015,2016,5,379,365,14,96.2,,,,
NSW,10502,Broken Hill and Far West,2015,2016,5,269,263,6,97.8,,,,
NSW,10503,Dubbo,2015,2016,5,997,955,42,95.8,,,,
NSW,10601,Lower Hunter,2015,2016,5,1242,1196,46,96.3,,,,
NSW,10602,Maitland,2015,2016,5,1132,1095,37,96.8,,,,
NSW,10603,Port Stephens,2015,2016,5,876,832,44,94.9,,,,
NSW,10604,Upper Hunter,2015,2016,5,476,451,25,94.7,,,,
NSW,10701,Dapto - Port Kembla,2015,2016,5,1008,959,49,95.2,,,,
NSW,10702,Illawarra Catchment Reserve,2015,2016,5,NP,NP,NP,NP,,,,
NSW,10703,Kiama - Shellharbour,2015,2016,5,1119,1080,39,96.5,,,,
NSW,10704,Wollongong,2015,2016,5,1567,1474,93,94.1,,,,
NSW,10801,Great Lakes,2015,2016,5,295,282,13,95.5,,,,
NSW,10802,Kempsey - Nambucca,2015,2016,5,593,555,38,93.6,,,,
NSW,10803,Lord Howe Island,2015,2016,5,NP,NP,NP,NP,,,,
NSW,10804,Port Macquarie,2015,2016,5,907,853,54,94,,,,
NSW,10805,Taree - Gloucester,2015,2016,5,619,588,31,95,,,,
NSW,10901,Albury,2015,2016,5,818,782,36,95.6,,,,
NSW,10902,Lower Murray,2015,2016,5,147,137,10,93.2,,,,
NSW,10903,Upper Murray exc. Albury,2015,2016,5,476,458,18,96.4,,,,
NSW,11001,Armidale,2015,2016,5,424,406,18,95.8,,,,
NSW,11002,Inverell - Tenterfield,2015,2016,5,514,484,30,94.2,,,,
NSW,11003,Moree - Narrabri,2015,2016,5,446,421,25,94.5,,,,
NSW,11004,Tamworth - Gunnedah,2015,2016,5,1176,1137,39,96.7,,,,
NSW,11101,Lake Macquarie - East,2015,2016,5,1604,1555,49,97,,,,
NSW,11102,Lake Macquarie - West,2015,2016,5,870,830,40,95.5,,,,
NSW,11103,Newcastle,2015,2016,5,2049,1950,99,95.2,,,,
NSW,11201,Richmond Valley - Coastal,2015,2016,5,936,790,146,84.4,,,,
NSW,11202,Richmond Valley - Hinterland,2015,2016,5,950,846,104,89,,,,
NSW,11203,Tweed Valley,2015,2016,5,1024,918,106,89.7,,,,
NSW,11301,Griffith - Murrumbidgee (West),2015,2016,5,705,672,33,95.3,,,,
NSW,11302,Tumut - Tumbarumba,2015,2016,5,191,176,15,92,,,,
NSW,11303,Wagga Wagga,2015,2016,5,1267,1229,38,97,,,,
NSW,11401,Shoalhaven,2015,2016,5,1210,1145,65,94.6,,,,
NSW,11402,Southern Highlands,2015,2016,5,584,545,39,93.3,,,,
NSW,11501,Baulkham Hills,2015,2016,5,2132,1982,150,93,,,,
NSW,11502,Dural - Wisemans Ferry,2015,2016,5,337,311,26,92.5,,,,
NSW,11503,Hawkesbury,2015,2016,5,320,305,15,95.5,,,,
NSW,11504,Rouse Hill - McGraths Hill,2015,2016,5,516,493,23,95.5,,,,
NSW,11601,Blacktown,2015,2016,5,2152,2014,138,93.6,,,,
NSW,11602,Blacktown - North,2015,2016,5,1581,1515,66,95.9,,,,
NSW,11603,Mount Druitt,2015,2016,5,2036,1875,161,92.1,,,,
NSW,11701,Botany,2015,2016,5,580,543,37,93.6,,,,
NSW,11702,Marrickville - Sydenham - Petersham,2015,2016,5,604,562,42,93,,,,
NSW,11703,Sydney Inner City,2015,2016,5,1364,1189,175,87.2,,,,
NSW,11801,Eastern Suburbs - North,2015,2016,5,1627,1385,242,85.1,,,,
NSW,11802,Eastern Suburbs - South,2015,2016,5,1606,1454,152,90.5,,,,
NSW,11901,Bankstown,2015,2016,5,2635,2453,182,93.1,,,,
NSW,11902,Canterbury,2015,2016,5,2120,1969,151,92.9,,,,
NSW,11903,Hurstville,2015,2016,5,1538,1421,117,92.4,,,,
NSW,11904,Kogarah - Rockdale,2015,2016,5,1700,1565,135,92.1,,,,
NSW,12001,Canada Bay,2015,2016,5,1018,941,77,92.4,,,,
NSW,12002,Leichhardt,2015,2016,5,839,780,59,93,,,,
NSW,12003,Strathfield - Burwood - Ashfield,2015,2016,5,1656,1515,141,91.5,,,,
NSW,12101,Chatswood - Lane Cove,2015,2016,5,1550,1407,143,90.7,,,,
NSW,12102,Hornsby,2015,2016,5,1180,1100,80,93.3,,,,
NSW,12103,Ku-ring-gai,2015,2016,5,1638,1499,139,91.5,,,,
NSW,12104,North Sydney - Mosman,2015,2016,5,1083,952,131,87.9,,,,
NSW,12201,Manly,2015,2016,5,628,555,73,88.4,,,,
NSW,12202,Pittwater,2015,2016,5,888,809,79,91.1,,,,
NSW,12203,Warringah,2015,2016,5,2304,2135,169,92.7,,,,
NSW,12301,Camden,2015,2016,5,1030,983,47,95.4,,,,
NSW,12302,Campbelltown (NSW),2015,2016,5,2620,2454,166,93.6,,,,
NSW,12303,Wollondilly,2015,2016,5,639,617,22,96.6,,,,
NSW,12401,Blue Mountains,2015,2016,5,972,886,86,91.2,,,,
NSW,12402,Blue Mountains - South,2015,2016,5,NP,NP,NP,NP,,,,
NSW,12403,Penrith,2015,2016,5,2153,2058,95,95.6,,,,
NSW,12404,Richmond - Windsor,2015,2016,5,515,489,26,94.9,,,,
NSW,12405,St Marys,2015,2016,5,933,899,34,96.3,,,,
NSW,12501,Auburn,2015,2016,5,1277,1147,130,89.8,,,,
NSW,12502,Carlingford,2015,2016,5,912,859,53,94.2,,,,
NSW,12503,Merrylands - Guildford,2015,2016,5,2605,2422,183,93,,,,
NSW,12504,Parramatta,2015,2016,5,2190,2012,178,91.8,,,,
NSW,12601,Pennant Hills - Epping,2015,2016,5,606,561,45,92.6,,,,
NSW,12602,Ryde - Hunters Hill,2015,2016,5,1648,1515,133,91.9,,,,
NSW,12701,Bringelly - Green Valley,2015,2016,5,1465,1396,69,95.3,,,,
NSW,12702,Fairfield,2015,2016,5,2516,2352,164,93.5,,,,
NSW,12703,Liverpool,2015,2016,5,2011,1892,119,94.1,,,,
NSW,12801,Cronulla - Miranda - Caringbah,2015,2016,5,1321,1236,85,93.6,,,,
NSW,12802,Sutherland - Menai - Heathcote,2015,2016,5,1604,1533,71,95.6,,,,
VIC,20101,Ballarat,2015,2016,5,1368,1304,64,95.3,,,,
VIC,20102,Creswick - Daylesford - Ballan,2015,2016,5,354,320,34,90.5,,,,
VIC,20103,Maryborough - Pyrenees,2015,2016,5,283,267,16,94.4,,,,
VIC,20201,Bendigo,2015,2016,5,1227,1164,63,94.8,,,,
VIC,20202,Heathcote - Castlemaine - Kyneton,2015,2016,5,560,514,46,91.8,,,,
VIC,20203,Loddon - Elmore,2015,2016,5,159,150,9,94.3,,,,
VIC,20301,Barwon - West,2015,2016,5,251,239,12,94.9,,,,
VIC,20302,Geelong,2015,2016,5,2324,2208,116,95,,,,
VIC,20303,Surf Coast - Bellarine Peninsula,2015,2016,5,892,837,55,93.8,,,,
VIC,20401,Upper Goulburn Valley,2015,2016,5,579,537,42,92.7,,,,
VIC,20402,Wangaratta - Benalla,2015,2016,5,519,486,33,93.6,,,,
VIC,20403,Wodonga - Alpine,2015,2016,5,902,864,38,95.8,,,,
VIC,20501,Baw Baw,2015,2016,5,639,601,38,94.1,,,,
VIC,20502,Gippsland - East,2015,2016,5,497,466,31,93.8,,,,
VIC,20503,Gippsland - South West,2015,2016,5,726,681,45,93.7,,,,
VIC,20504,Latrobe Valley,2015,2016,5,999,968,31,96.9,,,,
VIC,20505,Wellington,2015,2016,5,548,521,27,95,,,,
VIC,20601,Brunswick - Coburg,2015,2016,5,884,825,59,93.3,,,,
VIC,20602,Darebin - South,2015,2016,5,631,591,40,93.6,,,,
VIC,20603,Essendon,2015,2016,5,773,722,51,93.3,,,,
VIC,20604,Melbourne City,2015,2016,5,694,603,91,86.9,,,,
VIC,20605,Port Phillip,2015,2016,5,911,810,101,88.9,,,,
VIC,20606,Stonnington - West,2015,2016,5,426,380,46,89.2,,,,
VIC,20607,Yarra,2015,2016,5,764,701,63,91.7,,,,
VIC,20701,Boroondara,2015,2016,5,1799,1664,135,92.5,,,,
VIC,20702,Manningham - West,2015,2016,5,997,907,90,91,,,,
VIC,20703,Whitehorse - West,2015,2016,5,1136,1059,77,93.3,,,,
VIC,20801,Bayside,2015,2016,5,1221,1116,105,91.4,,,,
VIC,20802,Glen Eira,2015,2016,5,1826,1697,129,92.9,,,,
VIC,20803,Kingston,2015,2016,5,1603,1498,105,93.5,,,,
VIC,20804,Stonnington - East,2015,2016,5,497,474,23,95.4,,,,
VIC,20901,Banyule,2015,2016,5,1590,1502,88,94.5,,,,
VIC,20902,Darebin - North,2015,2016,5,1057,960,97,90.8,,,,
VIC,20903,Nillumbik - Kinglake,2015,2016,5,826,772,54,93.5,,,,
VIC,20904,Whittlesea - Wallan,2015,2016,5,3185,3024,161,94.9,,,,
VIC,21001,Keilor,2015,2016,5,679,649,30,95.6,,,,
VIC,21002,Macedon Ranges,2015,2016,5,412,385,27,93.4,,,,
