postcode,tax_individuals,medicare_levy_surcharge_num,govt_allow_payments_num,govt_pensions_allow_num,private_health_num
4119,"3,725",43,265,130,"2,038"
4120,"6,060",89,566,159,"3,604"
4121,"15,469",229,914,592,"11,090"
4122,"25,786",315,"1,931","1,313","16,115"
4123,"11,171",153,656,524,"6,583"
4124,"10,559",177,761,471,"4,842"
4125,"4,048",51,303,233,"1,945"
4127,"14,790",168,"1,295",797,"7,015"
4128,"10,107",163,628,456,"5,550"
4129,"3,844",54,300,173,"1,625"
4130,"5,405",89,259,275,"3,391"
4131,"5,164",47,693,273,"1,547"
4132,"12,240",124,"1,644",630,"2,598"
4133,"9,121",121,866,573,"3,120"
4151,"11,305",130,782,375,"7,693"
4152,"28,772",366,"1,563","1,164","20,944"
4153,"2,823",26,125,95,"2,069"
4154,"6,428",118,221,191,"4,972"
4155,"1,013",12,34,28,759
4156,"2,108",33,95,71,"1,619"
4157,"11,762",128,777,577,"6,768"
4158,"2,220",36,164,127,"1,204"
4159,"8,638",125,461,491,"5,459"
4160,"11,453",148,540,660,"7,840"
4161,"9,668",108,757,505,"5,113"
4163,"9,217",144,531,656,"5,849"
4164,"8,823",116,388,417,"5,762"
4165,"21,622",269,"1,186","1,291","12,765"
4169,"9,670",213,681,207,"5,795"
4170,"16,111",275,"1,027",445,"10,730"
4171,"10,434",199,460,243,"8,090"
4172,"2,735",38,182,61,"1,668"
4173,"5,124",66,331,244,"3,006"
4174,"1,528",22,127,58,796
4178,"14,639",220,"1,041",805,"8,582"
4179,"11,354",178,728,604,"7,471"
4183,"1,209",20,108,95,597
4184,"2,520",31,412,407,950
4205,"2,322",20,257,212,806
4207,"28,625",346,"2,856","1,814","10,935"
4208,"11,197",187,717,468,"5,387"
4209,"27,124",361,"2,509","1,259","11,142"
4210,"11,666",184,796,496,"5,664"
4211,"35,363",446,"3,178","2,120","16,380"
4212,"17,102",287,"1,035",903,"10,364"
4213,"17,245",213,"1,302",929,"9,595"
4214,"22,092",270,"2,002","1,349","11,148"
4215,"27,070",342,"3,456","1,773","11,069"
4216,"21,733",309,"1,734","1,687","11,855"
4217,"26,441",371,"1,861","1,370","13,421"
4218,"21,237",287,"1,709","1,131","11,836"
4219,222,1,16,15,119
4220,"19,683",271,"1,719","1,124","11,129"
4221,"15,950",207,"1,465","1,074","8,774"
4223,"8,637",117,696,572,"4,849"
4224,"3,990",61,381,221,"2,077"
4225,"4,732",81,542,336,"2,351"
4226,"20,251",258,"1,558","1,341","11,115"
4227,"12,172",183,"1,182",618,"6,264"
4228,"3,340",44,219,177,"2,000"
4230,209,1,9,18,129
4270,"2,339",36,157,107,"1,154"
4271,897,4,74,68,497
4272,"3,364",43,220,306,"1,951"
4275,"1,943",29,129,90,935
4280,"9,357",143,661,439,"4,047"
4285,"10,295",153,967,650,"4,491"
4287,359,5,33,23,155
4300,"30,728",380,"2,562","1,216","13,787"
4301,"13,975",118,"1,806",747,"4,029"
4303,"1,512",16,291,118,346
4304,"8,308",59,"1,033",571,"3,238"
4305,"31,511",288,"3,384","1,929","14,812"
4306,"20,032",248,"1,281",966,"11,888"
4307,897,9,52,52,498
4309,"1,588",18,110,111,766
4310,"3,216",15,214,252,"1,586"
4311,"4,718",44,544,361,"1,785"
4312,"1,183",17,112,100,498
4313,983,5,97,92,430
4340,"2,720",30,258,189,"1,294"
4341,"7,004",63,784,528,"2,766"
4342,"1,282",7,164,100,551
4343,"6,652",27,509,360,"2,643"
4344,"1,386",8,121,103,762
4346,488,6,32,24,249
4347,647,1,56,32,291
4350,"58,492",498,"5,221","3,884","35,349"
4352,"16,726",159,917,908,"11,639"
4353,261,0,16,26,160
4354,595,3,50,41,340
4355,"1,279",8,121,135,686
4356,"2,873",24,183,203,"1,796"
4357,"1,493",8,123,95,796
4358,"1,239",8,73,74,784
4359,728,1,67,52,460
4360,432,5,40,39,273
4361,"1,394",6,125,140,838
4362,"1,330",5,112,122,721
4363,430,4,30,20,298
4364,215,5,6,10,158
4365,201,0,29,20,79
4370,"9,572",48,"1,012",841,"4,786"
4371,428,1,27,33,261
4372,87,0,7,6,58
4373,573,4,48,75,287
4374,230,2,24,24,134
4375,144,0,20,16,56
4376,194,2,19,6,52
4377,361,3,36,37,151
4378,199,3,31,14,87
4380,"4,615",27,439,394,"2,082"
4381,306,5,35,31,121
4382,338,1,29,33,192
4383,294,0,56,19,85
4385,623,2,59,62,357
4387,697,7,64,56,333
4388,207,1,34,19,113
4390,"4,371",22,354,267,"2,934"
4400,"1,054",12,83,58,539
4401,"3,024",24,246,208,"1,543"
4402,149,4,16,8,58
4403,443,5,31,21,296
4404,324,0,21,14,241
4405,"7,925",61,680,451,"4,759"
4406,581,1,66,41,386
4407,339,3,30,24,206
4408,405,3,33,27,276
4410,714,7,64,69,432
4411,176,2,11,12,119
4412,144,1,15,2,101
4413,"4,117",68,320,230,"2,334"
4415,"1,029",11,102,54,572
4416,298,1,21,11,214
4417,341,5,21,23,205
4418,72,0,4,4,48
4419,511,10,33,20,355
4420,803,8,46,47,528
4421,975,7,153,64,448
4422,284,6,30,13,184
4423,131,1,21,3,97
4424,120,0,12,11,81
4425,147,3,17,21,105
4426,68,1,9,10,51
4427,167,1,23,4,89
4428,405,4,35,18,265
4454,481,4,26,19,321
4455,"5,045",107,341,200,"3,039"
4465,794,8,107,46,408
4467,100,0,14,7,59
4468,211,0,20,16,125
4470,"1,948",25,191,113,877
4472,780,9,65,44,407
4477,315,4,49,16,146
4478,274,2,12,19,162
4480,490,3,38,18,292
4481,75,1,4,2,42
4482,67,1,4,1,32
4486,405,6,31,17,236
4487,"1,882",14,170,103,"1,010"
4488,142,0,12,10,88
4490,689,7,90,48,349
4491,53,0,3,5,31
4492,144,0,3,3,65
4494,82,0,9,1,60
4496,188,2,27,8,120
4497,199,1,14,6,152
4498,126,0,9,0,88
4500,"24,869",247,"1,738","1,129","13,866"
4501,"3,032",33,326,176,"1,376"
4502,"5,113",58,365,246,"2,788"
4503,"24,309",328,"2,101","1,341","11,310"
4504,"10,493",155,718,501,"5,313"
4505,"11,307",186,816,633,"5,265"
4506,"11,895",129,"1,364",676,"4,268"
4507,"8,575",96,745,"1,216","4,306"
4508,"9,052",99,"1,212",622,"2,983"
4509,"16,775",237,"1,051",765,"9,205"
4510,"23,451",271,"3,134","1,715","7,625"
4511,"4,338",57,406,414,"1,843"
4512,"2,136",34,126,103,999
4514,"3,473",50,258,201,"1,462"
4515,"2,234",22,163,115,777
4516,"2,398",39,153,105,"1,040"
4517,417,17,32,40,176
4518,"2,928",45,258,176,"1,374"
4519,"4,581",57,496,330,"1,952"
4520,"8,295",107,299,303,"6,380"
4521,"2,807",45,124,123,"1,812"
4550,"2,363",29,271,140,983
4551,"31,590",391,"2,860","2,588","17,236"
4552,"5,121",47,484,568,"2,812"
4553,"3,512",61,287,182,"1,886"
4554,"1,169",12,113,61,629
4555,"4,095",55,315,289,"2,201"
4556,"25,614",319,"2,169","1,830","15,715"
4557,"11,948",146,"1,178",648,"6,495"
4558,"11,748",104,"1,281",884,"5,843"
4559,"3,658",49,299,212,"2,084"
4560,"17,486",182,"1,804","1,356","8,386"
4561,"4,422",64,381,271,"2,318"
4562,"4,989",46,428,287,"2,786"
4563,"4,961",72,439,393,"2,606"
4564,"6,706",102,628,488,"3,518"
4565,"8,042",85,846,721,"3,863"
4566,"5,310",73,371,437,"3,346"
4567,"7,765",111,575,470,"4,574"
4568,"2,074",19,212,156,999
4569,890,8,117,56,378
4570,"20,499",206,"2,691","1,609","8,766"
4571,402,3,46,35,185
4572,"2,617",58,222,130,"1,526"
4573,"15,645",241,"1,365",985,"8,952"
4574,704,9,61,52,302
4575,"14,813",251,"1,144","1,006","8,641"
4580,"1,787",14,268,277,737
4581,707,4,80,57,316
4600,375,4,45,24,157
4601,587,2,82,54,284
4605,"1,812",13,207,204,665
4606,"1,171",9,131,152,448
4608,448,4,51,53,203
4610,"7,251",86,732,583,"3,686"
4611,63,0,11,11,29
4612,143,2,14,22,70
4613,341,3,44,51,147
4614,485,10,57,60,172
4615,"2,911",51,372,287,"1,129"
4620,212,0,27,16,115
4621,803,8,101,97,391
4625,"1,677",5,161,101,716
4626,"1,328",8,100,90,563
4627,352,4,35,22,200
4630,"1,323",13,132,132,705
4650,"14,773",144,"1,867","1,232","6,186"
4655,"27,349",404,"3,557","2,834","11,969"
4659,"1,857",22,269,236,796
4660,"3,486",39,494,371,"1,595"
4662,290,6,50,34,79
4670,"39,756",364,"4,821","3,070","20,652"
4671,"2,709",18,443,269,"1,235"
4673,352,2,59,24,149
4674,604,11,115,47,274
4676,107,1,14,14,42
4677,"1,922",41,233,103,954
4678,491,6,28,39,330
4680,"30,031","1,011","2,548","1,209","20,435"
4694,143,2,12,2,84
4695,551,17,68,24,345
4697,92,1,6,5,62
4699,213,3,17,16,128
4700,"8,908",115,911,491,"5,312"
4701,"22,850",273,"2,103","1,172","13,084"
4702,"14,826",205,"1,248",777,"9,079"
4703,"12,452",251,995,720,"7,709"
4704,100,3,9,5,49
4705,241,4,6,3,176
4707,122,3,9,14,75
4709,500,22,10,4,415
4710,"2,344",42,276,178,"1,184"
4711,"1,051",20,30,33,779
4712,231,3,15,12,140
4713,213,6,93,21,16
4714,"1,005",20,160,84,298
4715,"4,187",85,220,169,"2,649"
4716,520,8,32,29,367
4717,"2,423",99,168,40,"1,660"
4718,"1,249",30,73,40,899
4719,630,8,38,28,415
4720,"8,441",151,516,246,"5,542"
4721,"2,048",27,78,61,"1,504"
4722,"1,094",12,42,29,781
4723,863,12,38,29,584
4724,395,3,20,17,298
4725,883,8,68,57,437
4726,229,1,19,10,118
4727,176,1,18,8,91
4728,124,2,8,3,81
4730,"1,984",23,156,99,"1,175"
4731,101,0,9,6,59
4732,82,0,16,5,51
4735,696,8,58,31,383
4736,66,2,4,2,38
4737,"4,535",114,390,259,"2,640"
4738,643,10,48,25,416
4739,192,4,15,18,105
4740,"47,042","1,002","3,935","2,101","28,948"
4741,"3,817",65,239,171,"2,600"
4742,556,11,27,17,363
4743,299,12,9,3,217
4744,"4,589",192,184,86,"3,416"
4745,"1,296",47,72,38,903
4746,947,38,42,13,752
4750,"2,918",85,215,137,"1,820"
4751,"2,754",43,179,119,"1,936"
4753,"2,372",37,148,69,"1,649"
4754,"1,235",28,76,57,760
4756,364,5,31,29,222
4757,163,6,17,16,93
4798,460,3,26,31,330
4799,526,5,61,36,261
4800,"5,022",80,420,306,"2,700"
4801,182,0,7,0,30
4802,"6,811",124,666,355,"2,839"
4803,955,5,32,4,284
4804,878,17,86,40,562
4805,"6,165",96,674,350,"2,566"
4806,"2,126",7,175,145,"1,518"
4807,"6,697",54,526,361,"4,319"
4808,645,0,49,33,432
4809,539,4,52,38,343
4810,"13,681",313,"1,304",582,"7,842"
4811,"7,189",110,578,309,"3,977"
4812,"10,457",151,"1,112",615,"5,422"
4813,622,1,15,0,47
4814,"24,535",372,"2,377","1,262","13,488"
4815,"10,499",147,"1,294",746,"4,621"
4816,"4,402",72,532,326,"2,239"
4817,"17,349",275,"1,481",885,"9,792"
4818,"16,226",268,"1,391",710,"7,990"
4819,"1,283",14,117,127,618
4820,"4,985",74,515,305,"2,949"
4821,842,12,81,42,529
4822,508,12,31,16,301
4823,517,10,28,9,338
4824,"1,523",78,109,37,771
4825,"11,179",550,817,311,"6,164"
4828,90,8,10,4,32
4829,274,3,14,8,132
4830,529,9,162,22,84
4849,791,6,79,64,312
4850,"5,972",39,536,459,"4,049"
4852,"2,121",28,201,141,927
4854,"3,581",29,232,172,"1,366"
4855,419,4,46,20,177
4856,394,0,36,33,209
4858,846,7,69,40,501
4859,332,3,38,15,158
4860,"6,252",63,693,410,"2,845"
4861,768,7,106,66,352
4865,"4,362",55,362,225,"2,242"
4868,"11,608",159,"1,189",645,"5,440"
4869,"9,826",127,956,574,"4,073"
4870,"43,593",720,"4,034","2,238","20,108"
4871,"5,754",81,825,410,"2,343"
4872,"2,329",30,243,163,"1,172"
4873,"3,750",55,392,246,"1,530"
4874,"2,727",123,203,55,"1,640"
4875,"2,755",108,521,163,469
4876,894,22,200,68,100
4877,"3,558",45,210,163,"1,362"
4878,"7,887",145,772,425,"3,558"
4879,"11,977",208,912,675,"6,083"
4880,"7,249",90,700,451,"3,284"
4881,"2,425",56,292,179,971
4882,"1,831",16,150,120,973
4883,"4,603",47,483,422,"2,139"
4884,"1,132",13,89,119,658
4885,"2,274",29,212,204,"1,011"
4886,445,6,53,42,200
4887,910,17,126,88,313
4888,"1,205",19,210,106,383
4890,643,25,116,34,214
4891,331,6,25,16,145
4895,"2,012",51,354,153,477
QLD other,"4,840",89,642,258,"2,187"
5000,"7,746",137,648,218,"4,554"
5006,"4,190",78,246,174,"3,143"
5007,"3,972",74,427,150,"2,471"
5008,"6,964",79,817,251,"3,783"
5009,"2,896",31,263,137,"1,700"
5010,"2,595",17,309,123,"1,011"
5011,"6,736",57,602,269,"4,243"
5012,"4,978",55,739,228,"1,735"
5013,"4,824",40,639,241,"2,065"
5014,"6,323",51,616,303,"3,796"
5015,"3,458",59,356,168,"2,032"
5016,"5,091",49,384,273,"3,394"
5017,"2,325",29,336,140,"1,163"
5018,"3,568",39,203,205,"2,515"
5019,"5,073",71,451,294,"3,358"
5020,"1,940",12,81,162,"1,459"
5021,"3,899",27,187,328,"3,015"
5022,"9,795",131,511,590,"7,582"
5023,"8,724",82,849,551,"5,219"
5024,"8,617",70,493,649,"6,516"
5025,"4,815",40,305,291,"3,453"
5031,"5,602",72,562,181,"3,510"
5032,"7,562",59,577,419,"5,066"
5033,"4,563",43,478,204,"2,603"
5034,"6,414",65,412,303,"5,019"
5035,"3,684",31,294,188,"2,539"
5037,"5,959",40,477,324,"3,753"
5038,"9,130",94,794,434,"5,488"
5039,"4,959",37,460,248,"3,314"
5040,"1,438",10,94,125,"1,104"
5041,"8,134",79,467,498,"6,384"
5042,"5,698",53,571,422,"3,480"
5043,"9,595",85,"1,036",719,"5,829"
5044,"6,770",74,458,526,"5,246"
5045,"10,311",150,740,601,"7,519"
5046,"5,097",49,464,404,"3,455"
5047,"4,350",41,467,334,"2,664"
5048,"8,696",104,596,777,"6,523"
5049,"6,266",81,399,422,"4,626"
5050,"3,423",55,212,298,"2,504"
5051,"9,129",127,437,596,"7,071"
5052,"4,121",58,225,332,"3,289"
5061,"6,581",78,310,271,"5,475"
5062,"9,708",77,533,544,"8,102"
5063,"7,566",82,528,380,"6,036"
5064,"6,377",55,253,433,"5,355"
5065,"6,600",62,301,411,"5,344"
5066,"8,041",80,328,416,"6,910"
5067,"6,498",87,436,290,"5,011"
5068,"7,508",71,456,473,"5,921"
5069,"5,420",51,336,235,"4,292"
5070,"8,285",75,561,536,"5,761"
5072,"7,502",68,485,443,"5,821"
5073,"8,765",53,588,580,"6,391"
5074,"6,903",50,545,479,"4,613"
5075,"6,132",44,390,450,"4,322"
5076,"5,919",38,351,358,"4,583"
5081,"5,914",69,312,289,"4,769"
5082,"8,986",97,635,324,"6,371"
5083,"4,362",31,329,193,"2,986"
5084,"4,500",31,634,189,"1,761"
5085,"10,290",121,911,505,"5,850"
5086,"8,585",65,794,443,"5,072"
5087,"6,254",60,549,341,"3,850"
5088,"1,770",18,184,99,959
5089,"4,210",34,219,239,"3,156"
5090,"4,087",15,290,435,"2,705"
5091,"4,572",40,277,368,"3,148"
5092,"9,822",76,754,643,"6,125"
5093,"4,740",48,427,358,"2,681"
5094,463,2,72,33,199
5095,"11,451",109,999,421,"6,241"
5096,"7,485",69,747,415,"4,167"
5097,"7,927",43,595,549,"5,404"
5098,"6,136",34,603,497,"3,353"
5106,99,1,11,6,55
5107,"8,160",55,980,404,"3,286"
5108,"18,681",147,"2,726","1,083","7,384"
5109,"10,557",74,"1,184",691,"5,574"
5110,"4,197",45,480,198,"1,781"
5111,286,2,9,0,52
5112,"7,536",35,"1,294",571,"3,148"
5113,"6,137",28,"1,547",526,"1,702"
5114,"17,167",133,"2,051",979,"7,986"
5115,"4,904",35,702,281,"1,909"
5116,"4,600",32,469,326,"2,374"
5117,"1,780",22,88,57,"1,177"
5118,"10,523",136,776,592,"6,207"
5120,"1,278",11,84,43,699
5121,757,3,70,44,395
5125,"11,455",89,675,568,"8,465"
5126,"4,365",49,277,284,"2,944"
5127,"4,884",43,298,256,"3,606"
5131,640,7,33,31,467
5132,272,4,5,8,222
5133,311,1,12,23,225
5134,231,1,10,17,176
5136,311,3,23,17,246
5137,349,2,16,14,284
5138,170,3,8,6,118
5139,151,7,9,4,114
5140,259,1,4,11,206
5141,436,9,17,17,358
5142,461,9,19,37,381
5144,260,2,17,7,202
5151,273,7,17,2,205
5152,"4,133",64,192,254,"3,419"
5153,"3,998",51,236,185,"2,845"
5154,"2,287",27,97,146,"1,873"
5155,"2,406",25,150,123,"1,759"
5156,629,11,43,36,457
5157,"1,930",19,96,120,"1,434"
5158,"15,402",127,"1,079",765,"10,406"
5159,"20,419",189,"1,310","1,294","14,292"
5160,138,6,6,3,84
5161,"5,566",31,538,429,"3,179"
5162,"18,322",137,"1,994","1,311","10,005"
5163,"6,810",33,941,493,"3,284"
5164,"1,903",10,368,172,739
5165,"2,617",33,390,232,"1,269"
5166,900,10,130,78,379
5167,"3,270",32,318,216,"1,771"
5168,"2,777",30,318,180,"1,426"
5169,"9,242",71,958,591,"4,970"
5170,661,6,62,38,357
5171,"3,698",29,207,302,"2,509"
5172,"2,527",42,154,159,"1,620"
5173,"6,481",73,821,473,"3,261"
5174,"1,520",19,172,74,783
5201,"1,243",15,88,60,812
5202,492,7,44,18,282
5203,677,0,55,53,394
5204,"1,413",5,115,175,859
5210,"1,083",12,69,68,637
5211,"7,602",72,716,"1,111","4,355"
5212,"1,137",17,126,181,662
5213,692,2,54,68,418
5214,"3,986",47,414,614,"2,248"
5220,248,8,26,11,91
5221,169,0,10,30,74
5222,401,0,28,48,186
5223,"2,056",25,177,162,756
5231,715,10,27,24,490
5232,281,4,14,22,200
5233,892,5,33,38,627
5234,870,6,33,43,550
5235,"1,329",16,95,89,761
5236,140,3,16,4,67
5237,188,0,19,12,98
5238,"2,019",18,216,205,995
5240,334,5,15,26,229
5241,"1,473",6,96,90,866
5242,"1,016",7,48,54,750
5243,577,3,24,36,466
5244,"2,464",21,137,144,"1,659"
5245,"1,945",31,72,173,"1,506"
5250,"2,175",28,118,108,"1,580"
5251,"8,284",76,754,593,"5,169"
5252,"3,748",47,294,183,"2,219"
5253,"9,833",87,"1,045",750,"3,578"
5254,"1,208",18,124,73,560
5255,"5,144",47,372,407,"3,068"
5256,593,6,52,80,298
5259,444,4,55,40,215
5260,845,13,120,92,358
5261,230,5,17,7,155
5262,329,3,15,21,209
5263,171,3,5,8,130
5264,729,5,47,55,404
5265,209,5,11,12,129
5266,420,5,30,27,296
5267,"1,228",11,77,41,812
5268,"2,359",32,162,167,"1,109"
5269,110,0,4,1,53
5270,406,9,11,23,246
5271,"4,861",44,353,323,"2,526"
5272,540,8,21,26,346
5273,94,2,9,1,68
5275,"1,364",24,85,91,764
5276,854,6,54,65,517
5277,"1,622",23,156,100,837
5278,324,5,37,20,191
5279,217,2,30,10,86
5280,"4,047",69,370,223,"2,166"
5290,"14,892",188,"1,441",983,"7,628"
5291,"4,015",69,238,180,"2,365"
5301,325,6,25,29,187
5302,523,11,37,44,344
5303,125,0,8,6,52
5304,548,6,40,37,285
5306,58,0,2,5,37
5307,337,9,42,37,163
5308,54,0,3,2,26
5311,124,0,12,8,62
5320,247,3,33,13,116
5321,166,0,23,21,61
5322,377,6,23,35,166
5330,"1,930",12,184,126,950
5331,174,1,15,15,97
5332,224,3,26,18,99
5333,"3,366",39,295,244,"1,747"
5340,852,2,58,49,373
5341,"4,349",36,531,265,"1,862"
5342,548,0,56,44,259
5343,"2,830",32,353,257,"1,270"
5344,373,0,49,31,160
5345,"1,906",11,232,162,900
5346,176,2,21,15,67
5350,229,0,11,8,139
5351,"3,452",24,193,207,"2,148"
5352,"3,200",28,159,199,"2,179"
5353,"2,227",27,143,139,"1,375"
5354,175,1,17,9,84
5355,"4,313",33,290,336,"2,740"
5356,472,5,48,26,255
5357,199,1,22,16,76
5360,758,9,42,20,495
5371,854,5,64,31,472
5372,"1,214",18,98,48,657
5373,"1,810",24,167,129,"1,064"
5374,776,9,80,49,414
5381,197,0,13,19,128
5400,442,2,28,11,253
5401,423,6,49,30,199
5410,139,0,15,8,64
5411,181,2,20,8,98
5412,612,7,59,53,380
5413,486,3,47,29,293
5414,102,2,5,12,60
5415,142,0,4,11,103
5416,131,0,14,5,66
5417,773,9,75,50,404
5418,59,1,3,4,39
5419,128,1,3,12,76
5422,654,11,133,71,262
5431,527,8,56,36,334
5432,100,2,1,3,74
5433,693,12,77,59,365
5434,228,6,22,18,130
5440,149,2,8,3,106
5451,409,1,22,30,273
5452,283,2,12,22,184
5453,"3,046",27,197,223,"1,995"
5454,217,0,27,15,148
5460,375,10,35,29,199
5461,"1,346",16,109,100,843
5462,318,3,30,16,202
5464,270,1,20,14,201
5470,67,1,6,4,42
5471,69,2,7,0,53
5472,69,0,13,6,45
5473,353,3,50,39,156
5480,491,8,41,50,274
5481,321,3,24,30,170
5482,321,2,22,21,199
5483,207,4,11,12,141
5485,318,10,20,23,179
5490,86,0,2,2,60
5491,"1,078",16,64,55,710
5495,237,1,29,28,106
5501,"3,930",35,298,174,"2,020"
5502,842,8,51,49,489
5510,64,0,6,4,42
5520,268,0,24,31,146
5521,86,1,10,8,55
5522,622,4,43,73,384
5523,968,7,65,72,563
5540,"6,890",88,938,469,"3,011"
5550,491,2,49,25,194
5552,139,0,13,3,100
5554,"2,791",32,287,200,"1,584"
5555,352,1,21,18,256
5556,"1,795",16,249,190,931
5558,"2,227",13,242,258,"1,327"
5560,243,2,30,13,168
5570,192,0,21,20,109
5571,911,7,68,93,659
5572,86,3,6,2,67
5573,"1,067",10,92,102,731
5575,"1,212",11,115,103,767
5576,597,6,58,52,370
5577,310,3,27,17,210
5580,215,1,12,18,160
5581,282,2,26,34,199
5582,335,0,26,39,237
5583,365,4,45,43,198
5600,"3,537",104,249,161,"2,331"
5602,709,10,45,58,452
5603,262,1,20,18,152
5604,110,1,7,12,73
5605,"1,026",8,71,93,663
5606,"8,492",146,869,545,"4,226"
5607,"1,928",29,158,99,"1,010"
5608,"5,503",146,867,365,"2,550"
5609,897,34,69,33,573
5630,74,1,9,2,40
5631,799,15,45,28,528
5632,145,4,3,0,102
5633,200,2,12,7,127
5640,672,10,36,48,437
5641,640,3,32,45,469
5642,119,8,3,5,81
5650,78,9,5,4,39
5651,102,4,1,3,79
5652,451,5,33,26,253
5654,108,2,10,8,57
5655,69,0,6,1,32
5661,81,1,6,1,41
5670,276,1,21,13,113
5671,104,13,10,3,53
5680,"1,296",29,100,83,670
5690,"2,174",67,275,169,820
5700,"5,420",134,683,457,"2,546"
5701,62,0,1,0,40
5710,"1,258",30,84,69,688
5720,120,5,9,0,54
5722,175,12,28,10,67
5723,807,14,116,62,306
5724,113,4,32,6,28
5725,"2,297",116,108,31,"1,552"
5730,51,0,5,3,33
5731,190,13,14,2,112
5732,76,2,18,1,25
5733,51,1,4,4,28
5734,82,1,13,2,20
SA other,"1,682",29,139,112,995
7000,"8,750",112,896,400,"5,897"
7004,"4,638",57,415,296,"3,165"
7005,"8,396",80,570,477,"6,178"
7007,"1,873",18,156,96,"1,467"
7008,"7,282",47,580,444,"5,251"
7009,"6,613",44,935,433,"3,501"
7010,"7,949",53,"1,076",594,"4,130"
7011,"7,384",29,808,590,"3,847"
7012,483,2,42,23,275
7015,"6,193",29,376,557,"4,649"
7016,978,4,160,87,365
7017,"3,340",17,196,167,"2,296"
7018,"12,161",68,888,"1,061","8,667"
7019,"2,678",9,426,212,"1,231"
7020,"1,591",21,80,62,"1,195"
7021,"1,498",4,112,109,"1,099"
7022,529,3,47,37,356
7023,202,0,13,18,135
7024,341,2,15,20,263
7025,"1,139",5,62,81,855
7026,519,1,45,38,313
7027,131,0,9,6,58
7030,"7,986",29,958,531,"3,740"
7050,"6,823",28,589,430,"4,606"
7052,"4,237",20,317,296,"3,102"
7053,"2,136",28,128,131,"1,680"
7054,"5,135",33,334,281,"3,554"
7055,235,2,15,14,165
7109,"4,784",25,489,305,"2,618"
7112,"1,535",12,196,119,780
7113,566,1,54,32,282
7116,"1,093",8,131,95,516
7117,467,5,36,32,193
7120,817,1,79,61,438
7140,"5,300",38,643,382,"2,487"
7150,"1,630",18,114,116,"1,035"
7155,494,4,30,35,318
7162,377,2,25,28,247
7163,195,2,12,25,107
7170,"3,185",31,141,143,"2,618"
7171,"1,741",10,166,139,"1,073"
7172,"1,953",7,174,142,"1,082"
7173,"3,496",32,399,227,"1,839"
7174,94,0,13,8,49
7175,119,1,13,8,64
7176,88,0,11,7,62
7177,233,0,30,18,134
7178,137,1,12,8,79
7179,231,1,19,20,143
7180,91,0,15,10,41
7182,103,0,13,9,41
7184,348,1,54,29,135
7185,51,0,2,7,29
7186,85,0,5,11,47
7187,77,1,7,4,51
7190,"1,589",7,133,170,920
7209,226,1,25,21,123
7210,505,4,54,45,218
7211,108,0,20,5,52
7212,"1,028",9,96,59,560
7213,119,1,28,5,37
7214,235,2,41,17,105
7215,"1,797",16,225,142,896
7216,"1,599",22,235,179,713
7248,"6,716",43,"1,342",455,"2,425"
7249,"6,259",64,690,462,"3,232"
7250,"27,736",287,"2,787","1,838","16,585"
7252,"1,607",12,118,95,946
7253,"2,001",19,318,169,876
7254,301,0,33,19,138
7255,514,10,33,36,274
7256,996,28,47,78,518
7258,581,10,26,26,446
7259,274,3,17,24,135
7260,"1,612",7,161,105,794
7261,173,3,19,16,82
7262,955,10,91,67,484
7263,297,7,46,28,120
7264,291,3,58,24,103
7265,123,0,7,5,58
7267,474,4,45,29,257
7268,570,5,45,41,326
7270,"1,965",21,252,158,955
7275,"1,756",11,165,142,935
7276,305,2,36,38,165
7277,"3,265",32,197,204,"2,029"
7290,"1,341",6,104,77,716
7291,323,4,32,26,178
7292,339,4,11,16,229
7300,"1,954",15,148,108,"1,063"
7301,"2,341",12,217,189,"1,267"
7302,920,6,86,60,432
7303,"1,404",14,144,96,693
7304,"3,065",18,318,260,"1,311"
7305,539,4,76,37,149
7306,"2,083",30,201,157,775
7307,"5,501",74,515,418,"2,518"
7310,"14,279",178,"1,726","1,117","5,907"
7315,"7,587",81,868,606,"3,367"
7316,"3,322",45,348,218,"1,651"
7320,"8,525",127,"1,125",540,"3,788"
7321,"2,292",38,264,136,986
7322,"1,955",31,227,136,900
7325,"4,349",64,493,304,"2,022"
7330,"3,666",54,329,201,"1,509"
7331,356,9,24,25,191
7467,785,24,162,66,334
7468,414,8,50,25,179
7469,353,6,56,15,145
7470,321,9,49,7,156
TAS other,"1,282",12,76,89,732
3000,"21,585",308,750,181,"7,310"
3002,"3,586",82,140,67,"2,675"
3003,"3,571",69,202,47,"1,775"
3004,"6,941",187,241,133,"4,647"
3006,"12,289",284,432,120,"6,547"
3008,"7,164",172,185,74,"3,601"
3011,"12,923",237,"1,373",267,"5,615"
3012,"15,009",234,"1,389",404,"7,032"
3013,"9,119",206,578,221,"5,832"
3015,"10,424",206,601,259,"6,921"
3016,"9,720",187,487,349,"7,208"
3018,"7,647",148,498,395,"4,476"
3019,"4,277",51,642,146,"1,103"
3020,"21,676",268,"2,714",853,"5,914"
3021,"24,953",228,"3,439","1,203","5,420"
3022,"1,937",27,236,94,590
3023,"32,700",479,"2,903",997,"11,741"
3024,"12,265",135,"1,221",483,"4,100"
3025,"5,841",126,522,258,"2,797"
3026,169,1,8,4,69
3027,"4,033",52,173,54,"2,011"
3028,"16,045",233,"1,321",551,"6,522"
3029,"50,354",574,"3,939","1,506","17,094"
