"postcode","total_tax","num_individuals","mean_tax","year"
3158,216182694,4203,51436,"2015"
3159,82816937,1552,53362,"2015"
3160,280479056,5321,52712,"2015"
3161,893654484,10040,89010,"2015"
3162,866833634,11561,74980,"2015"
3163,1130110011,19096,59181,"2015"
3165,903640219,15555,58094,"2015"
3166,722227674,13250,54508,"2015"
3167,269453346,5309,50755,"2015"
3168,394290833,9371,42076,"2015"
3169,450521493,10460,43071,"2015"
3170,567190547,11079,51196,"2015"
3171,382092859,10491,36422,"2015"
3172,574418769,12372,46429,"2015"
3173,627676549,13194,47573,"2015"
3174,748309938,18443,40575,"2015"
3175,1017364374,24842,40954,"2015"
3177,175773368,4508,38992,"2015"
3178,1110664991,20903,53135,"2015"
3179,174132988,3523,49428,"2015"
3180,212102157,4335,48928,"2015"
3181,977831067,13701,71370,"2015"
3182,1075501285,16468,65309,"2015"
3183,772085249,11854,65133,"2015"
3184,851335159,10656,79893,"2015"
3185,662072481,8403,78791,"2015"
3186,1998778706,16118,124010,"2015"
3187,828721543,9845,84177,"2015"
3188,939499163,10730,87559,"2015"
3189,196109799,3585,54703,"2015"
3190,382379407,6121,62471,"2015"
3191,551056113,6253,88127,"2015"
3192,718759291,12827,56035,"2015"
3193,1078255208,12961,83193,"2015"
3194,514102046,8621,59634,"2015"
3195,1279757501,21172,60446,"2015"
3196,775639979,14333,54116,"2015"
3197,423905527,7104,59672,"2015"
3198,436118434,9007,48420,"2015"
3199,1449417345,29638,48905,"2015"
3200,81995113,2030,40392,"2015"
3201,522613844,11217,46592,"2015"
3202,93924600,1602,58630,"2015"
3204,1157791107,18033,64205,"2015"
3205,591499797,7350,80477,"2015"
3206,834632092,6993,119353,"2015"
3207,993344627,10895,91175,"2015"
3211,44862812,792,56645,"2015"
3212,469638547,9183,51143,"2015"
3213,65429793,1301,50292,"2015"
3214,381018836,9233,41268,"2015"
3215,532724779,10911,48825,"2015"
3216,1664121415,32123,51805,"2015"
3217,125073850,2403,52050,"2015"
3218,413531323,7671,53909,"2015"
3219,465004906,10199,45594,"2015"
3220,748249038,10865,68868,"2015"
3221,166746846,2671,62429,"2015"
3222,368126326,7739,47568,"2015"
3223,159684735,3543,45071,"2015"
3224,366709099,7479,49032,"2015"
3225,144336870,2577,56010,"2015"
3226,436107262,8379,52048,"2015"
3227,183692236,2919,62930,"2015"
3228,653295462,10906,59903,"2015"
3230,72349416,1600,45219,"2015"
3231,44714501,813,55000,"2015"
3232,36353854,821,44280,"2015"
3233,49621234,1319,37621,"2015"
3234,3207348,79,40600,"2015"
3235,9676883,233,41532,"2015"
3236,5711462,153,37330,"2015"
3237,3359093,124,27090,"2015"
3238,5331242,180,29619,"2015"
3239,10158830,252,40313,"2015"
3240,66726798,1310,50937,"2015"
3241,62522815,1442,43359,"2015"
3242,22734614,576,39470,"2015"
3243,11290586,224,50405,"2015"
3249,93283587,2234,41757,"2015"
3250,282682171,6518,43370,"2015"
3251,12679587,304,41710,"2015"
3254,7354506,179,41087,"2015"
3260,113879708,2675,42572,"2015"
3264,61595646,1385,44474,"2015"
3265,64352565,1394,46164,"2015"
3266,75314080,1768,42599,"2015"
3267,6884084,181,38034,"2015"
3268,80125190,1807,44342,"2015"
3269,20465438,416,49196,"2015"
3270,5344519,133,40185,"2015"
3271,4819813,122,39507,"2015"
3272,32224746,837,38501,"2015"
3273,3582963,86,41663,"2015"
3274,6127071,163,37590,"2015"
3275,10957303,250,43830,"2015"
3276,12139305,280,43355,"2015"
3277,59835934,1134,52766,"2015"
3278,7645121,168,45507,"2015"
3279,7864004,176,44682,"2015"
3280,849666270,18410,46153,"2015"
3281,48039074,1006,47753,"2015"
3282,69145307,1582,43708,"2015"
3283,30707627,667,46039,"2015"
3284,94827751,2044,46394,"2015"
3285,34133655,724,47146,"2015"
3286,14505471,356,40746,"2015"
3287,10604987,272,38989,"2015"
3289,19611322,474,41375,"2015"
3292,3246775,100,32468,"2015"
3293,7806786,213,36652,"2015"
3294,22193279,589,37680,"2015"
3300,257199591,5872,43802,"2015"
3301,29231920,719,40657,"2015"
3302,12493614,242,51627,"2015"
3303,9817291,208,47199,"2015"
3304,62373794,1438,43376,"2015"
3305,349783855,6923,50525,"2015"
3309,1905240,51,37358,"2015"
3310,5448741,141,38644,"2015"
3311,38180913,953,40064,"2015"
3312,19628353,516,38040,"2015"
3314,15028060,348,43185,"2015"
3315,36119316,941,38384,"2015"
3317,4383223,107,40965,"2015"
3318,29145376,719,40536,"2015"
3319,8538417,229,37286,"2015"
3321,44187930,901,49044,"2015"
3322,3865567,96,40267,"2015"
3323,2609860,62,42095,"2015"
3324,11914407,299,39848,"2015"
3325,12499133,277,45124,"2015"
3328,48377715,946,51140,"2015"
3329,5632130,164,34343,"2015"
3330,5017721,129,38898,"2015"
3331,164879512,3277,50315,"2015"
3332,27416520,602,45543,"2015"
3333,23633407,481,49134,"2015"
3334,13915810,310,44890,"2015"
3335,120112481,2394,50173,"2015"
3337,839497326,18047,46518,"2015"
3338,496215319,10289,48228,"2015"
3340,600740013,11381,52785,"2015"
3341,50912964,937,54337,"2015"
3342,91916407,1868,49206,"2015"
3345,36520290,689,53005,"2015"
3350,1642120246,32200,50998,"2015"
3351,192957545,4406,43795,"2015"
3352,427876988,8923,47953,"2015"
3355,252924215,5723,44195,"2015"
3356,308772454,7416,41636,"2015"
3357,119064527,2230,53393,"2015"
3360,14822753,366,40500,"2015"
3361,12345889,359,34390,"2015"
3363,79180309,1812,43698,"2015"
3364,49359329,1114,44309,"2015"
3370,31046455,815,38094,"2015"
3371,17695787,475,37255,"2015"
3373,42101761,1128,37325,"2015"
3374,7090782,164,43237,"2015"
3375,5594796,139,40251,"2015"
3377,206017143,4823,42716,"2015"
3378,5082487,117,43441,"2015"
3379,18049083,394,45810,"2015"
3380,146537004,3396,43150,"2015"
3381,24783166,609,40695,"2015"
3384,9769044,284,34399,"2015"
3385,9092923,242,37575,"2015"
3387,6586485,202,32607,"2015"
3388,14867062,349,42600,"2015"
3390,18531219,504,36769,"2015"
3391,2855281,85,33592,"2015"
3392,9823048,300,32744,"2015"
3393,57788869,1443,40048,"2015"
3395,8586403,252,34074,"2015"
3396,16849251,409,41197,"2015"
3400,361838940,8141,44447,"2015"
3401,104343664,2584,40381,"2015"
3407,10901880,275,39644,"2015"
3409,23392439,601,38923,"2015"
3412,8150051,177,46046,"2015"
3413,4314676,139,31041,"2015"
3414,40115868,876,45795,"2015"
3418,71971790,1690,42587,"2015"
3419,24272781,586,41422,"2015"
3420,5959786,139,42877,"2015"
3423,7664998,188,40772,"2015"
3424,17551170,413,42497,"2015"
3427,73512359,1428,51480,"2015"
3428,20104484,394,51027,"2015"
3429,1093525405,20850,52448,"2015"
3430,11816134,172,68699,"2015"
3431,131225953,2402,54632,"2015"
3432,5452503,105,51929,"2015"
3433,8806009,134,65717,"2015"
3434,152885934,2743,55737,"2015"
3435,79141653,1606,49279,"2015"
3437,367651906,6155,59733,"2015"
3438,75602743,1257,60146,"2015"
3440,76512029,1184,64622,"2015"
3441,67013316,841,79683,"2015"
3442,254109210,4235,60003,"2015"
3444,252272178,5217,48356,"2015"
3446,24894159,562,44296,"2015"
3447,11040139,257,42958,"2015"
3448,22553153,515,43793,"2015"
3450,170834289,3990,42816,"2015"
3451,101800141,2399,42435,"2015"
3453,45218412,1006,44949,"2015"
3458,52834280,1074,49194,"2015"
3460,73337737,1639,44746,"2015"
3461,91088855,2118,43008,"2015"
3462,26093904,633,41223,"2015"
3463,52225316,1270,41123,"2015"
3464,20566892,547,37600,"2015"
3465,164685701,4300,38300,"2015"
3467,22493784,599,37553,"2015"
3468,4652368,146,31866,"2015"
3469,5311058,142,37402,"2015"
3472,20902109,599,34896,"2015"
3475,4893189,169,28954,"2015"
3477,13774335,392,35139,"2015"
3478,53929718,1383,38995,"2015"
3480,37824268,1023,36974,"2015"
3482,2625562,106,24770,"2015"
3483,18284435,539,33923,"2015"
3485,5797436,170,34103,"2015"
3487,2227894,50,44558,"2015"
3488,3136824,73,42971,"2015"
3490,26747914,697,38376,"2015"
3491,2793303,71,39343,"2015"
3494,11055322,299,36975,"2015"
3496,136639558,3454,39560,"2015"
3498,113656059,2502,45427,"2015"
3500,662536564,15007,44149,"2015"
3501,97674437,2135,45750,"2015"
3505,97818428,2415,40505,"2015"
3507,4298814,83,51793,"2015"
3509,6132122,159,38567,"2015"
3512,8353947,212,39406,"2015"
3515,47019520,1038,45299,"2015"
3516,15086031,365,41332,"2015"
3517,25404544,643,39510,"2015"
3518,20299713,604,33609,"2015"
3521,14844698,326,45536,"2015"
3522,7190609,165,43580,"2015"
3523,64589120,1560,41404,"2015"
3525,23793680,763,31185,"2015"
3527,10090825,426,23688,"2015"
3529,2089526,89,23478,"2015"
3530,3027654,70,43253,"2015"
3531,4498262,120,37486,"2015"
3533,18287619,419,43646,"2015"
3537,24901433,620,40164,"2015"
3540,6579649,172,38254,"2015"
3542,3911538,116,33721,"2015"
3544,5259011,131,40146,"2015"
3546,11258376,264,42646,"2015"
3549,76639168,1914,40042,"2015"
3550,1058863146,21660,48886,"2015"
3551,854815484,16652,51335,"2015"
3555,445152442,10000,44516,"2015"
3556,259714807,6258,41502,"2015"
3557,18172525,416,43684,"2015"
3558,21138809,506,41777,"2015"
3559,13280302,297,44715,"2015"
3561,109632360,2480,44207,"2015"
3562,6432908,162,39710,"2015"
3563,15801520,437,36160,"2015"
3564,427233766,9269,46093,"2015"
3566,12139504,305,39802,"2015"
3567,15501549,387,40056,"2015"
3568,64059258,1543,41517,"2015"
3570,17007297,389,43721,"2015"
3571,6393011,196,32618,"2015"
3572,7266219,151,48121,"2015"
3573,8046792,210,38319,"2015"
3575,16642205,441,37738,"2015"
3579,110583796,2937,37652,"2015"
3580,19483364,526,37041,"2015"
3581,3882980,115,33766,"2015"
3583,2639601,88,29996,"2015"
3584,23328948,575,40573,"2015"
3585,301894521,6891,43810,"2015"
3586,8938413,240,37244,"2015"
3588,6805950,189,36011,"2015"
3589,7455512,174,42848,"2015"
3590,6914451,191,36202,"2015"
3591,4248851,101,42068,"2015"
3594,12308311,355,34672,"2015"
3595,10619745,299,35518,"2015"
3596,4248087,70,60687,"2015"
3597,10725942,235,45643,"2015"
3599,2973637,64,46464,"2015"
3608,60475353,1304,46377,"2015"
3610,31587791,762,41454,"2015"
3612,31592847,790,39991,"2015"
3614,26984049,553,48796,"2015"
3616,132338120,3027,43720,"2015"
3617,3213723,91,35316,"2015"
3618,14109695,400,35275,"2015"
3620,179213085,4331,41380,"2015"
3621,46490800,1241,37463,"2015"
3622,8734528,233,37488,"2015"
3623,20026139,546,36678,"2015"
3624,10128430,283,35790,"2015"
3629,191123841,4859,39334,"2015"
3630,730916123,16588,44063,"2015"
3631,310929299,6460,48132,"2015"
3633,18045102,420,42965,"2015"
3634,44144562,1128,39136,"2015"
3635,10256566,287,35738,"2015"
3636,120827794,2852,42366,"2015"
3637,10618168,308,34475,"2015"
3638,47130364,1127,41820,"2015"
3639,11094120,308,36020,"2015"
3640,22813954,589,38734,"2015"
3641,28024196,671,41765,"2015"
3644,200715883,4648,43184,"2015"
3646,14084119,351,40126,"2015"
3649,9743107,262,37188,"2015"
3658,151094870,3181,47500,"2015"
3659,19934796,389,51247,"2015"
3660,164702902,3736,44086,"2015"
3662,28016216,468,59864,"2015"
3663,3678524,92,39984,"2015"
3664,26144683,609,42931,"2015"
3665,8246066,205,40225,"2015"
3666,105655147,2619,40342,"2015"
3669,28546468,739,38629,"2015"
3670,13693422,325,42134,"2015"
3672,225825930,5316,42481,"2015"
3673,41866112,1082,38694,"2015"
3675,47010050,1115,42162,"2015"
3677,433434368,9603,45136,"2015"
3678,178544601,3868,46160,"2015"
3682,16321553,344,47447,"2015"
3683,43961544,975,45089,"2015"
3685,78909167,1630,48411,"2015"
3687,27584445,576,47890,"2015"
3688,36986333,772,47910,"2015"
3690,876173341,18188,48174,"2015"
3691,281635694,5435,51819,"2015"
3694,7179180,156,46021,"2015"
3695,13462512,321,41940,"2015"
3697,12555574,301,41713,"2015"
3698,21879487,493,44381,"2015"
3699,25362458,653,38840,"2015"
3700,34264982,814,42095,"2015"
3701,25583950,613,41736,"2015"
3705,6877333,162,42453,"2015"
3707,40922419,973,42058,"2015"
3709,7040621,197,35740,"2015"
3711,11599943,294,39456,"2015"
3712,8645556,207,41766,"2015"
3713,16073667,439,36615,"2015"
3714,83952229,1974,42529,"2015"
3715,4495691,157,28635,"2015"
3717,66620121,1555,42843,"2015"
3718,1809712,58,31202,"2015"
3719,9403558,258,36448,"2015"
3720,11585418,305,37985,"2015"
3722,124624832,2939,42404,"2015"
3723,57409092,1451,39566,"2015"
3725,15863839,386,41099,"2015"
3726,7694489,221,34817,"2015"
3727,6741911,202,33376,"2015"
3728,11872745,293,40522,"2015"
3730,194506331,4531,42928,"2015"
3732,13835433,357,38755,"2015"
3733,5129313,131,39156,"2015"
3735,16667127,417,39970,"2015"
3737,103841418,2488,41737,"2015"
3738,4080112,98,41634,"2015"
3739,4510914,116,38888,"2015"
3740,23783187,591,40243,"2015"
3741,75731898,1859,40738,"2015"
3744,10764146,247,43580,"2015"
3746,9225128,200,46126,"2015"
3747,117495994,2601,45174,"2015"
3749,58333837,1164,50115,"2015"
3750,179517595,3685,48716,"2015"
3751,6560069,139,47195,"2015"
3752,653396404,12940,50495,"2015"
3753,57621400,1078,53453,"2015"
3754,950488340,18002,52800,"2015"
3755,6666233,167,39918,"2015"
3756,314749817,6195,50808,"2015"
3757,243485097,4806,50663,"2015"
3758,65074035,1281,50800,"2015"
3759,38314675,656,58407,"2015"
3760,14740932,274,53800,"2015"
3761,35329245,698,50615,"2015"
3762,4622575,97,47656,"2015"
3763,40411403,902,44802,"2015"
3764,227949952,4480,50882,"2015"
3765,222285426,4059,54764,"2015"
3766,38243691,764,50058,"2015"
3767,34175821,674,50706,"2015"
3770,122829805,1891,64955,"2015"
3775,123238288,2335,52779,"2015"
3777,270411038,5810,46543,"2015"
3778,4237005,125,33897,"2015"
3779,7103584,233,30488,"2015"
3781,124624066,2429,51307,"2015"
3782,253643520,4818,52645,"2015"
3783,65792590,1297,50727,"2015"
3786,58309564,949,61444,"2015"
3787,36557194,661,55306,"2015"
3788,69075934,1082,63841,"2015"
3789,10332022,159,64982,"2015"
3791,49559369,918,53987,"2015"
3792,41573277,688,60427,"2015"
3793,94816056,2051,46230,"2015"
3795,43666444,883,49453,"2015"
3796,272335181,5602,48614,"2015"
3797,79826868,1832,43574,"2015"
3799,117789444,2868,41071,"2015"
3800,3288402,82,40103,"2015"
3802,613924001,13337,46032,"2015"
3803,237511011,5416,43854,"2015"
3804,305052291,5110,59698,"2015"
3805,1433067968,29996,47776,"2015"
3806,1528447707,27244,56103,"2015"
3807,249547217,4268,58470,"2015"
3808,121784837,1896,64233,"2015"
3809,176062717,3395,51860,"2015"
3810,1132846013,23803,47593,"2015"
3812,72754367,1495,48666,"2015"
3813,24544027,510,48126,"2015"
3814,59052606,1249,47280,"2015"
3815,78460693,1605,48886,"2015"
3816,63212898,1439,43929,"2015"
3818,315323878,7135,44194,"2015"
3820,440639327,9001,48955,"2015"
3821,75661849,1570,48193,"2015"
3822,27009487,548,49288,"2015"
3823,50009933,1035,48319,"2015"
3824,137454022,2682,51251,"2015"
3825,485740632,9791,49611,"2015"
3831,43109007,940,45861,"2015"
3832,5160449,125,41284,"2015"
3833,5699180,152,37495,"2015"
3835,16199984,357,45379,"2015"
3840,384983666,7650,50325,"2015"
3842,109251828,2153,50744,"2015"
3844,921106727,15942,57779,"2015"
3847,53344115,1107,48188,"2015"
3850,446797921,8136,54917,"2015"
3851,119049966,2339,50898,"2015"
3854,52498637,879,59726,"2015"
3856,33467044,569,58818,"2015"
3857,9861756,224,44026,"2015"
3858,75043501,1611,46582,"2015"
3859,20311010,450,45136,"2015"
3860,194400631,3993,48686,"2015"
3862,86077993,1739,49499,"2015"
3864,4015026,105,38239,"2015"
3865,12816402,287,44657,"2015"
3869,58201205,1038,56071,"2015"
3870,30541997,672,45450,"2015"
3871,70030621,1538,45534,"2015"
3873,9559058,203,47089,"2015"
3874,32714534,344,95101,"2015"
3875,432237056,9826,43990,"2015"
3878,26700256,586,45564,"2015"
3880,79761264,1932,41285,"2015"
3882,24813363,584,42489,"2015"
3885,41103549,1018,40377,"2015"
3886,8277109,189,43795,"2015"
3887,5209737,160,32561,"2015"
3888,71550516,1679,42615,"2015"
3889,2078123,84,24740,"2015"
3890,7952683,176,45186,"2015"
3891,3498682,73,47928,"2015"
3892,22419837,571,39265,"2015"
3895,4191724,121,34643,"2015"
3896,9656606,222,43499,"2015"
3898,14749323,399,36966,"2015"
3900,3543911,100,35440,"2015"
3902,9599381,228,42103,"2015"
3903,17809927,402,44304,"2015"
3904,33009687,784,42105,"2015"
3909,159728076,3886,41104,"2015"
3910,684400776,13507,50671,"2015"
3911,100745507,2019,49899,"2015"
3912,442590602,8985,49259,"2015"
3913,110533395,2103,52560,"2015"
3915,207718214,4522,45936,"2015"
3916,41557632,634,65549,"2015"
3918,111087364,2243,49527,"2015"
3919,70944526,1621,43766,"2015"
3920,19759508,433,45634,"2015"
3921,1725505,62,27831,"2015"
3922,165109144,4006,41216,"2015"
3923,13877339,327,42439,"2015"
3925,83652880,1879,44520,"2015"
3926,117640600,2071,56804,"2015"
3927,54886593,993,55274,"2015"
3928,29550261,339,87169,"2015"
3929,46957286,616,76230,"2015"
3930,818409163,11152,73387,"2015"
3931,719580509,13520,53224,"2015"
3933,41422021,708,58506,"2015"
3934,660029426,10851,60827,"2015"
3936,300182903,6011,49939,"2015"
3937,72030551,1124,64085,"2015"
3938,87001637,1794,48496,"2015"
3939,322309078,7386,43638,"2015"
3940,82040622,2010,40817,"2015"
3941,284611223,6554,43426,"2015"
3942,66653701,1358,49083,"2015"
3943,82466194,1060,77799,"2015"
3944,68464506,437,156670,"2015"
3945,25683750,582,44131,"2015"
3946,6668127,166,40170,"2015"
3950,107405380,2456,43732,"2015"
3951,24284702,581,41799,"2015"
3953,202814497,4447,45608,"2015"
3954,11788402,225,52393,"2015"
3956,56096467,1341,41832,"2015"
3957,7398073,181,40874,"2015"
3958,6721442,164,40985,"2015"
3959,28466359,692,41137,"2015"
3960,62119520,1467,42345,"2015"
3962,18493344,499,37061,"2015"
3964,4064814,93,43708,"2015"
3965,2788732,82,34009,"2015"
3966,13301302,304,43755,"2015"
3967,3247044,73,44481,"2015"
3971,90900887,2097,43349,"2015"
3975,392632965,7916,49600,"2015"
3976,524175279,12349,42447,"2015"
3977,2228193590,46397,48025,"2015"
3978,228030166,4449,51255,"2015"
3979,7848814,202,38856,"2015"
3980,89858651,1848,48625,"2015"
3981,117425105,2501,46952,"2015"
3984,102967215,2400,42904,"2015"
3987,36357486,819,44393,"2015"
3988,30819055,672,45862,"2015"
3990,3476650,91,38205,"2015"
3991,6906402,204,33855,"2015"
3992,15523991,401,38714,"2015"
3995,200948604,4977,40376,"2015"
3996,132753812,2900,45778,"2015"
4000,754404853,11990,62920,"2015"
4005,1103877904,12006,91944,"2015"
4006,738996656,9711,76099,"2015"
4007,869436454,8415,103320,"2015"
4008,16027021,251,63853,"2015"
4009,11269128,107,105319,"2015"
4010,116600050,1822,63996,"2015"
4011,872454113,10147,85982,"2015"
4012,890055776,13664,65139,"2015"
4013,184488203,3014,61211,"2015"
4014,409413081,7240,56549,"2015"
4017,1166519617,21132,55202,"2015"
4018,333809128,6539,51049,"2015"
4019,544728223,10615,51317,"2015"
4020,674903519,12296,54889,"2015"
4021,221051851,4842,45654,"2015"
4022,151663582,3295,46029,"2015"
4025,4592309,108,42522,"2015"
4029,8286278,94,88152,"2015"
4030,678436366,9865,68773,"2015"
4031,528612216,8043,65724,"2015"
4032,482819836,9156,52733,"2015"
4034,1442799393,26573,54296,"2015"
4035,994486709,15385,64641,"2015"
4036,194668123,3855,50498,"2015"
4037,308533108,4920,62710,"2015"
4051,1279784663,17432,73416,"2015"
4053,1569762291,26561,59101,"2015"
4054,447103477,8409,53170,"2015"
4055,761307751,12496,60925,"2015"
4059,493198297,7377,66857,"2015"
4060,673970979,8241,81783,"2015"
4061,706498311,10308,68539,"2015"
4064,693572172,7562,91719,"2015"
4065,527908391,5903,89431,"2015"
4066,772145904,11053,69859,"2015"
4067,390029573,5001,77991,"2015"
4068,1148192198,14713,78040,"2015"
4069,1840922354,21659,84996,"2015"
4070,442643131,6931,63865,"2015"
4073,384064987,5516,69628,"2015"
4074,910270236,15409,59074,"2015"
4075,1066202133,13882,76805,"2015"
4076,118538565,2635,44987,"2015"
4077,546748041,12869,42486,"2015"
4078,734406411,13966,52586,"2015"
4101,943272705,14078,67004,"2015"
4102,225733207,4246,53164,"2015"
4103,498641979,8723,57165,"2015"
4104,298817430,4012,74481,"2015"
4105,498940592,8166,61100,"2015"
4106,45713780,936,48840,"2015"
4107,192466113,3822,50358,"2015"
4108,148562305,3215,46210,"2015"
4109,1021601299,22735,44936,"2015"
4110,253942120,5367,47316,"2015"
4111,29274272,644,45457,"2015"
4112,225511677,4336,52010,"2015"
4113,846118318,18247,46371,"2015"
4114,459058213,11603,39564,"2015"
4115,590822337,11340,52101,"2015"
4116,723652411,14814,48850,"2015"
4117,37284921,769,48485,"2015"
4118,827239165,17128,48298,"2015"
4119,195510986,3780,51723,"2015"
4120,352985854,6006,58773,"2015"
4121,1017895632,15072,67536,"2015"
4122,1418252379,26855,52812,"2015"
4123,574530618,10616,54120,"2015"
4124,531618717,10274,51745,"2015"
4125,192048224,3898,49269,"2015"
4127,741876045,14741,50328,"2015"
4128,537445042,9927,54140,"2015"
4129,194952135,3930,49607,"2015"
4130,293261956,5265,55701,"2015"
4131,217374535,4913,44245,"2015"
4132,518477422,11824,43850,"2015"
4133,401474872,8564,46880,"2015"
4151,757828940,11079,68403,"2015"
4152,1889567296,28124,67188,"2015"
4153,183411116,2750,66695,"2015"
4154,467722444,6338,73797,"2015"
4155,93603243,980,95514,"2015"
4156,146878987,2019,72749,"2015"
4157,610062968,11515,52980,"2015"
4158,114925024,2133,53880,"2015"
4159,479539081,8517,56304,"2015"
4160,689092667,11148,61814,"2015"
4161,484866040,9539,50830,"2015"
4163,579852252,9219,62898,"2015"
4164,496383119,8289,59885,"2015"
4165,1161455685,20854,55695,"2015"
4169,673665838,9318,72298,"2015"
4170,1088362926,15565,69924,"2015"
4171,1007984034,10335,97532,"2015"
4172,168022946,2711,61979,"2015"
4173,274177774,5028,54531,"2015"
4174,86033004,1590,54109,"2015"
4178,817518565,14320,57090,"2015"
4179,714484949,11235,63595,"2015"
4183,57452710,1213,47365,"2015"
4184,96702870,2470,39151,"2015"
4205,100385480,2251,44596,"2015"
4207,1310265987,27352,47904,"2015"
4208,569749017,10670,53398,"2015"
4209,1221119537,23672,51585,"2015"
4210,580124874,11104,52245,"2015"
4211,1690955184,34522,48982,"2015"
4212,1051038810,16435,63952,"2015"
4213,914067998,16953,53918,"2015"
4214,1058879814,21632,48950,"2015"
4215,1173539658,26344,44547,"2015"
4216,1191483346,21184,56245,"2015"
4217,1460625925,26040,56092,"2015"
4218,1185740198,20853,56862,"2015"
4219,12482129,243,51367,"2015"
4220,1022877445,19396,52737,"2015"
4221,790892772,15556,50842,"2015"
4223,445232716,8449,52697,"2015"
4224,203484273,3885,52377,"2015"
4225,231572391,4641,49898,"2015"
4226,982731791,19859,49486,"2015"
4227,579804881,11505,50396,"2015"
4228,179051256,3287,54473,"2015"
4230,13768493,341,40377,"2015"
4270,115544056,2223,51977,"2015"
4271,51347713,1090,47108,"2015"
4272,151739291,3093,49059,"2015"
4275,91942555,1968,46719,"2015"
4280,456349775,8854,51542,"2015"
4285,475142776,9770,48633,"2015"
4287,14235036,358,39763,"2015"
4300,1511681921,28639,52785,"2015"
4301,605763324,13127,46147,"2015"
4303,61369220,1439,42648,"2015"
4304,357418731,7820,45706,"2015"
4305,1511725844,30882,48952,"2015"
4306,1032435562,18918,54575,"2015"
4307,39277557,886,44332,"2015"
4309,68940330,1585,43496,"2015"
4310,128212424,3114,41173,"2015"
4311,202361549,4603,43963,"2015"
4312,50922304,1202,42365,"2015"
4313,36446334,984,37039,"2015"
4340,117601334,2662,44178,"2015"
4341,308629119,6736,45818,"2015"
4342,55216190,1275,43307,"2015"
4343,252473753,6471,39017,"2015"
4344,57603615,1311,43939,"2015"
4346,23390880,477,49038,"2015"
4347,28402455,657,43231,"2015"
4350,3028745610,58271,51977,"2015"
4352,838723512,16165,51886,"2015"
4353,9514251,262,36314,"2015"
4354,25921229,586,44235,"2015"
4355,46200143,1256,36784,"2015"
4356,124971246,2850,43850,"2015"
4357,62187712,1491,41709,"2015"
4358,55431523,1193,46464,"2015"
4359,28846891,689,41868,"2015"
4360,15966851,422,37837,"2015"
4361,49695777,1348,36867,"2015"
4362,50124898,1305,38410,"2015"
4363,19839790,426,46573,"2015"
4364,11384884,204,55809,"2015"
4365,6872350,200,34362,"2015"
4370,387747730,9562,40551,"2015"
4371,15484645,442,35034,"2015"
4372,2816348,81,34770,"2015"
4373,20591741,567,36318,"2015"
4374,7941443,214,37110,"2015"
4375,4461845,129,34588,"2015"
4376,5510279,178,30957,"2015"
4377,11240065,351,32023,"2015"
4378,4969747,171,29063,"2015"
4380,163380535,4561,35822,"2015"
4381,9976432,283,35253,"2015"
4382,11598017,334,34725,"2015"
4383,13089873,411,31849,"2015"
4385,22605204,617,36638,"2015"
4387,25435283,691,36810,"2015"
4388,6609882,213,31033,"2015"
4390,197900878,4286,46174,"2015"
4400,53211660,1025,51914,"2015"
4401,134342187,3012,44603,"2015"
4402,4620619,122,37874,"2015"
4403,18832177,442,42607,"2015"
4404,13931228,320,43536,"2015"
4405,407640384,8004,50930,"2015"
4406,23875902,609,39206,"2015"
4407,13870778,334,41530,"2015"
4408,13039015,405,32196,"2015"
4410,26315718,718,36652,"2015"
4411,9064629,187,48474,"2015"
4412,5317941,148,35933,"2015"
4413,232212820,4217,55066,"2015"
4415,47950346,1039,46151,"2015"
4416,12654223,317,39919,"2015"
4417,15207301,363,41894,"2015"
4418,1820505,64,28446,"2015"
4419,18651923,540,34541,"2015"
4420,30854766,783,39406,"2015"
4421,41790713,996,41959,"2015"
4422,10523121,289,36413,"2015"
4423,2158307,128,16862,"2015"
4424,2450083,114,21492,"2015"
4425,4205508,156,26959,"2015"
4426,1403309,60,23389,"2015"
4427,5418961,179,30274,"2015"
4428,16355471,440,37172,"2015"
4454,18661849,497,37549,"2015"
4455,281380906,5312,52971,"2015"
4462,1192278,51,23378,"2015"
4465,27453857,775,35425,"2015"
4467,2055302,103,19955,"2015"
4468,6119069,208,29419,"2015"
4470,89930491,2053,43805,"2015"
4472,32880267,793,41464,"2015"
4477,9674492,298,32465,"2015"
4478,10916354,294,37131,"2015"
4480,23057319,510,45211,"2015"
4481,3992689,69,57866,"2015"
4482,4065729,73,55695,"2015"
4486,14362134,412,34860,"2015"
4487,84490440,1885,44823,"2015"
4488,5206931,150,34713,"2015"
4489,1001074,54,18539,"2015"
4490,26424482,711,37166,"2015"
4491,1906639,52,36667,"2015"
4492,8577629,157,54635,"2015"
4494,2648025,81,32692,"2015"
4496,7750796,187,41449,"2015"
4497,6370694,201,31695,"2015"
4498,4278710,122,35072,"2015"
4500,1293608876,24096,53686,"2015"
4501,143299141,3023,47403,"2015"
4502,264174640,5115,51648,"2015"
4503,1175587988,22747,51682,"2015"
4504,539576095,10010,53904,"2015"
4505,539918214,10776,50104,"2015"
4506,528359711,11570,45667,"2015"
4507,382074591,8361,45698,"2015"
4508,398179289,8900,44740,"2015"
4509,878974736,15293,57476,"2015"
4510,1009395279,22458,44946,"2015"
4511,192468333,4206,45761,"2015"
4512,103070462,2108,48895,"2015"
