"postcode","total_tax","num_individuals","mean_tax","year"
4514,159958328,3371,47452,"2015"
4515,94194112,2116,44516,"2015"
4516,115309251,2372,48613,"2015"
4517,21225207,411,51643,"2015"
4518,129478006,2764,46845,"2015"
4519,257684166,4322,59622,"2015"
4520,586596701,8021,73133,"2015"
4521,158301453,2718,58242,"2015"
4550,106245237,2339,45424,"2015"
4551,1486880275,29837,49834,"2015"
4552,215036483,4938,43548,"2015"
4553,170763733,3374,50612,"2015"
4554,60805085,1157,52555,"2015"
4555,196042134,3997,49048,"2015"
4556,1332407186,24777,53776,"2015"
4557,580707420,11370,51074,"2015"
4558,557827615,11775,47374,"2015"
4559,176028715,3570,49308,"2015"
4560,769918866,16680,46159,"2015"
4561,204617535,4267,47954,"2015"
4562,227471995,4765,47739,"2015"
4563,233340801,4835,48261,"2015"
4564,310329318,6435,48226,"2015"
4565,346671776,7847,44179,"2015"
4566,273105813,5290,51627,"2015"
4567,415703944,7735,53744,"2015"
4568,94390779,2059,45844,"2015"
4569,36541995,856,42690,"2015"
4570,846774621,19953,42439,"2015"
4571,15864106,404,39268,"2015"
4572,146655172,2504,58569,"2015"
4573,769343212,14694,52358,"2015"
4574,27994337,668,41908,"2015"
4575,805386435,14350,56125,"2015"
4580,66735424,1760,37918,"2015"
4581,26529286,702,37792,"2015"
4600,15214328,379,40144,"2015"
4601,16236186,574,28287,"2015"
4605,66973678,1833,36538,"2015"
4606,44676025,1149,38883,"2015"
4608,16826295,426,39499,"2015"
4610,330065827,7288,45289,"2015"
4611,1843199,68,27106,"2015"
4612,4636768,160,28980,"2015"
4613,9983586,322,31005,"2015"
4614,18240541,461,39568,"2015"
4615,116722053,2899,40263,"2015"
4620,7274589,210,34641,"2015"
4621,27009696,779,34673,"2015"
4625,59730412,1707,34992,"2015"
4626,39834445,1285,31000,"2015"
4627,14132046,372,37990,"2015"
4630,48677577,1329,36628,"2015"
4650,656372585,14852,44195,"2015"
4655,1198316443,26770,44764,"2015"
4659,74700158,1831,40798,"2015"
4660,139532976,3527,39562,"2015"
4662,11439751,293,39044,"2015"
4670,1808306920,39372,45929,"2015"
4671,102610268,2660,38576,"2015"
4673,12977904,361,35950,"2015"
4674,27804002,621,44773,"2015"
4676,3678376,101,36420,"2015"
4677,99487570,1887,52723,"2015"
4678,28881416,492,58703,"2015"
4680,2667078205,32535,81976,"2015"
4694,10719970,167,64192,"2015"
4695,38077414,582,65426,"2015"
4697,4293733,92,46672,"2015"
4699,10839656,225,48177,"2015"
4700,543766591,9026,60245,"2015"
4701,1283446434,23180,55369,"2015"
4702,815029017,14974,54430,"2015"
4703,731198167,12253,59676,"2015"
4704,4268700,91,46909,"2015"
4705,10696000,249,42956,"2015"
4707,6212371,135,46018,"2015"
4709,54851503,538,101955,"2015"
4710,126998216,2301,55193,"2015"
4711,64448348,1007,64001,"2015"
4712,13387298,235,56968,"2015"
4713,8157320,200,40787,"2015"
4714,52542015,1063,49429,"2015"
4715,264093307,4264,61936,"2015"
4716,26172297,502,52137,"2015"
4717,215749430,2544,84808,"2015"
4718,79920474,1319,60592,"2015"
4719,26724868,624,42829,"2015"
4720,593015496,8746,67805,"2015"
4721,125603263,2050,61270,"2015"
4722,59049988,1109,53247,"2015"
4723,51605155,870,59317,"2015"
4724,16793901,417,40274,"2015"
4725,42483611,880,48277,"2015"
4726,6470931,226,28633,"2015"
4727,5740239,176,32615,"2015"
4728,5950534,115,51744,"2015"
4730,97352586,2086,46670,"2015"
4731,3819237,104,36724,"2015"
4732,1948788,91,21416,"2015"
4735,28081312,719,39057,"2015"
4736,2888672,67,43115,"2015"
4737,281331070,4682,60088,"2015"
4738,33391738,629,53088,"2015"
4739,9784197,185,52888,"2015"
4740,3084678276,48330,63826,"2015"
4741,236954892,3931,60279,"2015"
4742,32674471,578,56531,"2015"
4743,30573237,363,84224,"2015"
4744,435244099,4731,91999,"2015"
4745,111388743,1313,84836,"2015"
4746,93162418,1013,91967,"2015"
4750,192571814,2941,65479,"2015"
4751,176890148,2781,63607,"2015"
4753,159623209,2355,67781,"2015"
4754,77820226,1276,60988,"2015"
4756,17279217,372,46450,"2015"
4757,8314004,164,50696,"2015"
4798,26514346,497,53349,"2015"
4799,27531937,559,49253,"2015"
4800,257363192,5005,51422,"2015"
4801,7771538,232,33499,"2015"
4802,348038995,6762,51470,"2015"
4803,39706629,930,42696,"2015"
4804,53463686,939,56937,"2015"
4805,314087593,6459,48628,"2015"
4806,107226963,2217,48366,"2015"
4807,334181829,6763,49414,"2015"
4808,30533077,636,48008,"2015"
4809,24097132,528,45639,"2015"
4810,887883940,13789,64391,"2015"
4811,406326763,7040,57717,"2015"
4812,584308523,10602,55114,"2015"
4813,39665428,750,52888,"2015"
4814,1408417621,25065,56191,"2015"
4815,527800873,10454,50488,"2015"
4816,217566407,4420,49224,"2015"
4817,966801534,17526,55164,"2015"
4818,898584230,15622,57521,"2015"
4819,55926512,1283,43591,"2015"
4820,257904778,5239,49228,"2015"
4821,35746556,816,43808,"2015"
4822,18357170,506,36279,"2015"
4823,19517186,527,37035,"2015"
4824,101113158,1571,64363,"2015"
4825,857903882,11687,73407,"2015"
4828,4376237,92,47568,"2015"
4829,13705298,269,50950,"2015"
4830,21973523,520,42257,"2015"
4849,30925992,776,39854,"2015"
4850,278532623,6027,46215,"2015"
4852,89518560,2057,43519,"2015"
4854,146229930,3754,38954,"2015"
4855,15568457,408,38158,"2015"
4856,15232190,397,38369,"2015"
4858,39991090,821,48711,"2015"
4859,13514131,319,42365,"2015"
4860,259091073,6126,42294,"2015"
4861,33126018,755,43876,"2015"
4865,215392518,4280,50326,"2015"
4868,570150153,11270,50591,"2015"
4869,472840138,9491,49820,"2015"
4870,2269247050,45037,50387,"2015"
4871,243146425,5850,41564,"2015"
4872,94958280,2368,40101,"2015"
4873,160075218,3582,44689,"2015"
4874,196840882,2645,74420,"2015"
4875,133647294,2691,49665,"2015"
4876,36502754,827,44139,"2015"
4877,145099197,3573,40610,"2015"
4878,389187034,7576,51372,"2015"
4879,640661577,11622,55125,"2015"
4880,303637327,6975,43533,"2015"
4881,112011175,2479,45185,"2015"
4882,77587647,1784,43491,"2015"
4883,191409183,4512,42423,"2015"
4884,52498283,1105,47510,"2015"
4885,99080281,2284,43381,"2015"
4886,16336905,441,37046,"2015"
4887,35820569,889,40294,"2015"
4888,45876639,1183,38780,"2015"
4890,33240084,648,51297,"2015"
4891,14749111,318,46381,"2015"
4895,85773493,1918,44721,"2015"
5000,476457387,7896,60342,"2015"
5006,387101961,4272,90614,"2015"
5007,203056824,3888,52227,"2015"
5008,320411917,6826,46940,"2015"
5009,136160669,2823,48233,"2015"
5010,107359865,2505,42859,"2015"
5011,317748540,6353,50016,"2015"
5012,202585720,4903,41319,"2015"
5013,217434896,4768,45603,"2015"
5014,297936589,6269,47526,"2015"
5015,174710942,3432,50907,"2015"
5016,275479509,5029,54779,"2015"
5017,107450662,2292,46881,"2015"
5018,197941535,3578,55322,"2015"
5019,278701462,5048,55211,"2015"
5020,113168830,1949,58066,"2015"
5021,231645107,3896,59458,"2015"
5022,630732865,9596,65729,"2015"
5023,384995703,8469,45460,"2015"
5024,468589003,8501,55122,"2015"
5025,238603645,4751,50222,"2015"
5031,288086877,5547,51936,"2015"
5032,391239164,7421,52721,"2015"
5033,215455683,4507,47805,"2015"
5034,440983291,6440,68476,"2015"
5035,192820276,3605,53487,"2015"
5037,284585184,5784,49203,"2015"
5038,430470999,8991,47878,"2015"
5039,246898971,4940,49980,"2015"
5040,79038576,1373,57567,"2015"
5041,474010667,8042,58942,"2015"
5042,257353013,5645,45590,"2015"
5043,426670344,9264,46057,"2015"
5044,409902454,6633,61798,"2015"
5045,656631475,10460,62776,"2015"
5046,242779150,5023,48334,"2015"
5047,202504511,4274,47381,"2015"
5048,525299133,8529,61590,"2015"
5049,358268539,6269,57150,"2015"
5050,184016927,3408,53996,"2015"
5051,512565020,9050,56638,"2015"
5052,243231759,4032,60326,"2015"
5061,593944882,6610,89856,"2015"
5062,730502419,9754,74893,"2015"
5063,498895550,7604,65610,"2015"
5064,511008057,6397,79883,"2015"
5065,510108901,6613,77138,"2015"
5066,651158959,7995,81446,"2015"
5067,464681674,6626,70131,"2015"
5068,540673120,7544,71670,"2015"
5069,399637397,5367,74462,"2015"
5070,441219743,8016,55043,"2015"
5072,450497937,7455,60429,"2015"
5073,447493910,8623,51896,"2015"
5074,321741846,6872,46820,"2015"
5075,292816785,6057,48344,"2015"
5076,303435186,5852,51852,"2015"
5081,522512372,5894,88652,"2015"
5082,526230827,8881,59254,"2015"
5083,232798399,4308,54039,"2015"
5084,172701475,4303,40136,"2015"
5085,473667628,9572,49485,"2015"
5086,398158072,8406,47366,"2015"
5087,289066438,6075,47583,"2015"
5088,78178204,1788,43724,"2015"
5089,222023293,4128,53785,"2015"
5090,184914868,4108,45014,"2015"
5091,223125331,4412,50573,"2015"
5092,451283467,9686,46592,"2015"
5093,207021974,4712,43936,"2015"
5094,19987859,466,42893,"2015"
5095,566727601,11110,51011,"2015"
5096,339586841,7418,45779,"2015"
5097,387460573,7922,48910,"2015"
5098,280060022,6103,45889,"2015"
5106,4814977,99,48637,"2015"
5107,343362286,8076,42517,"2015"
5108,782210219,18383,42551,"2015"
5109,485350687,10571,45914,"2015"
5110,183226808,4007,45727,"2015"
5111,16836484,288,58461,"2015"
5112,312263735,7351,42480,"2015"
5113,230633030,6055,38090,"2015"
5114,785977043,16807,46765,"2015"
5115,200526770,4603,43565,"2015"
5116,204702670,4341,47156,"2015"
5117,85310252,1658,51454,"2015"
5118,531163111,10350,51321,"2015"
5120,56822306,1299,43744,"2015"
5121,28063889,679,41332,"2015"
5125,627177304,11374,55142,"2015"
5126,218012110,4332,50326,"2015"
5127,254174805,4859,52311,"2015"
5131,35653556,650,54852,"2015"
5132,16725268,267,62642,"2015"
5133,16497863,309,53392,"2015"
5134,13317238,239,55721,"2015"
5136,16781272,289,58067,"2015"
5137,21661102,366,59184,"2015"
5138,9485628,174,54516,"2015"
5139,9008723,147,61284,"2015"
5140,17956318,267,67253,"2015"
5141,24588775,441,55757,"2015"
5142,31714876,470,67479,"2015"
5144,15500848,232,66814,"2015"
5151,19593886,262,74786,"2015"
5152,318992769,4263,74829,"2015"
5153,237397607,3925,60484,"2015"
5154,166834886,2303,72443,"2015"
5155,135153076,2425,55734,"2015"
5156,36469514,633,57614,"2015"
5157,104399865,1914,54546,"2015"
5158,758003141,15205,49853,"2015"
5159,1045121329,20491,51004,"2015"
5160,8606877,154,55889,"2015"
5161,248646171,5563,44697,"2015"
5162,808697383,18255,44301,"2015"
5163,290130832,6783,42774,"2015"
5164,74278981,1898,39136,"2015"
5165,109069636,2512,43420,"2015"
5166,35588716,871,40860,"2015"
5167,149609214,3187,46944,"2015"
5168,122695225,2733,44894,"2015"
5169,400723585,8692,46103,"2015"
5170,29271556,656,44622,"2015"
5171,183448312,3703,49541,"2015"
5172,120924583,2505,48274,"2015"
5173,282322335,6320,44672,"2015"
5174,65219580,1458,44733,"2015"
5201,52546571,1173,44797,"2015"
5202,21632958,466,46423,"2015"
5203,27200737,689,39479,"2015"
5204,54784017,1345,40732,"2015"
5210,51860294,1099,47189,"2015"
5211,312740686,7614,41075,"2015"
5212,42606494,1098,38804,"2015"
5213,32462875,707,45917,"2015"
5214,155329729,3921,39615,"2015"
5220,7917181,242,32716,"2015"
5221,5804320,168,34550,"2015"
5222,15412634,384,40138,"2015"
5223,78282872,2014,38870,"2015"
5231,43723316,703,62196,"2015"
5232,14687554,268,54805,"2015"
5233,43007534,872,49321,"2015"
5234,42823471,860,49795,"2015"
5235,57574706,1310,43951,"2015"
5236,6367311,134,47518,"2015"
5237,7745656,193,40133,"2015"
5238,77784608,1954,39808,"2015"
5240,15170564,309,49096,"2015"
5241,70364658,1454,48394,"2015"
5242,60569450,986,61430,"2015"
5243,35343144,590,59904,"2015"
5244,125083679,2467,50703,"2015"
5245,113901229,1954,58292,"2015"
5250,115476364,2105,54859,"2015"
5251,407018471,8020,50751,"2015"
5252,173834176,3547,49009,"2015"
5253,376021318,9378,40097,"2015"
5254,48614802,1154,42128,"2015"
5255,227557619,5045,45106,"2015"
5256,23623493,610,38728,"2015"
5259,16074790,431,37297,"2015"
5260,34736224,888,39118,"2015"
5261,9410387,240,39210,"2015"
5262,15230244,320,47595,"2015"
5263,8228423,158,52079,"2015"
5264,31282687,745,41991,"2015"
5265,7463645,206,36232,"2015"
5266,17423686,431,40427,"2015"
5267,50136054,1255,39950,"2015"
5268,105121865,2440,43083,"2015"
5269,3268115,119,27464,"2015"
5270,14649759,392,37372,"2015"
5271,225109878,4895,45988,"2015"
5272,26352010,553,47653,"2015"
5273,4590628,88,52167,"2015"
5275,61754704,1357,45509,"2015"
5276,37137433,836,44423,"2015"
5277,72410536,1636,44261,"2015"
5278,16024301,323,49611,"2015"
5279,8146568,199,40938,"2015"
5280,189274179,3965,47737,"2015"
5290,704799253,15081,46735,"2015"
5291,202406047,3771,53675,"2015"
5301,10854665,310,35016,"2015"
5302,21613557,519,41645,"2015"
5303,4448007,132,33698,"2015"
5304,20565812,556,36989,"2015"
5306,1357480,54,25139,"2015"
5307,13453068,355,37896,"2015"
5311,4411271,112,39387,"2015"
5320,12166982,278,43767,"2015"
5321,5421151,159,34096,"2015"
5322,13626920,337,40436,"2015"
5330,84397622,2041,41352,"2015"
5331,6626021,166,39916,"2015"
5332,9761639,215,45403,"2015"
5333,148890252,3431,43396,"2015"
5340,38303157,800,47879,"2015"
5341,177085195,4376,40468,"2015"
5342,21068190,511,41230,"2015"
5343,123766894,2858,43306,"2015"
5344,15943748,383,41629,"2015"
5345,79137306,1897,41718,"2015"
5346,6986158,170,41096,"2015"
5350,12223296,236,51794,"2015"
5351,169181851,3344,50593,"2015"
5352,175613085,3238,54236,"2015"
5353,106945152,2212,48348,"2015"
5354,7084542,190,37288,"2015"
5355,199058427,4256,46772,"2015"
5356,19539727,441,44308,"2015"
5357,6591287,191,34510,"2015"
5360,36536447,745,49043,"2015"
5371,44173457,851,51908,"2015"
5372,56306212,1152,48877,"2015"
5373,81322998,1782,45636,"2015"
5374,30796350,736,41843,"2015"
5381,7128898,183,38956,"2015"
5400,22281067,441,50524,"2015"
5401,20189524,440,45886,"2015"
5410,6585734,147,44801,"2015"
5411,7580615,176,43072,"2015"
5412,28070662,610,46018,"2015"
5413,20813832,464,44858,"2015"
5414,3085056,97,31805,"2015"
5415,5674377,133,42665,"2015"
5416,4580577,125,36645,"2015"
5417,32039773,760,42158,"2015"
5418,2528205,61,41446,"2015"
5419,6194384,138,44887,"2015"
5422,25954147,649,39991,"2015"
5431,22541754,525,42937,"2015"
5432,4507515,101,44629,"2015"
5433,35579726,681,52247,"2015"
5434,10827462,234,46272,"2015"
5440,8305783,149,55744,"2015"
5451,16608595,419,39639,"2015"
5452,12500441,274,45623,"2015"
5453,152086692,3013,50477,"2015"
5454,8227453,212,38809,"2015"
5460,18194297,381,47755,"2015"
5461,63280075,1337,47330,"2015"
5462,15330387,304,50429,"2015"
5464,13878850,276,50286,"2015"
5470,3850905,77,50012,"2015"
5471,2847437,70,40678,"2015"
5472,2560030,79,32406,"2015"
5473,17452144,357,48886,"2015"
5480,22828736,484,47167,"2015"
5481,11466282,320,35833,"2015"
5482,13894255,321,43285,"2015"
5483,8494028,193,44011,"2015"
5485,16743199,327,51203,"2015"
5490,3412169,76,44897,"2015"
5491,55137824,1070,51531,"2015"
5495,10691994,221,48381,"2015"
5501,200162181,3860,51856,"2015"
5502,45204106,838,53943,"2015"
5510,3499286,72,48602,"2015"
5520,14124560,281,50266,"2015"
5521,5666560,86,65891,"2015"
5522,30978107,667,46444,"2015"
5523,52929662,954,55482,"2015"
5540,337745144,6953,48576,"2015"
5550,20931736,508,41205,"2015"
5552,8165579,140,58326,"2015"
5554,145298094,2796,51967,"2015"
5555,19514966,341,57229,"2015"
5556,74590137,1721,43342,"2015"
5558,96153255,2177,44168,"2015"
5560,16667330,248,67207,"2015"
5570,8435024,198,42602,"2015"
5571,41824764,887,47154,"2015"
5572,5569310,90,61882,"2015"
5573,59760443,1079,55386,"2015"
5575,49603680,1204,41200,"2015"
5576,25716755,611,42090,"2015"
5577,12574590,327,38455,"2015"
5580,9034171,209,43226,"2015"
5581,13105142,285,45983,"2015"
5582,15968788,323,49439,"2015"
5583,15586503,356,43783,"2015"
5600,235480229,3664,64269,"2015"
5602,36223814,732,49487,"2015"
5603,11452750,245,46746,"2015"
5604,5069592,118,42963,"2015"
5605,45644694,1020,44750,"2015"
5606,436071092,8525,51153,"2015"
5607,82470012,1838,44870,"2015"
5608,327481153,5869,55799,"2015"
5609,54790157,790,69355,"2015"
5630,2704991,70,38643,"2015"
5631,38233632,798,47912,"2015"
5632,8785151,135,65076,"2015"
5633,8769069,211,41560,"2015"
5640,30895614,661,46741,"2015"
5641,31848408,642,49609,"2015"
5642,5525028,113,48895,"2015"
5650,3928430,74,53087,"2015"
5651,8096000,110,73600,"2015"
5652,22264238,476,46774,"2015"
5654,5224638,116,45040,"2015"
5655,2650785,64,41419,"2015"
5661,3977176,85,46791,"2015"
5670,12155841,273,44527,"2015"
5671,6591412,100,65915,"2015"
5680,61219985,1289,47495,"2015"
5690,110470318,2214,49897,"2015"
5700,292858024,5569,52588,"2015"
5701,2667994,55,48509,"2015"
5710,71864047,1265,56810,"2015"
5720,7101118,116,61217,"2015"
5722,10958050,193,56778,"2015"
5723,36303053,813,44654,"2015"
5724,3996557,92,43441,"2015"
5725,221420880,2422,91421,"2015"
5730,2159751,52,41534,"2015"
5731,21900317,312,70194,"2015"
5732,3386262,91,37212,"2015"
5733,2227091,58,38399,"2015"
5734,2957402,73,40513,"2015"
6000,804001805,9712,82785,"2015"
6003,209857092,3508,59823,"2015"
6004,571954449,7621,75050,"2015"
6005,334241437,4318,77407,"2015"
6006,450816108,5680,79370,"2015"
6007,437683369,5127,85369,"2015"
6008,998552307,9824,101645,"2015"
6009,1536963471,11651,131917,"2015"
6010,1206400222,10971,109963,"2015"
6011,935464668,6484,144273,"2015"
6012,659555502,5698,115753,"2015"
6014,1235758025,13543,91247,"2015"
6015,615977573,4730,130228,"2015"
6016,474570084,6378,74408,"2015"
6017,185320568,3176,58351,"2015"
6018,1879370289,24706,76070,"2015"
6019,1178613418,15507,76006,"2015"
6020,1151206788,14387,80018,"2015"
6021,842307051,12952,65033,"2015"
6022,193207904,3234,59743,"2015"
6023,719454827,10117,71114,"2015"
6024,503249724,8542,58915,"2015"
6025,1416455878,20227,70028,"2015"
6026,948058371,14634,64785,"2015"
6027,1740474691,27592,63079,"2015"
6028,1033363457,14694,70326,"2015"
6029,176224342,1957,90049,"2015"
6030,1392907679,22864,60922,"2015"
6031,562751922,9295,60544,"2015"
6032,11834715,187,63288,"2015"
6033,20042645,333,60189,"2015"
6034,36102508,568,63561,"2015"
6035,264095349,4307,61318,"2015"
6036,512854596,8215,62430,"2015"
6037,90707366,1507,60191,"2015"
6038,177819269,2732,65088,"2015"
6041,46172235,840,54967,"2015"
6042,3186888,68,46866,"2015"
6043,7605580,120,63380,"2015"
6044,42760198,744,57474,"2015"
6050,952765996,10367,91904,"2015"
6051,560911987,8486,66099,"2015"
6052,501697330,7284,68877,"2015"
6053,598040440,8937,66918,"2015"
6054,706868617,11865,59576,"2015"
6055,748996160,11130,67296,"2015"
6056,1358970815,22959,59192,"2015"
6057,646102627,10383,62227,"2015"
6058,445055701,7656,58132,"2015"
6059,939187891,14672,64013,"2015"
6060,968690474,15173,63844,"2015"
6061,1003019430,20249,49535,"2015"
6062,1123636528,20632,54461,"2015"
6063,432674436,8326,51967,"2015"
6064,821527869,16673,49273,"2015"
6065,2303763719,37092,62110,"2015"
6066,608022415,11225,54167,"2015"
6067,3488857,53,65828,"2015"
6068,3843948,57,67438,"2015"
6069,1324116513,20494,64610,"2015"
6070,165127823,2283,72330,"2015"
6071,147983003,2173,68101,"2015"
6072,36618730,598,61236,"2015"
6073,129304436,2030,63697,"2015"
6074,39773480,628,63334,"2015"
6076,917805175,13683,67077,"2015"
6077,45291060,601,75360,"2015"
6078,29489130,419,70380,"2015"
6081,193924120,2974,65207,"2015"
6082,121810419,1944,62660,"2015"
6083,162719898,2288,71119,"2015"
6084,292636683,4593,63714,"2015"
6090,15153979,188,80607,"2015"
6100,692081016,10286,67284,"2015"
6101,680463680,10756,63264,"2015"
6102,356357745,7338,48564,"2015"
6103,373559793,5922,63081,"2015"
6104,564730012,8774,64365,"2015"
6105,477955521,8656,55217,"2015"
6106,13657145,175,78041,"2015"
6107,1334747819,25260,52841,"2015"
6108,758961407,14052,54011,"2015"
6109,326059164,6364,51235,"2015"
6110,1248391099,22089,56517,"2015"
6111,788366276,13531,58264,"2015"
6112,1785666219,30028,59467,"2015"
6121,117822538,1767,66680,"2015"
6122,606882223,9008,67372,"2015"
6123,55263140,910,60729,"2015"
6124,45869335,712,64424,"2015"
6125,120937798,1782,67867,"2015"
6126,7727487,152,50839,"2015"
6147,461413667,8962,51486,"2015"
6148,723785786,11091,65259,"2015"
6149,815121212,12638,64498,"2015"
6150,570644341,8834,64597,"2015"
6151,1084784322,11420,94990,"2015"
6152,1167568664,16059,72705,"2015"
6153,1592176524,14233,111866,"2015"
6154,451253099,6390,70619,"2015"
6155,1973351652,32150,61380,"2015"
6156,842629117,10300,81809,"2015"
6157,665546557,8735,76194,"2015"
6158,426198376,4871,87498,"2015"
6159,233053543,2309,100933,"2015"
6160,419610127,5838,71876,"2015"
6161,7037598,140,50269,"2015"
6162,521902318,7158,72912,"2015"
6163,1876552466,30392,61745,"2015"
6164,2279959262,34366,66344,"2015"
6165,12277079,161,76256,"2015"
6166,426980702,6101,69986,"2015"
6167,779499632,13213,58995,"2015"
6168,774730513,12883,60136,"2015"
6169,1243833220,19840,62694,"2015"
6170,388591884,6251,62165,"2015"
6171,1153274865,16690,69100,"2015"
6172,513602349,7787,65957,"2015"
6173,527675543,6961,75805,"2015"
6174,123390326,1860,66339,"2015"
6175,148725990,2085,71332,"2015"
6176,35285631,531,66452,"2015"
6180,160248659,2461,65116,"2015"
6181,20052656,292,68674,"2015"
6207,32297605,509,63454,"2015"
6208,371466783,5936,62579,"2015"
6209,50912693,846,60181,"2015"
6210,2421266335,38102,63547,"2015"
6211,214157131,3325,64409,"2015"
6213,23725083,395,60064,"2015"
6214,23619774,405,58321,"2015"
6215,139033707,2153,64577,"2015"
6218,14215327,285,49879,"2015"
6220,157061110,2765,56804,"2015"
6221,5441464,111,49023,"2015"
6223,9494384,140,67818,"2015"
6224,37413899,658,56861,"2015"
6225,315893260,4715,66998,"2015"
6226,33440449,471,70999,"2015"
6227,28712543,448,64091,"2015"
6228,8407121,132,63691,"2015"
6229,8106381,141,57493,"2015"
6230,1562723108,24679,63322,"2015"
6232,371236604,6045,61413,"2015"
6233,724270635,10945,66174,"2015"
6236,76388884,1316,58047,"2015"
6237,96343827,1512,63720,"2015"
6239,138893566,2645,52512,"2015"
6240,2672974,64,41766,"2015"
6244,44899542,944,47564,"2015"
6251,9869512,210,46998,"2015"
6253,17808519,406,43864,"2015"
6254,13132145,249,52740,"2015"
6255,118906249,2312,51431,"2015"
6256,3138137,61,51445,"2015"
6258,187458253,3905,48005,"2015"
6260,46418931,952,48760,"2015"
6262,19740457,409,48266,"2015"
6271,103520939,1873,55271,"2015"
6275,36126123,812,44491,"2015"
6280,868554295,16025,54200,"2015"
6281,295265919,4805,61450,"2015"
6282,54741992,955,57322,"2015"
6284,76538672,1313,58293,"2015"
6285,322113395,6395,50370,"2015"
6286,17472493,395,44235,"2015"
6288,15860913,380,41740,"2015"
6290,44086750,999,44131,"2015"
6302,108801910,1978,55007,"2015"
6304,53001297,911,58180,"2015"
6306,38802710,587,66104,"2015"
6308,55158490,870,63401,"2015"
6309,10906691,157,69470,"2015"
6311,17579064,303,58017,"2015"
6312,144542782,2659,54360,"2015"
6313,6401214,98,65319,"2015"
6315,63787783,1234,51692,"2015"
6316,15342643,212,72371,"2015"
6317,115109141,2310,49831,"2015"
6318,17662259,273,64697,"2015"
6320,19284862,345,55899,"2015"
6321,13122322,312,42059,"2015"
6322,7994006,152,52593,"2015"
6323,23035568,514,44817,"2015"
6324,93908968,2059,45610,"2015"
6326,12639044,313,40381,"2015"
6327,4732317,119,39768,"2015"
6328,14357470,290,49509,"2015"
6330,1010969539,20268,49881,"2015"
6333,160191010,3449,46446,"2015"
6335,31244672,477,65503,"2015"
6336,13939615,227,61408,"2015"
6337,27902960,413,67562,"2015"
6338,28349287,484,58573,"2015"
6341,15534365,173,89795,"2015"
6343,10543912,142,74253,"2015"
6346,36959839,521,70941,"2015"
6348,31855621,499,63839,"2015"
6350,18213207,286,63683,"2015"
6352,9277125,122,76043,"2015"
6353,37006992,560,66084,"2015"
6355,36322256,395,91956,"2015"
6356,12372603,120,103106,"2015"
6357,3487234,61,57168,"2015"
6358,6365964,80,79575,"2015"
6359,23467191,323,72654,"2015"
6361,5888209,76,77477,"2015"
6365,24213686,368,65799,"2015"
6367,14883127,235,63333,"2015"
6369,32970595,500,65942,"2015"
6370,18526586,331,55972,"2015"
6372,5189261,93,55799,"2015"
6375,44058735,689,63946,"2015"
6383,43389088,571,75988,"2015"
6386,4755282,61,77956,"2015"
6390,74229495,996,74528,"2015"
6391,43863053,713,61520,"2015"
6392,19923170,355,56122,"2015"
6393,3353877,80,41924,"2015"
6394,4662461,88,52983,"2015"
6395,71338916,1426,50028,"2015"
6396,10816165,226,47860,"2015"
6398,12432981,294,42290,"2015"
6401,217935568,3827,56947,"2015"
6403,7573971,125,60592,"2015"
6405,12013345,203,59180,"2015"
6407,37096244,587,63197,"2015"
6409,17187124,246,69867,"2015"
6410,31945991,554,57665,"2015"
6411,5936927,79,75151,"2015"
6415,98187867,1689,58134,"2015"
6418,30172997,406,74318,"2015"
6420,5407371,80,67593,"2015"
6421,5173177,98,52788,"2015"
6423,5266108,97,54290,"2015"
6425,5294396,84,63029,"2015"
6426,30480767,456,66844,"2015"
6429,23751882,386,61534,"2015"
6430,1014348798,13803,73488,"2015"
6431,2946670,55,53576,"2015"
6432,271773531,4047,67155,"2015"
6436,2254432,56,40258,"2015"
6437,15131665,176,85976,"2015"
6438,17516148,324,54063,"2015"
6440,13235446,260,50906,"2015"
6442,97830664,1257,77829,"2015"
6443,20477880,387,52915,"2015"
6445,11341154,129,87916,"2015"
6446,9045783,105,86151,"2015"
6447,6329732,82,77192,"2015"
6448,10022042,211,47498,"2015"
6450,454874564,8199,55480,"2015"
6460,25633632,412,62218,"2015"
6461,26267156,420,62541,"2015"
6466,3497927,67,52208,"2015"
6468,12270713,205,59858,"2015"
6472,8938966,147,60810,"2015"
6475,13474032,251,53682,"2015"
6477,10352587,185,55960,"2015"
6479,16967278,368,46107,"2015"
6485,18092311,271,66762,"2015"
6488,6124644,118,51904,"2015"
6490,6768908,129,52473,"2015"
6501,37195411,612,60777,"2015"
6502,40206776,765,52558,"2015"
6503,64214277,1355,47391,"2015"
6504,3716827,68,54660,"2015"
6505,3559366,86,41388,"2015"
6507,20886578,354,59002,"2015"
6509,8020051,126,63652,"2015"
6510,65453975,1213,53961,"2015"
6511,19324893,309,62541,"2015"
6512,4623182,67,69003,"2015"
6513,9298955,127,73221,"2015"
6514,19426785,319,60900,"2015"
6515,12768915,241,52984,"2015"
6516,64210901,1040,61742,"2015"
6517,14635970,276,53029,"2015"
6518,8269542,127,65115,"2015"
6519,16132742,316,51053,"2015"
6521,10515020,224,46943,"2015"
6522,19420455,305,63674,"2015"
6525,131630241,2062,63837,"2015"
6528,15017748,296,50736,"2015"
6530,1164604810,19455,59862,"2015"
6532,168834790,2702,62486,"2015"
6535,42840398,891,48082,"2015"
