"","SA1_MAINCODE_2016","SA3_CODE_2016","POA_CODE_2016"
"1",19999949999,19999,"9494"
"2",10901117207,10901,"2640"
"3",10901117612,10901,"2641"
"4",10901117621,10901,"2641"
"5",10901117621,10901,"2641"
"6",10901117613,10901,"2641"
"7",10901117613,10901,"2641"
"8",10901117615,10901,"2641"
"9",10901117220,10901,"2640"
"10",10901117220,10901,"2640"
"11",10901117220,10901,"2640"
"12",10901117617,10901,"2641"
"13",10901117614,10901,"2641"
"14",10901117614,10901,"2641"
"15",10901117218,10901,"2640"
"16",10901117628,10901,"2641"
"17",10901117624,10901,"2641"
"18",10901117628,10901,"2641"
"19",10901117217,10901,"2640"
"20",10901117325,10901,"2640"
"21",10901117325,10901,"2640"
"22",10901117322,10901,"2640"
"23",10901117322,10901,"2640"
"24",10901117322,10901,"2640"
"25",10901117325,10901,"2640"
"26",10901117301,10901,"2640"
"27",10901117323,10901,"2640"
"28",10901117301,10901,"2640"
"29",10901117301,10901,"2640"
"30",10901117428,10901,"2640"
"31",10901117305,10901,"2640"
"32",10901117428,10901,"2640"
"33",10901117318,10901,"2640"
"34",10901117218,10901,"2640"
"35",10901117622,10901,"2641"
"36",10901117423,10901,"2640"
"37",10901117507,10901,"2640"
"38",10901117507,10901,"2640"
"39",10901117423,10901,"2640"
"40",10901117429,10901,"2640"
"41",10901117416,10901,"2640"
"42",10901117229,10901,"2640"
"43",10901117229,10901,"2640"
"44",10901117423,10901,"2640"
"45",10901117423,10901,"2640"
"46",10901117508,10901,"2640"
"47",10901117508,10901,"2640"
"48",10901117508,10901,"2640"
"49",10901117507,10901,"2640"
"50",10901117508,10901,"2640"
"51",10901117508,10901,"2640"
"52",10901117507,10901,"2640"
"53",10901117632,10901,"2641"
"54",10901117632,10901,"2641"
"55",10901117632,10901,"2641"
"56",10901117608,10901,"2641"
"57",10901117608,10901,"2641"
"58",10901117608,10901,"2641"
"59",10901117607,10901,"2641"
"60",10901117304,10901,"2640"
"61",10901117304,10901,"2640"
"62",10901117304,10901,"2640"
"63",10901117234,10901,"2640"
"64",10901117231,10901,"2640"
"65",10901117210,10901,"2640"
"66",10901117413,10901,"2640"
"67",10901117414,10901,"2640"
"68",10901117414,10901,"2640"
"69",10901117631,10901,"2641"
"70",10901117633,10901,"2641"
"71",10901117507,10901,"2640"
"72",10901117507,10901,"2640"
"73",10901117506,10901,"2640"
"74",10901117413,10901,"2640"
"75",10901117413,10901,"2640"
"76",10901117209,10901,"2640"
"77",10901117319,10901,"2640"
"78",10901117319,10901,"2640"
"79",10901117304,10901,"2640"
"80",10901117304,10901,"2640"
"81",10901117633,10901,"2641"
"82",10901117633,10901,"2641"
"83",10901117224,10901,"2640"
"84",10901117412,10901,"2640"
"85",10901117412,10901,"2640"
"86",10901117412,10901,"2640"
"87",10901117407,10901,"2640"
"88",10901117407,10901,"2640"
"89",10901117609,10901,"2641"
"90",10901117427,10901,"2640"
"91",10901117404,10901,"2640"
"92",10901117404,10901,"2640"
"93",10901117404,10901,"2640"
"94",10901117404,10901,"2640"
"95",10901117409,10901,"2640"
"96",10901117409,10901,"2640"
"97",10901117601,10901,"2641"
"98",10901117601,10901,"2641"
"99",10901117217,10901,"2640"
"100",10901117217,10901,"2640"
"101",10901117217,10901,"2640"
"102",10901117611,10901,"2641"
"103",10901117611,10901,"2641"
"104",10901117611,10901,"2641"
"105",10901117611,10901,"2641"
"106",10901117226,10901,"2640"
"107",10901117218,10901,"2640"
"108",10901117217,10901,"2640"
"109",10901117609,10901,"2641"
"110",10901117609,10901,"2641"
"111",10901117609,10901,"2641"
"112",10901117301,10901,"2640"
"113",10901117315,10901,"2640"
"114",10901117325,10901,"2640"
"115",10901117302,10901,"2640"
"116",10901117302,10901,"2640"
"117",10901117235,10901,"2640"
"118",10901117235,10901,"2640"
"119",10901117625,10901,"2641"
"120",10901117631,10901,"2641"
"121",10901117633,10901,"2641"
"122",10901117612,10901,"2641"
"123",10901117612,10901,"2641"
"124",10901117612,10901,"2641"
"125",10901117611,10901,"2641"
"126",10901117611,10901,"2641"
"127",10901117619,10901,"2641"
"128",10901117619,10901,"2641"
"129",10901117619,10901,"2641"
"130",10901117619,10901,"2641"
"131",10901117409,10901,"2640"
"132",10901117409,10901,"2640"
"133",10901117234,10901,"2640"
"134",10901117425,10901,"2640"
"135",10901117424,10901,"2640"
"136",10901117424,10901,"2640"
"137",10901117425,10901,"2640"
"138",10901117425,10901,"2640"
"139",10901117229,10901,"2640"
"140",10901117229,10901,"2640"
"141",10901117219,10901,"2640"
"142",10901117219,10901,"2640"
"143",10901117219,10901,"2640"
"144",10901117220,10901,"2640"
"145",10901117220,10901,"2640"
"146",10901117220,10901,"2640"
"147",10901117416,10901,"2640"
"148",10901117416,10901,"2640"
"149",10901117220,10901,"2640"
"150",10901117612,10901,"2641"
"151",10901117405,10901,"2640"
"152",10901117410,10901,"2640"
"153",10901117410,10901,"2640"
"154",10901117410,10901,"2640"
"155",10901117420,10901,"2640"
"156",10901117416,10901,"2640"
"157",10901117416,10901,"2640"
"158",10901117402,10901,"2640"
"159",10901117422,10901,"2640"
"160",10901117311,10901,"2640"
"161",10901117311,10901,"2640"
"162",10901117635,10901,"2641"
"163",10901117635,10901,"2641"
"164",10901117635,10901,"2641"
"165",10901117403,10901,"2640"
"166",10901117403,10901,"2640"
"167",10901117402,10901,"2640"
"168",10901117403,10901,"2640"
"169",10901117603,10901,"2641"
"170",10901117603,10901,"2641"
"171",10901117603,10901,"2641"
"172",10901117316,10901,"2640"
"173",10901117316,10901,"2640"
"174",10901117316,10901,"2640"
"175",10901117215,10901,"2640"
"176",10901117215,10901,"2640"
"177",10901117208,10901,"2640"
"178",10901117629,10901,"2641"
"179",10901117617,10901,"2641"
"180",10901117613,10901,"2641"
"181",10901117613,10901,"2641"
"182",10901117613,10901,"2641"
"183",10901117216,10901,"2640"
"184",10901117216,10901,"2640"
"185",10901117603,10901,"2641"
"186",10901117416,10901,"2640"
"187",10901117315,10901,"2640"
"188",10901117315,10901,"2640"
"189",10901117621,10901,"2641"
"190",10901117621,10901,"2641"
"191",10901117620,10901,"2641"
"192",10901117620,10901,"2641"
"193",10901117423,10901,"2640"
"194",10901117636,10901,"2641"
"195",10901117636,10901,"2641"
"196",10901117202,10901,"2640"
"197",10901117202,10901,"2640"
"198",10901117202,10901,"2640"
"199",10901117206,10901,"2640"
"200",10901117233,10901,"2640"
"201",10901117233,10901,"2640"
"202",10901117233,10901,"2640"
"203",10901117233,10901,"2640"
"204",10901117233,10901,"2640"
"205",10901117321,10901,"2640"
"206",10901117620,10901,"2641"
"207",10901117229,10901,"2641"
"208",10901117615,10901,"2641"
"209",10901117626,10901,"2641"
"210",10901117602,10901,"2641"
"211",10901117203,10901,"2640"
"212",10901117203,10901,"2640"
"213",10901117202,10901,"2640"
"214",10901117418,10901,"2640"
"215",10901117418,10901,"2640"
"216",10901117636,10901,"2641"
"217",10901117636,10901,"2641"
"218",10901117209,10901,"2640"
"219",10901117321,10901,"2640"
"220",10901117321,10901,"2640"
"221",10901117426,10901,"2640"
"222",10901117426,10901,"2640"
"223",10901117417,10901,"2640"
"224",10901117419,10901,"2640"
"225",10901117417,10901,"2640"
"226",10901117418,10901,"2640"
"227",10901117418,10901,"2640"
"228",10901117634,10901,"2641"
"229",10901117612,10901,"2641"
"230",10901117612,10901,"2641"
"231",10901117605,10901,"2641"
"232",10901117605,10901,"2641"
"233",10901117627,10901,"2641"
"234",10901117627,10901,"2641"
"235",10901117604,10901,"2641"
"236",10901117604,10901,"2641"
"237",10901117608,10901,"2641"
"238",10901117608,10901,"2641"
"239",10901117403,10901,"2640"
"240",10901117403,10901,"2640"
"241",10901117604,10901,"2641"
"242",10901117604,10901,"2641"
"243",10901117306,10901,"2640"
"244",10901117224,10901,"2640"
"245",10901117224,10901,"2640"
"246",10901117618,10901,"2641"
"247",10901117618,10901,"2641"
"248",10901117426,10901,"2640"
"249",10901117426,10901,"2640"
"250",10901117318,10901,"2640"
"251",10901117318,10901,"2640"
"252",10901117634,10901,"2641"
"253",10901117508,10901,"2640"
"254",10901117201,10901,"2640"
"255",10901117302,10901,"2640"
"256",10901117409,10901,"2640"
"257",10901117409,10901,"2640"
"258",10901117222,10901,"2640"
"259",10901117601,10901,"2641"
"260",10901117636,10901,"2641"
"261",10901117204,10901,"2640"
"262",10901117204,10901,"2640"
"263",10901117204,10901,"2640"
"264",10901117228,10901,"2640"
"265",10901117321,10901,"2640"
"266",10901117228,10901,"2640"
"267",10901117636,10901,"2641"
"268",10901117624,10901,"2641"
"269",10901117302,10901,"2640"
"270",10901117321,10901,"2640"
"271",10901117211,10901,"2640"
"272",10901117636,10901,"2641"
"273",10901117410,10901,"2640"
"274",10901117401,10901,"2640"
"275",10901117311,10901,"2640"
"276",10901117326,10901,"2640"
"277",10901117403,10901,"2640"
"278",10901117206,10901,"2640"
"279",10901117424,10901,"2640"
"280",10901117424,10901,"2640"
"281",10901117314,10901,"2640"
"282",10901117314,10901,"2640"
"283",10901117613,10901,"2641"
"284",10901117627,10901,"2641"
"285",10901117627,10901,"2641"
"286",10901117202,10901,"2640"
"287",10901117407,10901,"2640"
"288",10901117624,10901,"2641"
"289",10901117222,10901,"2640"
"290",10901117222,10901,"2640"
"291",10901117605,10901,"2641"
"292",10901117402,10901,"2640"
"293",10901117316,10901,"2640"
"294",10901117615,10901,"2641"
"295",10901117615,10901,"2641"
"296",10901117402,10901,"2640"
"297",10901117205,10901,"2640"
"298",10901117205,10901,"2640"
"299",10901117423,10901,"2640"
"300",10901117407,10901,"2640"
"301",10901117407,10901,"2640"
"302",10901117305,10901,"2640"
"303",10901117321,10901,"2640"
"304",10901117602,10901,"2641"
"305",10901117314,10901,"2640"
"306",10901117616,10901,"2641"
"307",10901117620,10901,"2641"
"308",10901117406,10901,"2640"
"309",10901117624,10901,"2641"
"310",10901117207,10901,"2640"
"311",10901117203,10901,"2640"
"312",10901117222,10901,"2640"
"313",10901117307,10901,"2640"
"314",10901117307,10901,"2640"
"315",10901117303,10901,"2640"
"316",10901117303,10901,"2640"
"317",10901117306,10901,"2640"
"318",10901117406,10901,"2640"
"319",10901117425,10901,"2640"
"320",10901117426,10901,"2640"
"321",10901117621,10901,"2641"
"322",10901117621,10901,"2641"
"323",10901117621,10901,"2641"
"324",10901117305,10901,"2640"
"325",10901117305,10901,"2640"
"326",10901117305,10901,"2640"
"327",10901117622,10901,"2641"
"328",10901117408,10901,"2640"
"329",10901117408,10901,"2640"
"330",10901117409,10901,"2640"
"331",10901117407,10901,"2640"
"332",10901117409,10901,"2640"
"333",10901117308,10901,"2640"
"334",10901117309,10901,"2640"
"335",10901117313,10901,"2640"
"336",10901117313,10901,"2640"
"337",10901117309,10901,"2640"
"338",10901117307,10901,"2640"
"339",10901117307,10901,"2640"
"340",10901117212,10901,"2640"
"341",10901117634,10901,"2641"
"342",10901117634,10901,"2641"
"343",10901117634,10901,"2641"
"344",10901117428,10901,"2640"
"345",10901117428,10901,"2640"
"346",10901117606,10901,"2641"
"347",10901117604,10901,"2641"
"348",10901117605,10901,"2641"
"349",10901117605,10901,"2641"
"350",10901117610,10901,"2641"
"351",10901117622,10901,"2641"
"352",10901117622,10901,"2641"
"353",10901117308,10901,"2640"
"354",10901117421,10901,"2640"
"355",10901117628,10901,"2641"
"356",10901117628,10901,"2641"
"357",10901117229,10901,"2640"
"358",10901117229,10901,"2640"
"359",10901117229,10901,"2640"
"360",10901117229,10901,"2640"
"361",10901117229,10901,"2640"
"362",10901117310,10901,"2640"
"363",10901117410,10901,"2640"
"364",10901117427,10901,"2640"
"365",10901117427,10901,"2640"
"366",10901117427,10901,"2640"
"367",10901117205,10901,"2640"
"368",10901117208,10901,"2640"
"369",10901117205,10901,"2640"
"370",10901117205,10901,"2640"
"371",10901117634,10901,"2641"
"372",10901117211,10901,"2640"
"373",10901117320,10901,"2640"
"374",10901117227,10901,"2640"
"375",10901117201,10901,"2640"
"376",10901117201,10901,"2640"
"377",10901117201,10901,"2640"
"378",10901117508,10901,"2640"
"379",10901117228,10901,"2640"
"380",10901117228,10901,"2640"
"381",10901117228,10901,"2640"
"382",10901117229,10901,"2640"
"383",10901117227,10901,"2640"
"384",10901117228,10901,"2640"
"385",10901117318,10901,"2640"
"386",10901117310,10901,"2640"
"387",10901117308,10901,"2640"
"388",10901117229,10901,"2640"
"389",10901117409,10901,"2640"
"390",10901117401,10901,"2640"
"391",10901117315,10901,"2640"
"392",10901117315,10901,"2640"
"393",10901117407,10901,"2640"
"394",10901117407,10901,"2640"
"395",10901117229,10901,"2640"
"396",10901117229,10901,"2640"
"397",10901117227,10901,"2640"
"398",10901117227,10901,"2640"
"399",10901117227,10901,"2640"
"400",10901117229,10901,"2640"
"401",10901117214,10901,"2640"
"402",10901117214,10901,"2640"
"403",10901117215,10901,"2640"
"404",10901117306,10901,"2640"
"405",10901117303,10901,"2640"
"406",10901117303,10901,"2640"
"407",10901117306,10901,"2640"
"408",10901117613,10901,"2641"
"409",10901117207,10901,"2640"
"410",10901117614,10901,"2641"
"411",10901117611,10901,"2641"
"412",10901117627,10901,"2641"
"413",10901117614,10901,"2641"
"414",10901117614,10901,"2641"
"415",10901117614,10901,"2641"
"416",10901117614,10901,"2641"
"417",10901117401,10901,"2640"
"418",10901117427,10901,"2640"
"419",10901117427,10901,"2640"
"420",10901117207,10901,"2640"
"421",10901117625,10901,"2641"
"422",10901117625,10901,"2641"
"423",10901117625,10901,"2641"
"424",10901117406,10901,"2640"
"425",10901117406,10901,"2640"
"426",10901117214,10901,"2640"
"427",10901117407,10901,"2640"
"428",10901117407,10901,"2640"
"429",10901117408,10901,"2640"
"430",10901117408,10901,"2640"
"431",10901117407,10901,"2640"
"432",10901117407,10901,"2640"
"433",10901117408,10901,"2640"
"434",10901117407,10901,"2640"
"435",10901117407,10901,"2640"
"436",10901117407,10901,"2640"
"437",10901117407,10901,"2640"
"438",10901117407,10901,"2640"
"439",10901117407,10901,"2640"
"440",10901117407,10901,"2640"
"441",10901117407,10901,"2640"
"442",10901117407,10901,"2640"
"443",10901117409,10901,"2640"
"444",10901117623,10901,"2641"
"445",10901117628,10901,"2641"
"446",10901117622,10901,"2641"
"447",10901117207,10901,"2640"
"448",10901117207,10901,"2640"
"449",10901117207,10901,"2640"
"450",10901117318,10901,"2640"
"451",10901117626,10901,"2641"
"452",10901117626,10901,"2641"
"453",10901117625,10901,"2641"
"454",10901117628,10901,"2641"
"455",10901117207,10901,"2640"
"456",10901117409,10901,"2640"
"457",10901117401,10901,"2640"
"458",10901117409,10901,"2640"
"459",10901117409,10901,"2640"
"460",10901117427,10901,"2640"
"461",10901117427,10901,"2640"
"462",10901117423,10901,"2640"
"463",10901117423,10901,"2640"
"464",10901117423,10901,"2640"
"465",10901117423,10901,"2640"
"466",10901117423,10901,"2640"
"467",10901117401,10901,"2640"
"468",10901117401,10901,"2640"
"469",10901117409,10901,"2640"
"470",10901117423,10901,"2640"
"471",10901117423,10901,"2640"
"472",10901117423,10901,"2640"
"473",10901117425,10901,"2640"
"474",10901117423,10901,"2640"
"475",10901117423,10901,"2640"
"476",10901117213,10901,"2640"
"477",10901117213,10901,"2640"
"478",10901117402,10901,"2640"
"479",10901117408,10901,"2640"
"480",10901117408,10901,"2640"
"481",10901117404,10901,"2640"
"482",10901117404,10901,"2640"
"483",10901117315,10901,"2640"
"484",10901117410,10901,"2640"
"485",10901117410,10901,"2640"
"486",10901117410,10901,"2640"
"487",10901117407,10901,"2640"
"488",10901117407,10901,"2640"
"489",10901117407,10901,"2640"
"490",10901117401,10901,"2640"
"491",10901117401,10901,"2640"
"492",10901117401,10901,"2640"
"493",10901117401,10901,"2640"
"494",10901117401,10901,"2640"
"495",10901117401,10901,"2640"
"496",10901117401,10901,"2640"
"497",10901117401,10901,"2640"
"498",10901117401,10901,"2640"
"499",10901117401,10901,"2640"
"500",10901117414,10901,"2640"
"501",10901117608,10901,"2641"
"502",10901117611,10901,"2641"
"503",10901117402,10901,"2640"
"504",10901117426,10901,"2640"
"505",10901117427,10901,"2640"
"506",10901117425,10901,"2640"
"507",10901117414,10901,"2640"
"508",10901117610,10901,"2641"
"509",10901117411,10901,"2640"
"510",10901117411,10901,"2640"
"511",10901117324,10901,"2641"
"512",10901117324,10901,"2641"
"513",10901117233,10901,"2640"
"514",10901117203,10901,"2640"
"515",10901117404,10901,"2640"
"516",10901117415,10901,"2640"
"517",10901117414,10901,"2640"
"518",10901117636,10901,"2641"
"519",10901117424,10901,"2640"
"520",10901117619,10901,"2641"
"521",10901117636,10901,"2641"
"522",10901117636,10901,"2641"
"523",10901117305,10901,"2640"
"524",10901117301,10901,"2641"
"525",10901117225,10901,"2640"
"526",10901117229,10901,"2640"
"527",10901117229,10901,"2640"
"528",10901117229,10901,"2640"
"529",10901117309,10901,"2640"
"530",10901117413,10901,"2640"
"531",10901117607,10901,"2641"
"532",10901117632,10901,"2641"
"533",10901117632,10901,"2641"
"534",10901117612,10901,"2641"
"535",10901117629,10901,"2641"
"536",10901117620,10901,"2641"
"537",10901117406,10901,"2640"
"538",10901117407,10901,"2640"
"539",10901117411,10901,"2640"
"540",10901117311,10901,"2640"
"541",10901117326,10901,"2640"
"542",10901117311,10901,"2640"
"543",10901117311,10901,"2640"
"544",10901117314,10901,"2640"
"545",10901117207,10901,"2640"
"546",10901117313,10901,"2640"
"547",10901117309,10901,"2640"
"548",10901117601,10901,"2641"
"549",10901117304,10901,"2640"
"550",10901117402,10901,"2640"
"551",10901117428,10901,"2640"
"552",10901117423,10901,"2640"
"553",10901117408,10901,"2640"
"554",10901117401,10901,"2640"
"555",10901117428,10901,"2640"
"556",10901117402,10901,"2640"
"557",10901117204,10901,"2640"
"558",10901117429,10901,"2640"
"559",10901117411,10901,"2640"
"560",10901117405,10901,"2640"
"561",10901117409,10901,"2640"
"562",10901117404,10901,"2640"
"563",10901117405,10901,"2640"
"564",10901117405,10901,"2640"
"565",10901117632,10901,"2641"
"566",10901117615,10901,"2641"
"567",10901117631,10901,"2641"
"568",10901117633,10901,"2641"
"569",10901117631,10901,"2641"
"570",10901117203,10901,"2640"
"571",10901117212,10901,"2640"
"572",10901117303,10901,"2640"
"573",10901117303,10901,"2640"
"574",10901117306,10901,"2640"
"575",10901117205,10901,"2640"
"576",10901117306,10901,"2640"
"577",10901117306,10901,"2640"
"578",10901117617,10901,"2641"
"579",10901117306,10901,"2640"
"580",10901117627,10901,"2641"
"581",10901117205,10901,"2640"
"582",10901117306,10901,"2640"
"583",10901117633,10901,"2641"
"584",10901117618,10901,"2641"
"585",10901117632,10901,"2641"
"586",10901117606,10901,"2641"
"587",10901117308,10901,"2640"
"588",10901117224,10901,"2640"
"589",10901117224,10901,"2640"
"590",10901117606,10901,"2641"
"591",10901117229,10901,"2640"
"592",10901117229,10901,"2640"
"593",10901117307,10901,"2640"
"594",10901117307,10901,"2640"
"595",10901117308,10901,"2640"
"596",10901117307,10901,"2640"
"597",10901117604,10901,"2641"
"598",10901117603,10901,"2641"
"599",10901117604,10901,"2641"
"600",10901117208,10901,"2640"
"601",10901117307,10901,"2640"
"602",10901117303,10901,"2640"
"603",10901117306,10901,"2640"
"604",10901117309,10901,"2640"
"605",10901117225,10901,"2640"
"606",10901117214,10901,"2640"
"607",10901117609,10901,"2641"
"608",10901117225,10901,"2640"
"609",10901117610,10901,"2641"
"610",10901117308,10901,"2640"
"611",10901117610,10901,"2641"
"612",10901117309,10901,"2640"
"613",10901117214,10901,"2640"
"614",10901117309,10901,"2640"
"615",10901117309,10901,"2640"
"616",10901117213,10901,"2640"
"617",10901117606,10901,"2641"
"618",10901117214,10901,"2640"
"619",10901117215,10901,"2640"
"620",10901117604,10901,"2641"
"621",10901117222,10901,"2640"
"622",10901117225,10901,"2640"
"623",10901117213,10901,"2640"
"624",10901117313,10901,"2640"
"625",10901117214,10901,"2640"
"626",10901117213,10901,"2640"
"627",10901117308,10901,"2640"
"628",10901117610,10901,"2641"
"629",10901117215,10901,"2640"
"630",10901117214,10901,"2640"
"631",10901117214,10901,"2640"
"632",10901117613,10901,"2641"
"633",10901117309,10901,"2640"
"634",10901117213,10901,"2640"
"635",10901117214,10901,"2640"
"636",10901117214,10901,"2640"
"637",10901117326,10901,"2640"
"638",10901117326,10901,"2640"
"639",10901117326,10901,"2640"
"640",10901117216,10901,"2640"
"641",10901117610,10901,"2641"
"642",10901117216,10901,"2640"
"643",10901117622,10901,"2641"
"644",10901117314,10901,"2640"
"645",10901117610,10901,"2641"
"646",10901117314,10901,"2640"
"647",10901117222,10901,"2640"
"648",10901117222,10901,"2640"
"649",10901117216,10901,"2640"
"650",10901117222,10901,"2640"
"651",10901117222,10901,"2640"
"652",10901117607,10901,"2641"
"653",10901117610,10901,"2641"
"654",10901117225,10901,"2640"
"655",10901117624,10901,"2641"
"656",10901117311,10901,"2640"
"657",10901117311,10901,"2640"
"658",10901117311,10901,"2640"
"659",10901117207,10901,"2640"
"660",10901117218,10901,"2640"
"661",10901117314,10901,"2640"
"662",10901117207,10901,"2640"
"663",10901117218,10901,"2640"
"664",10901117312,10901,"2640"
"665",10901117206,10901,"2640"
"666",10901117622,10901,"2641"
"667",10901117313,10901,"2640"
"668",10901117504,10901,"2642"
"669",10901117507,10901,"2640"
"670",10901117401,10901,"2640"
"671",10901117426,10901,"2640"
"672",10901117426,10901,"2640"
"673",10901117304,10901,"2640"
"674",10901117402,10901,"2640"
"675",10901117408,10901,"2640"
"676",10901117408,10901,"2640"
"677",10901117426,10901,"2640"
"678",10901117319,10901,"2640"
"679",10901117319,10901,"2640"
"680",10901117425,10901,"2640"
"681",10901117320,10901,"2640"
"682",10901117404,10901,"2640"
"683",10901117317,10901,"2640"
"684",10901117320,10901,"2640"
"685",10901117320,10901,"2640"
"686",10901117317,10901,"2640"
"687",10901117401,10901,"2640"
"688",10901117317,10901,"2640"
"689",10901117415,10901,"2640"
"690",10901117413,10901,"2640"
"691",10901117413,10901,"2640"
"692",10901117411,10901,"2640"
"693",10901117411,10901,"2640"
"694",10901117411,10901,"2640"
"695",10901117406,10901,"2640"
"696",10901117405,10901,"2640"
"697",10901117409,10901,"2640"
"698",10901117406,10901,"2640"
"699",10901117405,10901,"2640"
"700",10901117417,10901,"2640"
"701",10901117415,10901,"2640"
"702",10901117415,10901,"2640"
"703",10901117415,10901,"2640"
"704",10901117605,10901,"2641"
"705",10901117224,10901,"2640"
"706",10901117602,10901,"2641"
"707",10901117611,10901,"2641"
"708",10901117612,10901,"2641"
"709",10901117226,10901,"2640"
"710",10901117310,10901,"2640"
"711",10901117217,10901,"2640"
"712",10901117217,10901,"2640"
"713",10901117217,10901,"2640"
"714",11001118654,11001,"2350"
"715",11001118630,11001,"2350"
"716",11001118635,11001,"2350"
"717",11001118635,11001,"2350"
"718",11001118645,11001,"2350"
"719",11001118622,11001,"2350"
"720",11001118642,11001,"2350"
"721",11001118636,11001,"2350"
"722",11001118638,11001,"2350"
"723",11001118637,11001,"2350"
"724",11001118637,11001,"2350"
"725",11001118637,11001,"2350"
"726",11001118643,11001,"2350"
"727",11001118643,11001,"2350"
"728",11001118643,11001,"2350"
"729",11001118643,11001,"2350"
"730",11001118641,11001,"2350"
"731",11001118639,11001,"2350"
"732",11001118614,11001,"2350"
"733",11001118618,11001,"2350"
"734",11001118614,11001,"2350"
"735",11001118610,11001,"2350"
"736",11001118627,11001,"2350"
"737",11001118651,11001,"2350"
"738",11001118630,11001,"2350"
"739",11001118651,11001,"2350"
"740",11001118651,11001,"2350"
"741",11001118608,11001,"2350"
"742",11001118609,11001,"2350"
"743",11001118609,11001,"2350"
"744",11001118609,11001,"2350"
"745",11001118609,11001,"2350"
"746",11001118609,11001,"2350"
"747",11001118609,11001,"2350"
"748",11001118609,11001,"2350"
"749",11001118609,11001,"2350"
"750",11001118608,11001,"2350"
"751",11001118608,11001,"2350"
"752",11001118608,11001,"2350"
"753",11001118652,11001,"2350"
"754",11001118652,11001,"2350"
"755",11001118627,11001,"2350"
"756",11001118627,11001,"2350"
"757",11001118627,11001,"2350"
"758",11001118627,11001,"2350"
"759",11001118614,11001,"2350"
"760",11001118614,11001,"2350"
"761",11001118627,11001,"2350"
"762",11001118627,11001,"2350"
"763",11001118627,11001,"2350"
"764",11001118626,11001,"2350"
"765",11001118626,11001,"2350"
"766",11001118626,11001,"2350"
"767",11001118626,11001,"2350"
"768",11001118626,11001,"2350"
"769",11001118625,11001,"2350"
"770",11001118625,11001,"2350"
"771",11001118624,11001,"2350"
"772",11001118642,11001,"2350"
"773",11001118624,11001,"2350"
"774",11001118624,11001,"2350"
"775",11001118624,11001,"2350"
"776",11001118624,11001,"2350"
"777",11001118649,11001,"2350"
"778",11001118630,11001,"2350"
"779",11001118630,11001,"2350"
"780",11001118630,11001,"2350"
"781",11001118630,11001,"2350"
"782",11001118630,11001,"2350"
"783",11001118630,11001,"2350"
"784",11001118630,11001,"2350"
"785",11001118649,11001,"2350"
"786",11001118649,11001,"2350"
"787",11001118642,11001,"2350"
"788",11001118642,11001,"2350"
"789",11001118641,11001,"2350"
"790",11001118641,11001,"2350"
"791",11001118614,11001,"2350"
"792",11001118613,11001,"2350"
"793",11001118640,11001,"2350"
"794",11001118640,11001,"2350"
"795",11001118613,11001,"2350"
"796",11001118649,11001,"2350"
"797",11001118625,11001,"2350"
"798",11001118601,11001,"2351"
"799",11001118607,11001,"2350"
"800",11001118607,11001,"2350"
"801",11001118607,11001,"2350"
"802",11001118607,11001,"2350"
"803",11001118630,11001,"2350"
"804",11001118631,11001,"2350"
"805",11001118631,11001,"2350"
"806",11001118654,11001,"2350"
"807",11001118654,11001,"2350"
"808",11001118654,11001,"2350"
"809",11001118654,11001,"2350"
"810",11001118654,11001,"2350"
"811",11001118654,11001,"2350"
"812",11001118654,11001,"2350"
"813",11001118653,11001,"2350"
"814",11001118654,11001,"2350"
"815",11001118654,11001,"2350"
"816",11001118653,11001,"2350"
"817",11001118653,11001,"2350"
"818",11001118654,11001,"2350"
"819",11001118644,11001,"2350"
"820",11001118644,11001,"2350"
"821",11001118644,11001,"2350"
"822",11001118634,11001,"2350"
"823",11001118632,11001,"2350"
"824",11001118635,11001,"2350"
"825",11001118632,11001,"2350"
"826",11001118632,11001,"2350"
"827",11001118645,11001,"2350"
"828",11001118644,11001,"2350"
"829",11001118635,11001,"2350"
"830",11001118635,11001,"2350"
"831",11001118633,11001,"2350"
"832",11001118633,11001,"2350"
"833",11001118633,11001,"2350"
"834",11001118645,11001,"2350"
"835",11001118638,11001,"2350"
"836",11001118638,11001,"2350"
"837",11001118638,11001,"2350"
"838",11001118636,11001,"2350"
"839",11001118636,11001,"2350"
"840",11001118633,11001,"2350"
"841",11001118618,11001,"2350"
"842",11001118644,11001,"2350"
"843",11001118644,11001,"2350"
"844",11001118633,11001,"2350"
"845",11001118633,11001,"2350"
"846",11001118633,11001,"2350"
"847",11001118633,11001,"2350"
"848",11001118633,11001,"2350"
"849",11001118633,11001,"2350"
"850",11001118633,11001,"2350"
"851",11001118633,11001,"2350"
"852",11001118633,11001,"2350"
"853",11001118633,11001,"2350"
"854",11001118633,11001,"2350"
"855",11001118633,11001,"2350"
"856",11001118633,11001,"2350"
"857",11001118633,11001,"2350"
"858",11001118633,11001,"2350"
"859",11001118633,11001,"2350"
"860",11001118633,11001,"2350"
"861",11001118633,11001,"2350"
"862",11001118633,11001,"2350"
"863",11001118633,11001,"2350"
"864",11001118618,11001,"2350"
"865",11001118618,11001,"2350"
"866",11001118613,11001,"2350"
"867",11001118618,11001,"2350"
"868",11001118633,11001,"2350"
"869",11001118618,11001,"2350"
"870",11001118618,11001,"2350"
"871",11001118618,11001,"2350"
"872",11001118633,11001,"2350"
