POSTCODE_2011,SA3_CODE_2011,SA3_NAME_2011
2842,10503,Dubbo
2843,10503,Dubbo
2844,10303,Lithgow - Mudgee
2845,10303,Lithgow - Mudgee
2846,10303,Lithgow - Mudgee
2847,10303,Lithgow - Mudgee
2848,10303,Lithgow - Mudgee
2849,10303,Lithgow - Mudgee
2850,10301,Bathurst
2850,10303,Lithgow - Mudgee
2850,10503,Dubbo
2850,10604,Upper Hunter
2852,10303,Lithgow - Mudgee
2852,10503,Dubbo
2864,10302,Lachlan Valley
2864,10304,Orange
2865,10304,Orange
2866,10304,Orange
2866,10503,Dubbo
2867,10304,Orange
2867,10503,Dubbo
2868,10304,Orange
2868,10503,Dubbo
2869,10302,Lachlan Valley
2869,10503,Dubbo
2870,10302,Lachlan Valley
2870,10304,Orange
2871,10302,Lachlan Valley
2873,10302,Lachlan Valley
2874,10302,Lachlan Valley
2875,10302,Lachlan Valley
2876,10302,Lachlan Valley
2877,10302,Lachlan Valley
2877,10501,Bourke - Cobar - Coonamble
2878,10502,Broken Hill and Far West
2878,10902,Lower Murray
2879,10502,Broken Hill and Far West
2880,10502,Broken Hill and Far West
2898,10803,Lord Howe Island
2900,10102,Queanbeyan
2900,80107,Tuggeranong
2902,80102,Cotter - Namadgi
2902,80107,Tuggeranong
2903,80107,Tuggeranong
2904,80107,Tuggeranong
2905,80107,Tuggeranong
2906,80107,Tuggeranong
2911,80104,Gungahlin
2912,80104,Gungahlin
2913,80104,Gungahlin
2914,80104,Gungahlin
3000,20604,Melbourne City
3002,20604,Melbourne City
3003,20604,Melbourne City
3004,20604,Melbourne City
3004,20605,Port Phillip
3005,20604,Melbourne City
3006,20604,Melbourne City
3006,20605,Port Phillip
3008,20604,Melbourne City
3010,20604,Melbourne City
3011,21303,Maribyrnong
3012,21301,Brimbank
3012,21302,Hobsons Bay
3012,21303,Maribyrnong
3013,21303,Maribyrnong
3015,21302,Hobsons Bay
3016,21302,Hobsons Bay
3018,21302,Hobsons Bay
3019,21303,Maribyrnong
3020,21301,Brimbank
3021,21301,Brimbank
3022,21301,Brimbank
3023,21301,Brimbank
3023,21304,Melton - Bacchus Marsh
3024,21304,Melton - Bacchus Marsh
3024,21305,Wyndham
3025,21302,Hobsons Bay
3026,21305,Wyndham
3027,21305,Wyndham
3028,21302,Hobsons Bay
3028,21305,Wyndham
3029,21304,Melton - Bacchus Marsh
3029,21305,Wyndham
3030,21301,Brimbank
3030,21305,Wyndham
3031,20603,Essendon
3031,20604,Melbourne City
3032,20603,Essendon
3032,21303,Maribyrnong
3033,21001,Keilor
3034,21001,Keilor
3036,21001,Keilor
3036,21005,Tullamarine - Broadmeadows
3036,21301,Brimbank
3037,21301,Brimbank
3037,21304,Melton - Bacchus Marsh
3038,21301,Brimbank
3039,20603,Essendon
3040,20603,Essendon
3040,21001,Keilor
3041,20603,Essendon
3041,21001,Keilor
3042,21001,Keilor
3043,21001,Keilor
3043,21003,Moreland - North
3043,21005,Tullamarine - Broadmeadows
3044,20601,Brunswick - Coburg
3044,21003,Moreland - North
3045,21005,Tullamarine - Broadmeadows
3046,21003,Moreland - North
3047,21005,Tullamarine - Broadmeadows
3048,21005,Tullamarine - Broadmeadows
3049,21005,Tullamarine - Broadmeadows
3050,20604,Melbourne City
3051,20604,Melbourne City
3052,20601,Brunswick - Coburg
3052,20604,Melbourne City
3053,20604,Melbourne City
3054,20601,Brunswick - Coburg
3054,20607,Yarra
3055,20601,Brunswick - Coburg
3056,20601,Brunswick - Coburg
3057,20601,Brunswick - Coburg
3058,20601,Brunswick - Coburg
3058,20902,Darebin - North
3058,21003,Moreland - North
3059,21005,Tullamarine - Broadmeadows
3060,21003,Moreland - North
3060,21005,Tullamarine - Broadmeadows
3061,21005,Tullamarine - Broadmeadows
3062,21005,Tullamarine - Broadmeadows
3063,21004,Sunbury
3063,21005,Tullamarine - Broadmeadows
3064,20904,Whittlesea - Wallan
3064,21005,Tullamarine - Broadmeadows
3065,20607,Yarra
3066,20607,Yarra
3067,20607,Yarra
3068,20601,Brunswick - Coburg
3068,20607,Yarra
3070,20602,Darebin - South
3071,20602,Darebin - South
3072,20902,Darebin - North
3073,20902,Darebin - North
3074,20904,Whittlesea - Wallan
3075,20904,Whittlesea - Wallan
3076,20904,Whittlesea - Wallan
3078,20602,Darebin - South
3078,20607,Yarra
3079,20901,Banyule
3081,20901,Banyule
3082,20904,Whittlesea - Wallan
3083,20901,Banyule
3083,20902,Darebin - North
3083,20904,Whittlesea - Wallan
3084,20901,Banyule
3085,20901,Banyule
3085,20902,Darebin - North
3086,20902,Darebin - North
3087,20901,Banyule
3088,20901,Banyule
3088,20903,Nillumbik - Kinglake
3089,20903,Nillumbik - Kinglake
3090,20903,Nillumbik - Kinglake
3091,20903,Nillumbik - Kinglake
3093,20901,Banyule
3094,20901,Banyule
3095,20901,Banyule
3095,20903,Nillumbik - Kinglake
3096,20903,Nillumbik - Kinglake
3097,20903,Nillumbik - Kinglake
3099,20903,Nillumbik - Kinglake
3101,20607,Yarra
3101,20701,Boroondara
3102,20701,Boroondara
3103,20701,Boroondara
3104,20701,Boroondara
3104,20703,Whitehorse - West
3105,20702,Manningham - West
3106,20702,Manningham - West
3107,20702,Manningham - West
3108,20702,Manningham - West
3109,20702,Manningham - West
3109,21102,Manningham - East
3111,20702,Manningham - West
3111,21102,Manningham - East
3113,20903,Nillumbik - Kinglake
3113,21102,Manningham - East
3114,21102,Manningham - East
3114,21103,Maroondah
3115,21102,Manningham - East
3115,21103,Maroondah
3116,21102,Manningham - East
3116,21105,Yarra Ranges
3121,20607,Yarra
3122,20701,Boroondara
3123,20701,Boroondara
3124,20701,Boroondara
3125,20703,Whitehorse - West
3125,21205,Monash
3126,20701,Boroondara
3127,20701,Boroondara
3127,20703,Whitehorse - West
3128,20703,Whitehorse - West
3129,20703,Whitehorse - West
3130,20703,Whitehorse - West
3131,21104,Whitehorse - East
3132,21104,Whitehorse - East
3133,21104,Whitehorse - East
3134,21102,Manningham - East
3134,21103,Maroondah
3134,21104,Whitehorse - East
3135,21103,Maroondah
3136,21103,Maroondah
3137,21103,Maroondah
3137,21105,Yarra Ranges
3138,21105,Yarra Ranges
3139,21105,Yarra Ranges
3139,21201,Cardinia
3140,21105,Yarra Ranges
3141,20604,Melbourne City
3141,20606,Stonnington - West
3142,20606,Stonnington - West
3142,20701,Boroondara
3143,20606,Stonnington - West
3144,20606,Stonnington - West
3144,20804,Stonnington - East
3145,20701,Boroondara
3145,20802,Glen Eira
3145,20804,Stonnington - East
3146,20701,Boroondara
3146,20804,Stonnington - East
3147,20701,Boroondara
3147,21205,Monash
3148,21205,Monash
3149,21205,Monash
3150,21205,Monash
3151,20703,Whitehorse - West
3152,21101,Knox
3153,21101,Knox
3153,21103,Maroondah
3154,21101,Knox
3155,21101,Knox
3156,21101,Knox
3156,21105,Yarra Ranges
3156,21202,Casey - North
3158,21105,Yarra Ranges
3159,21105,Yarra Ranges
3160,21105,Yarra Ranges
3161,20802,Glen Eira
3162,20802,Glen Eira
3163,20802,Glen Eira
3165,20802,Glen Eira
3166,20802,Glen Eira
3166,21205,Monash
3167,21204,Dandenong
3167,21205,Monash
3168,21205,Monash
3169,20803,Kingston
3169,21204,Dandenong
3170,21205,Monash
3171,21204,Dandenong
3172,21204,Dandenong
3173,21204,Dandenong
3174,21204,Dandenong
3175,20803,Kingston
3175,21204,Dandenong
3177,21202,Casey - North
3178,21101,Knox
3179,21101,Knox
3180,21101,Knox
3181,20605,Port Phillip
3181,20606,Stonnington - West
3182,20605,Port Phillip
3183,20605,Port Phillip
3183,20802,Glen Eira
3184,20605,Port Phillip
3185,20605,Port Phillip
3185,20802,Glen Eira
3186,20801,Bayside
3187,20801,Bayside
3187,20802,Glen Eira
3188,20801,Bayside
3189,20803,Kingston
3190,20801,Bayside
3190,20803,Kingston
3191,20801,Bayside
3192,20801,Bayside
3192,20803,Kingston
3193,20801,Bayside
3194,20803,Kingston
3195,20803,Kingston
3196,20803,Kingston
3197,20803,Kingston
3197,21401,Frankston
3198,21401,Frankston
3199,21401,Frankston
3200,21401,Frankston
3201,21401,Frankston
3202,20803,Kingston
3204,20802,Glen Eira
3205,20605,Port Phillip
3206,20605,Port Phillip
3207,20604,Melbourne City
3207,20605,Port Phillip
3211,20302,Geelong
3211,21305,Wyndham
3212,20302,Geelong
3214,20302,Geelong
3215,20302,Geelong
3216,20301,Barwon - West
3216,20302,Geelong
3216,20303,Surf Coast - Bellarine Peninsula
3217,20302,Geelong
3218,20302,Geelong
3219,20302,Geelong
3220,20302,Geelong
3221,20301,Barwon - West
3221,20302,Geelong
3221,20303,Surf Coast - Bellarine Peninsula
3221,21702,Warrnambool - Otway Ranges
3222,20302,Geelong
3222,20303,Surf Coast - Bellarine Peninsula
3223,20303,Surf Coast - Bellarine Peninsula
3224,20302,Geelong
3225,20303,Surf Coast - Bellarine Peninsula
3226,20303,Surf Coast - Bellarine Peninsula
3227,20303,Surf Coast - Bellarine Peninsula
3228,20303,Surf Coast - Bellarine Peninsula
3230,20303,Surf Coast - Bellarine Peninsula
3231,20303,Surf Coast - Bellarine Peninsula
3232,20303,Surf Coast - Bellarine Peninsula
3233,21702,Warrnambool - Otway Ranges
3235,20301,Barwon - West
3235,20303,Surf Coast - Bellarine Peninsula
3235,21702,Warrnambool - Otway Ranges
3236,21702,Warrnambool - Otway Ranges
3237,21702,Warrnambool - Otway Ranges
3238,21702,Warrnambool - Otway Ranges
3239,21702,Warrnambool - Otway Ranges
3240,20301,Barwon - West
3241,20301,Barwon - West
3241,20303,Surf Coast - Bellarine Peninsula
3241,21702,Warrnambool - Otway Ranges
3242,20301,Barwon - West
3242,21702,Warrnambool - Otway Ranges
3243,21702,Warrnambool - Otway Ranges
3249,21702,Warrnambool - Otway Ranges
3250,21702,Warrnambool - Otway Ranges
3251,21702,Warrnambool - Otway Ranges
3254,21702,Warrnambool - Otway Ranges
3260,21702,Warrnambool - Otway Ranges
3264,21702,Warrnambool - Otway Ranges
3265,21702,Warrnambool - Otway Ranges
3266,21702,Warrnambool - Otway Ranges
3267,21702,Warrnambool - Otway Ranges
3268,21702,Warrnambool - Otway Ranges
3269,21702,Warrnambool - Otway Ranges
3270,21702,Warrnambool - Otway Ranges
3271,21501,Grampians
3271,21702,Warrnambool - Otway Ranges
3272,21501,Grampians
3272,21702,Warrnambool - Otway Ranges
3273,21702,Warrnambool - Otway Ranges
3274,21702,Warrnambool - Otway Ranges
3275,21702,Warrnambool - Otway Ranges
3276,21702,Warrnambool - Otway Ranges
3277,21702,Warrnambool - Otway Ranges
3278,21702,Warrnambool - Otway Ranges
3279,21702,Warrnambool - Otway Ranges
3280,21702,Warrnambool - Otway Ranges
3281,21702,Warrnambool - Otway Ranges
3282,21702,Warrnambool - Otway Ranges
3283,21702,Warrnambool - Otway Ranges
3284,21702,Warrnambool - Otway Ranges
3285,21701,Glenelg - Southern Grampians
3285,21702,Warrnambool - Otway Ranges
3286,21701,Glenelg - Southern Grampians
3286,21702,Warrnambool - Otway Ranges
3287,21702,Warrnambool - Otway Ranges
3289,21701,Glenelg - Southern Grampians
3289,21702,Warrnambool - Otway Ranges
3292,21701,Glenelg - Southern Grampians
3293,21501,Grampians
3293,21701,Glenelg - Southern Grampians
3293,21702,Warrnambool - Otway Ranges
3294,21501,Grampians
3294,21701,Glenelg - Southern Grampians
3300,21701,Glenelg - Southern Grampians
3301,21701,Glenelg - Southern Grampians
3301,21702,Warrnambool - Otway Ranges
3302,21701,Glenelg - Southern Grampians
3303,21701,Glenelg - Southern Grampians
3304,21701,Glenelg - Southern Grampians
3304,21702,Warrnambool - Otway Ranges
3305,21701,Glenelg - Southern Grampians
3309,21701,Glenelg - Southern Grampians
3310,21701,Glenelg - Southern Grampians
3311,21701,Glenelg - Southern Grampians
3312,21501,Grampians
3312,21701,Glenelg - Southern Grampians
3314,21701,Glenelg - Southern Grampians
3315,21701,Glenelg - Southern Grampians
3317,21501,Grampians
3317,21701,Glenelg - Southern Grampians
3318,21501,Grampians
3318,40702,Limestone Coast
3319,21501,Grampians
3321,20301,Barwon - West
3321,21702,Warrnambool - Otway Ranges
3322,20301,Barwon - West
3322,21702,Warrnambool - Otway Ranges
3323,21702,Warrnambool - Otway Ranges
3324,20103,Maryborough - Pyrenees
3324,21702,Warrnambool - Otway Ranges
3325,20103,Maryborough - Pyrenees
3325,21702,Warrnambool - Otway Ranges
3328,20301,Barwon - West
3329,20301,Barwon - West
3329,21702,Warrnambool - Otway Ranges
3330,20301,Barwon - West
3331,20301,Barwon - West
3332,20301,Barwon - West
3333,20102,Creswick - Daylesford - Ballan
3333,20301,Barwon - West
3334,20102,Creswick - Daylesford - Ballan
3334,20301,Barwon - West
3335,21304,Melton - Bacchus Marsh
3337,21002,Macedon Ranges
3337,21304,Melton - Bacchus Marsh
3338,21304,Melton - Bacchus Marsh
3338,21305,Wyndham
3340,20102,Creswick - Daylesford - Ballan
3340,20302,Geelong
3340,21304,Melton - Bacchus Marsh
3341,20102,Creswick - Daylesford - Ballan
3341,21304,Melton - Bacchus Marsh
3342,20102,Creswick - Daylesford - Ballan
3342,20301,Barwon - West
3345,20102,Creswick - Daylesford - Ballan
3350,20101,Ballarat
3351,20101,Ballarat
3351,20103,Maryborough - Pyrenees
3351,20301,Barwon - West
3351,21501,Grampians
3351,21702,Warrnambool - Otway Ranges
3352,20101,Ballarat
3352,20102,Creswick - Daylesford - Ballan
3352,20103,Maryborough - Pyrenees
3352,20301,Barwon - West
3352,21702,Warrnambool - Otway Ranges
3355,20101,Ballarat
3356,20101,Ballarat
3357,20101,Ballarat
3360,20103,Maryborough - Pyrenees
3360,21702,Warrnambool - Otway Ranges
3361,20103,Maryborough - Pyrenees
3361,21501,Grampians
3361,21702,Warrnambool - Otway Ranges
3363,20102,Creswick - Daylesford - Ballan
3364,20102,Creswick - Daylesford - Ballan
3364,20202,Heathcote - Castlemaine - Kyneton
3370,20102,Creswick - Daylesford - Ballan
3370,20103,Maryborough - Pyrenees
3371,20102,Creswick - Daylesford - Ballan
3371,20103,Maryborough - Pyrenees
3373,20103,Maryborough - Pyrenees
3373,21501,Grampians
3374,21501,Grampians
3375,20103,Maryborough - Pyrenees
3375,21501,Grampians
3377,20103,Maryborough - Pyrenees
3377,21501,Grampians
3378,21501,Grampians
3379,21501,Grampians
3379,21702,Warrnambool - Otway Ranges
3380,21501,Grampians
3381,21501,Grampians
3384,20103,Maryborough - Pyrenees
3384,21501,Grampians
3385,21501,Grampians
3387,21501,Grampians
3388,21501,Grampians
3390,21501,Grampians
3391,21501,Grampians
3392,21501,Grampians
3393,21501,Grampians
3393,21503,Murray River - Swan Hill
3395,21501,Grampians
3395,21503,Murray River - Swan Hill
3396,21501,Grampians
3400,21501,Grampians
3401,21501,Grampians
3401,21701,Glenelg - Southern Grampians
3407,21701,Glenelg - Southern Grampians
3409,21501,Grampians
3412,21501,Grampians
3413,21501,Grampians
3414,21501,Grampians
3415,21501,Grampians
3418,21501,Grampians
3419,21501,Grampians
3420,21501,Grampians
3423,21501,Grampians
3424,21501,Grampians
3427,21004,Sunbury
3427,21304,Melton - Bacchus Marsh
3428,21005,Tullamarine - Broadmeadows
3429,21002,Macedon Ranges
3429,21004,Sunbury
3430,21002,Macedon Ranges
3430,21004,Sunbury
3431,21002,Macedon Ranges
3431,21004,Sunbury
3432,21002,Macedon Ranges
3433,21002,Macedon Ranges
3434,21002,Macedon Ranges
3435,20202,Heathcote - Castlemaine - Kyneton
3435,20401,Upper Goulburn Valley
3435,21002,Macedon Ranges
3437,20202,Heathcote - Castlemaine - Kyneton
3437,21002,Macedon Ranges
3438,21002,Macedon Ranges
3440,20202,Heathcote - Castlemaine - Kyneton
3440,21002,Macedon Ranges
3441,21002,Macedon Ranges
3442,20202,Heathcote - Castlemaine - Kyneton
3442,21002,Macedon Ranges
3444,20102,Creswick - Daylesford - Ballan
3444,20202,Heathcote - Castlemaine - Kyneton
3444,20401,Upper Goulburn Valley
3446,20102,Creswick - Daylesford - Ballan
3446,20202,Heathcote - Castlemaine - Kyneton
3447,20102,Creswick - Daylesford - Ballan
3447,20202,Heathcote - Castlemaine - Kyneton
3448,20202,Heathcote - Castlemaine - Kyneton
3450,20202,Heathcote - Castlemaine - Kyneton
3451,20102,Creswick - Daylesford - Ballan
3451,20202,Heathcote - Castlemaine - Kyneton
3453,20202,Heathcote - Castlemaine - Kyneton
3458,20102,Creswick - Daylesford - Ballan
3458,20202,Heathcote - Castlemaine - Kyneton
3460,20102,Creswick - Daylesford - Ballan
3461,20102,Creswick - Daylesford - Ballan
3461,20202,Heathcote - Castlemaine - Kyneton
3462,20202,Heathcote - Castlemaine - Kyneton
3463,20202,Heathcote - Castlemaine - Kyneton
3463,20203,Loddon - Elmore
3464,20103,Maryborough - Pyrenees
3465,20103,Maryborough - Pyrenees
3465,21501,Grampians
3467,20103,Maryborough - Pyrenees
3468,20103,Maryborough - Pyrenees
3469,20103,Maryborough - Pyrenees
3472,20103,Maryborough - Pyrenees
3472,20202,Heathcote - Castlemaine - Kyneton
3472,20203,Loddon - Elmore
3475,20103,Maryborough - Pyrenees
3475,20203,Loddon - Elmore
3475,21501,Grampians
3477,20103,Maryborough - Pyrenees
3477,20203,Loddon - Elmore
3477,21501,Grampians
3477,21503,Murray River - Swan Hill
3478,20103,Maryborough - Pyrenees
3478,21501,Grampians
3478,21503,Murray River - Swan Hill
3480,21501,Grampians
3480,21503,Murray River - Swan Hill
3482,21503,Murray River - Swan Hill
3483,21503,Murray River - Swan Hill
3485,21501,Grampians
3485,21503,Murray River - Swan Hill
3487,21501,Grampians
3487,21503,Murray River - Swan Hill
3488,21501,Grampians
3488,21503,Murray River - Swan Hill
3489,21501,Grampians
3489,21502,Mildura
3490,10902,Lower Murray
3490,21502,Mildura
3491,21501,Grampians
3491,21502,Mildura
3494,10902,Lower Murray
3494,21502,Mildura
3496,21502,Mildura
3498,10902,Lower Murray
3498,21502,Mildura
3500,21502,Mildura
3501,10902,Lower Murray
3501,21502,Mildura
3505,10902,Lower Murray
3505,21502,Mildura
3506,21502,Mildura
3507,21502,Mildura
3509,21502,Mildura
3512,21502,Mildura
3515,20202,Heathcote - Castlemaine - Kyneton
3515,20203,Loddon - Elmore
3516,20202,Heathcote - Castlemaine - Kyneton
3516,20203,Loddon - Elmore
3517,20203,Loddon - Elmore
3518,20203,Loddon - Elmore
3518,21503,Murray River - Swan Hill
3520,20203,Loddon - Elmore
3521,20401,Upper Goulburn Valley
3522,20401,Upper Goulburn Valley
3523,20202,Heathcote - Castlemaine - Kyneton
3523,20401,Upper Goulburn Valley
3523,21601,Campaspe
3525,20203,Loddon - Elmore
3525,21503,Murray River - Swan Hill
3527,20203,Loddon - Elmore
3527,21503,Murray River - Swan Hill
3529,21503,Murray River - Swan Hill
3530,21503,Murray River - Swan Hill
3531,21503,Murray River - Swan Hill
3533,21502,Mildura
3533,21503,Murray River - Swan Hill
3537,20203,Loddon - Elmore
3540,21503,Murray River - Swan Hill
3542,21503,Murray River - Swan Hill
3544,21503,Murray River - Swan Hill
3546,21503,Murray River - Swan Hill
3549,10902,Lower Murray
3549,21503,Murray River - Swan Hill
3550,20201,Bendigo
3551,20103,Maryborough - Pyrenees
3551,20201,Bendigo
3551,20202,Heathcote - Castlemaine - Kyneton
3551,20203,Loddon - Elmore
3551,21601,Campaspe
3555,20201,Bendigo
3556,20201,Bendigo
3556,20203,Loddon - Elmore
3557,20203,Loddon - Elmore
3557,21601,Campaspe
3558,20203,Loddon - Elmore
3558,21601,Campaspe
3559,20203,Loddon - Elmore
3559,21601,Campaspe
3561,21601,Campaspe
3562,21601,Campaspe
3563,21601,Campaspe
3564,10903,Upper Murray exc. Albury
3564,21601,Campaspe
3565,21601,Campaspe
3566,21601,Campaspe
3567,20203,Loddon - Elmore
3567,21503,Murray River - Swan Hill
3568,21503,Murray River - Swan Hill
3570,20203,Loddon - Elmore
3571,20203,Loddon - Elmore
3572,20203,Loddon - Elmore
3572,21601,Campaspe
3573,20203,Loddon - Elmore
3573,21601,Campaspe
3575,20203,Loddon - Elmore
3576,20203,Loddon - Elmore
3579,10903,Upper Murray exc. Albury
3579,20203,Loddon - Elmore
3579,21503,Murray River - Swan Hill
3580,21503,Murray River - Swan Hill
3581,21503,Murray River - Swan Hill
3583,21503,Murray River - Swan Hill
3584,21503,Murray River - Swan Hill
3585,10903,Upper Murray exc. Albury
3585,21503,Murray River - Swan Hill
3586,10903,Upper Murray exc. Albury
3586,21503,Murray River - Swan Hill
3588,21503,Murray River - Swan Hill
3589,21503,Murray River - Swan Hill
3590,21503,Murray River - Swan Hill
3591,21503,Murray River - Swan Hill
3594,21503,Murray River - Swan Hill
3595,21503,Murray River - Swan Hill
3596,21503,Murray River - Swan Hill
3597,21503,Murray River - Swan Hill
3599,21503,Murray River - Swan Hill
3607,20401,Upper Goulburn Valley
3608,20401,Upper Goulburn Valley
3608,21603,Shepparton
3610,20401,Upper Goulburn Valley
3610,21603,Shepparton
3612,20401,Upper Goulburn Valley
3612,21601,Campaspe
3614,21603,Shepparton
3616,21603,Shepparton
3617,21603,Shepparton
3618,21603,Shepparton
3620,21601,Campaspe
3620,21603,Shepparton
3621,21601,Campaspe
3622,21601,Campaspe
3623,21601,Campaspe
3623,21603,Shepparton
3624,21601,Campaspe
3629,21603,Shepparton
3630,21603,Shepparton
3631,20401,Upper Goulburn Valley
3631,21603,Shepparton
3633,21603,Shepparton
3634,21602,Moira
3634,21603,Shepparton
3635,21602,Moira
3636,21602,Moira
3637,21602,Moira
3638,21602,Moira
3639,10903,Upper Murray exc. Albury
3639,21601,Campaspe
3639,21602,Moira
3640,21602,Moira
3641,21602,Moira
3644,10903,Upper Murray exc. Albury
3644,21602,Moira
3646,20401,Upper Goulburn Valley
3646,21602,Moira
3646,21603,Shepparton
3647,21603,Shepparton
3649,21602,Moira
3658,20401,Upper Goulburn Valley
3658,20904,Whittlesea - Wallan
3659,20401,Upper Goulburn Valley
3660,20401,Upper Goulburn Valley
3662,20401,Upper Goulburn Valley
3663,20401,Upper Goulburn Valley
3664,20401,Upper Goulburn Valley
3665,20401,Upper Goulburn Valley
3666,20401,Upper Goulburn Valley
3669,20401,Upper Goulburn Valley
3669,20402,Wangaratta - Benalla
3669,21603,Shepparton
3670,20402,Wangaratta - Benalla
3672,20402,Wangaratta - Benalla
3673,20402,Wangaratta - Benalla
3675,20402,Wangaratta - Benalla
3675,21602,Moira
3677,20402,Wangaratta - Benalla
3678,20402,Wangaratta - Benalla
3678,21602,Moira
3682,20402,Wangaratta - Benalla
3683,20403,Wodonga - Alpine
3685,20402,Wangaratta - Benalla
3685,20403,Wodonga - Alpine
3685,21602,Moira
3687,20402,Wangaratta - Benalla
3688,20403,Wodonga - Alpine
3690,20403,Wodonga - Alpine
3691,10901,Albury
3691,20403,Wodonga - Alpine
3694,10901,Albury
3694,20403,Wodonga - Alpine
3695,20403,Wodonga - Alpine
3697,20403,Wodonga - Alpine
3698,20403,Wodonga - Alpine
3699,20403,Wodonga - Alpine
3700,20403,Wodonga - Alpine
3701,20403,Wodonga - Alpine
3701,20502,Gippsland - East
3704,20403,Wodonga - Alpine
3705,20403,Wodonga - Alpine
3707,11302,Tumut - Tumbarumba
3707,20403,Wodonga - Alpine
3708,20403,Wodonga - Alpine
3709,10901,Albury
3709,11302,Tumut - Tumbarumba
3709,20403,Wodonga - Alpine
3711,20401,Upper Goulburn Valley
3712,20401,Upper Goulburn Valley
3713,20401,Upper Goulburn Valley
3714,20401,Upper Goulburn Valley
3715,20401,Upper Goulburn Valley
3717,20401,Upper Goulburn Valley
3718,20401,Upper Goulburn Valley
3719,20401,Upper Goulburn Valley
3720,20401,Upper Goulburn Valley
3722,20401,Upper Goulburn Valley
3723,20401,Upper Goulburn Valley
3723,20402,Wangaratta - Benalla
3725,20402,Wangaratta - Benalla
3726,20402,Wangaratta - Benalla
3727,21602,Moira
3728,21602,Moira
3730,21602,Moira
3732,20402,Wangaratta - Benalla
3733,20402,Wangaratta - Benalla
3735,20402,Wangaratta - Benalla
3737,20403,Wodonga - Alpine
3738,20403,Wodonga - Alpine
3739,20403,Wodonga - Alpine
3740,20403,Wodonga - Alpine
3741,20403,Wodonga - Alpine
3744,20403,Wodonga - Alpine
3746,20402,Wangaratta - Benalla
3747,20402,Wangaratta - Benalla
3747,20403,Wodonga - Alpine
3749,20403,Wodonga - Alpine
3750,20904,Whittlesea - Wallan
3751,20904,Whittlesea - Wallan
3752,20904,Whittlesea - Wallan
3753,20904,Whittlesea - Wallan
3754,20903,Nillumbik - Kinglake
3754,20904,Whittlesea - Wallan
3755,20903,Nillumbik - Kinglake
3755,20904,Whittlesea - Wallan
3756,20904,Whittlesea - Wallan
3756,21002,Macedon Ranges
3757,20903,Nillumbik - Kinglake
3757,20904,Whittlesea - Wallan
3758,20904,Whittlesea - Wallan
3759,20903,Nillumbik - Kinglake
3760,20903,Nillumbik - Kinglake
3761,20903,Nillumbik - Kinglake
3762,20904,Whittlesea - Wallan
3762,21002,Macedon Ranges
3763,20903,Nillumbik - Kinglake
3764,20401,Upper Goulburn Valley
3764,21002,Macedon Ranges
3765,21105,Yarra Ranges
3766,21105,Yarra Ranges
3767,21105,Yarra Ranges
3770,21105,Yarra Ranges
3775,20903,Nillumbik - Kinglake
3775,21105,Yarra Ranges
3777,20903,Nillumbik - Kinglake
3777,21105,Yarra Ranges
3778,20401,Upper Goulburn Valley
3779,20401,Upper Goulburn Valley
3781,21201,Cardinia
3782,21105,Yarra Ranges
3782,21201,Cardinia
3783,21201,Cardinia
3785,21105,Yarra Ranges
3786,21105,Yarra Ranges
3787,21101,Knox
3787,21105,Yarra Ranges
3788,21105,Yarra Ranges
3789,21105,Yarra Ranges
3791,21105,Yarra Ranges
3792,21105,Yarra Ranges
3793,21105,Yarra Ranges
3795,21105,Yarra Ranges
3796,21105,Yarra Ranges
3797,21105,Yarra Ranges
3799,20401,Upper Goulburn Valley
3799,21105,Yarra Ranges
3800,21205,Monash
3802,21202,Casey - North
3803,21202,Casey - North
3804,21105,Yarra Ranges
3804,21202,Casey - North
3805,21202,Casey - North
3805,21203,Casey - South
3806,21202,Casey - North
3807,21201,Cardinia
3807,21202,Casey - North
3808,21201,Cardinia
3809,21201,Cardinia
3810,21201,Cardinia
3812,21201,Cardinia
3813,21201,Cardinia
3814,21201,Cardinia
3815,21201,Cardinia
3816,20501,Baw Baw
3816,21201,Cardinia
3818,20501,Baw Baw
3820,20501,Baw Baw
3821,20501,Baw Baw
3822,20501,Baw Baw
3823,20501,Baw Baw
3824,20501,Baw Baw
3825,20501,Baw Baw
3825,20504,Latrobe Valley
3831,20501,Baw Baw
3832,20501,Baw Baw
3833,20501,Baw Baw
3833,21105,Yarra Ranges
3835,20501,Baw Baw
3835,20503,Gippsland - South West
3840,20504,Latrobe Valley
3842,20504,Latrobe Valley
3844,20504,Latrobe Valley
3844,20505,Wellington
3847,20505,Wellington
3850,20505,Wellington
3851,20505,Wellington
3852,20505,Wellington
3854,20504,Latrobe Valley
3854,20505,Wellington
3856,20504,Latrobe Valley
3856,20505,Wellington
3857,20504,Latrobe Valley
3857,20505,Wellington
3858,20505,Wellington
3859,20505,Wellington
3860,20505,Wellington
3862,20502,Gippsland - East
3862,20505,Wellington
3864,20502,Gippsland - East
3865,20502,Gippsland - East
3869,20504,Latrobe Valley
3870,20503,Gippsland - South West
3870,20504,Latrobe Valley
3870,20505,Wellington
3871,20501,Baw Baw
3871,20503,Gippsland - South West
3871,20504,Latrobe Valley
3873,20505,Wellington
3874,20505,Wellington
3875,20502,Gippsland - East
3878,20502,Gippsland - East
3880,20502,Gippsland - East
3880,20505,Wellington
3882,20502,Gippsland - East
