postcode,electorate,2016_score,2015_score,2014_score,2013_score,2012_score,2011_score
5451,Wakefield,4,4,4,4,4.2,4.2
5452,Wakefield,4,4,4,4,4.2,4.2
5453,Wakefield,4,4,4,4,4.2,4.2
5454,Grey,6.3,6.5,6.5,6.5,6.3,6.3
5455,Wakefield,4,4,4,4,4.2,4.2
5460,Wakefield,4,4,4,4,4.2,4.2
5461,Wakefield,4,4,4,4,4.2,4.2
5462,Grey,6.3,6.5,6.5,6.5,6.3,6.3
5464,Grey,6.3,6.5,6.5,6.5,6.3,6.3
5470,Grey,6.3,6.5,6.5,6.5,6.3,6.3
5471,Grey,6.3,6.5,6.5,6.5,6.3,6.3
5472,Grey,6.3,6.5,6.5,6.5,6.3,6.3
5473,Grey,6.3,6.5,6.5,6.5,6.3,6.3
5480,Grey,6.3,6.5,6.5,6.5,6.3,6.3
5481,Grey,6.3,6.5,6.5,6.5,6.3,6.3
5482,Grey,6.3,6.5,6.5,6.5,6.3,6.3
5483,Grey,6.3,6.5,6.5,6.5,6.3,6.3
5485,Grey,6.3,6.5,6.5,6.5,6.3,6.3
5490,Grey,6.3,6.5,6.5,6.5,6.3,6.3
5491,Grey,6.3,6.5,6.5,6.5,6.3,6.3
5493,Grey,6.3,6.5,6.5,6.5,6.3,6.3
5495,Grey,6.3,6.5,6.5,6.5,6.3,6.3
5501,Wakefield,4,4,4,4,4.2,4.2
5502,Wakefield,4,4,4,4,4.2,4.2
5510,Grey,6.3,6.5,6.5,6.5,6.3,6.3
5520,Grey,6.3,6.5,6.5,6.5,6.3,6.3
5521,Grey,6.3,6.5,6.5,6.5,6.3,6.3
5522,Grey,6.3,6.5,6.5,6.5,6.3,6.3
5523,Grey,6.3,6.5,6.5,6.5,6.3,6.3
5540,Grey,6.3,6.5,6.5,6.5,6.3,6.3
5550,Wakefield,4,4,4,4,4.2,4.2
5552,Grey,6.3,6.5,6.5,6.5,6.3,6.3
5554,Grey,6.3,6.5,6.5,6.5,6.3,6.3
5555,Grey,6.3,6.5,6.5,6.5,6.3,6.3
5556,Grey,6.3,6.5,6.5,6.5,6.3,6.3
5558,Grey,6.3,6.5,6.5,6.5,6.3,6.3
5560,Grey,6.3,6.5,6.5,6.5,6.3,6.3
5570,Grey,6.3,6.5,6.5,6.5,6.3,6.3
5571,Grey,6.3,6.5,6.5,6.5,6.3,6.3
5572,Grey,6.3,6.5,6.5,6.5,6.3,6.3
5573,Grey,6.3,6.5,6.5,6.5,6.3,6.3
5575,Grey,6.3,6.5,6.5,6.5,6.3,6.3
5576,Grey,6.3,6.5,6.5,6.5,6.3,6.3
5577,Grey,6.3,6.5,6.5,6.5,6.3,6.3
5580,Grey,6.3,6.5,6.5,6.5,6.3,6.3
5581,Grey,6.3,6.5,6.5,6.5,6.3,6.3
5582,Grey,6.3,6.5,6.5,6.5,6.3,6.3
5583,Grey,6.3,6.5,6.5,6.5,6.3,6.3
5600,Grey,6.3,6.5,6.5,6.5,6.3,6.3
5601,Grey,6.3,6.5,6.5,6.5,6.3,6.3
5602,Grey,6.3,6.5,6.5,6.5,6.3,6.3
5603,Grey,6.3,6.5,6.5,6.5,6.3,6.3
5604,Grey,6.3,6.5,6.5,6.5,6.3,6.3
5605,Grey,6.3,6.5,6.5,6.5,6.3,6.3
5606,Grey,6.3,6.5,6.5,6.5,6.3,6.3
5607,Grey,6.3,6.5,6.5,6.5,6.3,6.3
5608,Grey,6.3,6.5,6.5,6.5,6.3,6.3
5609,Grey,6.3,6.5,6.5,6.5,6.3,6.3
5630,Grey,6.3,6.5,6.5,6.5,6.3,6.3
5631,Grey,6.3,6.5,6.5,6.5,6.3,6.3
5632,Grey,6.3,6.5,6.5,6.5,6.3,6.3
5633,Grey,6.3,6.5,6.5,6.5,6.3,6.3
5640,Grey,6.3,6.5,6.5,6.5,6.3,6.3
5641,Grey,6.3,6.5,6.5,6.5,6.3,6.3
5642,Grey,6.3,6.5,6.5,6.5,6.3,6.3
5650,Grey,6.3,6.5,6.5,6.5,6.3,6.3
5651,Grey,6.3,6.5,6.5,6.5,6.3,6.3
5652,Grey,6.3,6.5,6.5,6.5,6.3,6.3
5653,Grey,6.3,6.5,6.5,6.5,6.3,6.3
5654,Grey,6.3,6.5,6.5,6.5,6.3,6.3
5655,Grey,6.3,6.5,6.5,6.5,6.3,6.3
5660,Grey,6.3,6.5,6.5,6.5,6.3,6.3
5661,Grey,6.3,6.5,6.5,6.5,6.3,6.3
5670,Grey,6.3,6.5,6.5,6.5,6.3,6.3
5671,Grey,6.3,6.5,6.5,6.5,6.3,6.3
5680,Grey,6.3,6.5,6.5,6.5,6.3,6.3
5690,Grey,6.3,6.5,6.5,6.5,6.3,6.3
5700,Grey,6.3,6.5,6.5,6.5,6.3,6.3
5710,Grey,6.3,6.5,6.5,6.5,6.3,6.3
5720,Grey,6.3,6.5,6.5,6.5,6.3,6.3
5722,Grey,6.3,6.5,6.5,6.5,6.3,6.3
5723,Grey,6.3,6.5,6.5,6.5,6.3,6.3
5724,Grey,6.3,6.5,6.5,6.5,6.3,6.3
5725,Grey,6.3,6.5,6.5,6.5,6.3,6.3
5730,Grey,6.3,6.5,6.5,6.5,6.3,6.3
5731,Grey,6.3,6.5,6.5,6.5,6.3,6.3
5732,Grey,6.3,6.5,6.5,6.5,6.3,6.3
5733,Grey,6.3,6.5,6.5,6.5,6.3,6.3
5734,Grey,6.3,6.5,6.5,6.5,6.3,6.3
5950,Hindmarsh,4,6.5,6.5,6.5,4.2,4.2
6000,Perth,4,4,4,4,4.2,4.2
6003,Perth,4,4,4,4,4.2,4.2
6004,Perth,4,4,4,4,4.2,4.2
6005,Curtin,6.3,6.5,6.5,6.5,6.3,6.3
6005,Perth,4,4,4,4,4.2,4.2
6006,Curtin,6.3,6.5,6.5,6.5,6.3,6.3
6006,Perth,4,4,4,4,4.2,4.2
6007,Curtin,6.3,6.5,6.5,6.5,6.3,6.3
6008,Curtin,6.3,6.5,6.5,6.5,6.3,6.3
6009,Curtin,6.3,6.5,6.5,6.5,6.3,6.3
6010,Curtin,6.3,6.5,6.5,6.5,6.3,6.3
6011,Curtin,6.3,6.5,6.5,6.5,6.3,6.3
6012,Curtin,6.3,6.5,6.5,6.5,6.3,6.3
6014,Curtin,6.3,6.5,6.5,6.5,6.3,6.3
6015,Curtin,6.3,6.5,6.5,6.5,6.3,6.3
6016,Curtin,6.3,6.5,6.5,6.5,6.3,6.3
6017,Curtin,6.3,6.5,6.5,6.5,6.3,6.3
6017,Stirling,6.3,6.5,6.5,6.5,6.3,6.3
6018,Curtin,6.3,6.5,6.5,6.5,6.3,6.3
6018,Stirling,6.3,6.5,6.5,6.5,6.3,6.3
6019,Curtin,6.3,6.5,6.5,6.5,6.3,6.3
6019,Stirling,6.3,6.5,6.5,6.5,6.3,6.3
6020,Moore,6.3,6.5,6.5,6.5,6.3,6.3
6020,Stirling,6.3,6.5,6.5,6.5,6.3,6.3
6021,Stirling,6.3,6.5,6.5,6.5,6.3,6.3
6022,Stirling,6.3,6.5,6.5,6.5,6.3,6.3
6023,Moore,6.3,6.5,6.5,6.5,6.3,6.3
6024,Cowan,4,6.5,6.5,6.5,6.3,6.3
6025,Moore,6.3,6.5,6.5,6.5,6.3,6.3
6026,Cowan,4,6.5,6.5,6.5,6.3,6.3
6027,Moore,6.3,6.5,6.5,6.5,6.3,6.3
6028,Moore,6.3,6.5,6.5,6.5,6.3,6.3
6029,Stirling,6.3,6.5,6.5,6.5,6.3,6.3
6030,Pearce,6.3,6.5,6.5,6.5,6.3,6.3
6031,Cowan,4,6.5,6.5,6.5,6.3,6.3
6031,Pearce,6.3,6.5,6.5,6.5,6.3,6.3
6032,Pearce,6.3,6.5,6.5,6.5,6.3,6.3
6033,Pearce,6.3,6.5,6.5,6.5,6.3,6.3
6035,Pearce,6.3,6.5,6.5,6.5,6.3,6.3
6036,Pearce,6.3,6.5,6.5,6.5,6.3,6.3
6037,Pearce,6.3,6.5,6.5,6.5,6.3,6.3
6038,Pearce,6.3,6.5,6.5,6.5,6.3,6.3
6041,Pearce,6.3,6.5,6.5,6.5,6.3,6.3
6042,Pearce,6.3,6.5,6.5,6.5,6.3,6.3
6043,Pearce,6.3,6.5,6.5,6.5,6.3,6.3
6044,Pearce,6.3,6.5,6.5,6.5,6.3,6.3
6050,Perth,4,4,4,4,4.2,4.2
6051,Perth,4,4,4,4,4.2,4.2
6052,Perth,4,4,4,4,4.2,4.2
6053,Perth,4,4,4,4,4.2,4.2
6054,Perth,4,4,4,4,4.2,4.2
6055,Hasluck,6.3,6.5,6.5,6.5,6.3,6.3
6055,Pearce,6.3,6.5,6.5,6.5,6.3,6.3
6056,Hasluck,6.3,6.5,6.5,6.5,6.3,6.3
6056,Pearce,6.3,6.5,6.5,6.5,6.3,6.3
6057,Hasluck,6.3,6.5,6.5,6.5,6.3,6.3
6058,Hasluck,6.3,6.5,6.5,6.5,6.3,6.3
6059,Cowan,4,6.5,6.5,6.5,6.3,6.3
6059,Perth,4,4,4,4,4.2,4.2
6059,Stirling,6.3,6.5,6.5,6.5,6.3,6.3
6060,Curtin,6.3,6.5,6.5,6.5,6.3,6.3
6060,Perth,4,4,4,4,4.2,4.2
6060,Stirling,6.3,6.5,6.5,6.5,6.3,6.3
6061,Stirling,6.3,6.5,6.5,6.5,6.3,6.3
6062,Cowan,4,6.5,6.5,6.5,6.3,6.3
6062,Perth,4,4,4,4,4.2,4.2
6063,Perth,4,4,4,4,4.2,4.2
6064,Cowan,4,6.5,6.5,6.5,6.3,6.3
6065,Cowan,4,6.5,6.5,6.5,6.3,6.3
6065,Pearce,6.3,6.5,6.5,6.5,6.3,6.3
6066,Cowan,4,6.5,6.5,6.5,6.3,6.3
6067,Cowan,4,6.5,6.5,6.5,6.3,6.3
6069,Pearce,6.3,6.5,6.5,6.5,6.3,6.3
6070,Pearce,6.3,6.5,6.5,6.5,6.3,6.3
6071,Pearce,6.3,6.5,6.5,6.5,6.3,6.3
6072,Pearce,6.3,6.5,6.5,6.5,6.3,6.3
6073,Pearce,6.3,6.5,6.5,6.5,6.3,6.3
6074,Pearce,6.3,6.5,6.5,6.5,6.3,6.3
6076,Hasluck,6.3,6.5,6.5,6.5,6.3,6.3
6076,Pearce,6.3,6.5,6.5,6.5,6.3,6.3
6081,Pearce,6.3,6.5,6.5,6.5,6.3,6.3
6082,Pearce,6.3,6.5,6.5,6.5,6.3,6.3
6083,Pearce,6.3,6.5,6.5,6.5,6.3,6.3
6084,Pearce,6.3,6.5,6.5,6.5,6.3,6.3
6090,Cowan,4,6.5,6.5,6.5,6.3,6.3
6100,Swan,6.3,6.5,6.5,6.5,6.3,6.3
6101,Swan,6.3,6.5,6.5,6.5,6.3,6.3
6102,Swan,6.3,6.5,6.5,6.5,6.3,6.3
6103,Swan,6.3,6.5,6.5,6.5,6.3,6.3
6104,Swan,6.3,6.5,6.5,6.5,6.3,6.3
6105,Swan,6.3,6.5,6.5,6.5,6.3,6.3
6107,Hasluck,6.3,6.5,6.5,6.5,6.3,6.3
6107,Swan,6.3,6.5,6.5,6.5,6.3,6.3
6108,Canning,6.3,6.5,6.5,6.5,6.3,6.3
6108,Hasluck,6.3,6.5,6.5,6.5,6.3,6.3
6109,Hasluck,6.3,6.5,6.5,6.5,6.3,6.3
6110,Canning,6.3,6.5,6.5,6.5,6.3,6.3
6110,Hasluck,6.3,6.5,6.5,6.5,6.3,6.3
6111,Canning,6.3,6.5,6.5,6.5,6.3,6.3
6112,Canning,6.3,6.5,6.5,6.5,6.3,6.3
6121,Canning,6.3,6.5,6.5,6.5,6.3,6.3
6122,Canning,6.3,6.5,6.5,6.5,6.3,6.3
6123,Canning,6.3,6.5,6.5,6.5,6.3,6.3
6124,Canning,6.3,6.5,6.5,6.5,6.3,6.3
6125,Canning,6.3,6.5,6.5,6.5,6.3,6.3
6126,Canning,6.3,6.5,6.5,6.5,6.3,6.3
6147,Tangney,6.3,6.5,6.5,6.5,6.3,6.3
6148,Tangney,6.3,6.5,6.5,6.5,6.3,6.3
6149,Tangney,6.3,6.5,6.5,6.5,6.3,6.3
6150,Tangney,6.3,6.5,6.5,6.5,6.3,6.3
6151,Swan,6.3,6.5,6.5,6.5,6.3,6.3
6152,Swan,6.3,6.5,6.5,6.5,6.3,6.3
6153,Tangney,6.3,6.5,6.5,6.5,6.3,6.3
6154,Tangney,6.3,6.5,6.5,6.5,6.3,6.3
6155,Canning,6.3,6.5,6.5,6.5,6.3,6.3
6155,Tangney,6.3,6.5,6.5,6.5,6.3,6.3
6156,Fremantle,4,4,4,4,4.2,4.2
6156,Tangney,6.3,6.5,6.5,6.5,6.3,6.3
6157,Fremantle,4,4,4,4,4.2,4.2
6158,Fremantle,4,4,4,4,4.2,4.2
6159,Fremantle,4,4,4,4,4.2,4.2
6160,Fremantle,4,4,4,4,4.2,4.2
6161,Fremantle,4,4,4,4,4.2,4.2
6162,Fremantle,4,4,4,4,4.2,4.2
6163,Fremantle,4,4,4,4,4.2,4.2
6163,Tangney,6.3,6.5,6.5,6.5,6.3,6.3
6164,Fremantle,4,4,4,4,4.2,4.2
6165,Brand,4,4,4,4,4.2,4.2
6166,Fremantle,4,4,4,4,4.2,4.2
6167,Brand,4,4,4,4,4.2,4.2
6168,Brand,4,4,4,4,4.2,4.2
6169,Brand,4,4,4,4,4.2,4.2
6170,Brand,4,4,4,4,4.2,4.2
6171,Brand,4,4,4,4,4.2,4.2
6172,Brand,4,4,4,4,4.2,4.2
6173,Brand,4,4,4,4,4.2,4.2
6174,Brand,4,4,4,4,4.2,4.2
6175,Brand,4,4,4,4,4.2,4.2
6176,Brand,4,4,4,4,4.2,4.2
6207,Canning,6.3,6.5,6.5,6.5,6.3,6.3
6208,Canning,6.3,6.5,6.5,6.5,6.3,6.3
6210,Brand,4,4,4,4,4.2,4.2
6210,Canning,6.3,6.5,6.5,6.5,6.3,6.3
6213,Canning,6.3,6.5,6.5,6.5,6.3,6.3
6214,Canning,6.3,6.5,6.5,6.5,6.3,6.3
6215,Canning,6.3,6.5,6.5,6.5,6.3,6.3
6218,Forrest,6.3,6.5,6.5,6.5,6.3,6.3
6220,Forrest,6.3,6.5,6.5,6.5,6.3,6.3
6221,Forrest,6.3,6.5,6.5,6.5,6.3,6.3
6223,Forrest,6.3,6.5,6.5,6.5,6.3,6.3
6224,Forrest,6.3,6.5,6.5,6.5,6.3,6.3
6225,Forrest,6.3,6.5,6.5,6.5,6.3,6.3
6226,Forrest,6.3,6.5,6.5,6.5,6.3,6.3
6227,Forrest,6.3,6.5,6.5,6.5,6.3,6.3
6228,Forrest,6.3,6.5,6.5,6.5,6.3,6.3
6229,Forrest,6.3,6.5,6.5,6.5,6.3,6.3
6230,Forrest,6.3,6.5,6.5,6.5,6.3,6.3
6232,Forrest,6.3,6.5,6.5,6.5,6.3,6.3
6233,Forrest,6.3,6.5,6.5,6.5,6.3,6.3
6236,Forrest,6.3,6.5,6.5,6.5,6.3,6.3
6237,Forrest,6.3,6.5,6.5,6.5,6.3,6.3
6239,Forrest,6.3,6.5,6.5,6.5,6.3,6.3
6240,Forrest,6.3,6.5,6.5,6.5,6.3,6.3
6243,Forrest,6.3,6.5,6.5,6.5,6.3,6.3
6244,O'Connor,6.3,6.5,6.5,6.5,6.1,6.1
6251,Forrest,6.3,6.5,6.5,6.5,6.3,6.3
6252,Forrest,6.3,6.5,6.5,6.5,6.3,6.3
6253,Forrest,6.3,6.5,6.5,6.5,6.3,6.3
6254,Forrest,6.3,6.5,6.5,6.5,6.3,6.3
6255,Forrest,6.3,6.5,6.5,6.5,6.3,6.3
6256,Forrest,6.3,6.5,6.5,6.5,6.3,6.3
6258,Forrest,6.3,6.5,6.5,6.5,6.3,6.3
6260,Forrest,6.3,6.5,6.5,6.5,6.3,6.3
6262,Forrest,6.3,6.5,6.5,6.5,6.3,6.3
6271,Forrest,6.3,6.5,6.5,6.5,6.3,6.3
6275,Forrest,6.3,6.5,6.5,6.5,6.3,6.3
6280,Forrest,6.3,6.5,6.5,6.5,6.3,6.3
6281,Forrest,6.3,6.5,6.5,6.5,6.3,6.3
6282,Forrest,6.3,6.5,6.5,6.5,6.3,6.3
6284,Forrest,6.3,6.5,6.5,6.5,6.3,6.3
6285,Forrest,6.3,6.5,6.5,6.5,6.3,6.3
6286,Forrest,6.3,6.5,6.5,6.5,6.3,6.3
6288,Forrest,6.3,6.5,6.5,6.5,6.3,6.3
6290,Forrest,6.3,6.5,6.5,6.5,6.3,6.3
6302,Pearce,6.3,6.5,6.5,6.5,6.3,6.3
6304,Pearce,6.3,6.5,6.5,6.5,6.3,6.3
6306,O'Connor,6.3,6.5,6.5,6.5,6.1,6.1
6306,Pearce,6.3,6.5,6.5,6.5,6.3,6.3
6308,Pearce,6.3,6.5,6.5,6.5,6.3,6.3
6309,Pearce,6.3,6.5,6.5,6.5,6.3,6.3
6311,Pearce,6.3,6.5,6.5,6.5,6.3,6.3
6312,Pearce,6.3,6.5,6.5,6.5,6.3,6.3
6313,Pearce,6.3,6.5,6.5,6.5,6.3,6.3
6315,O'Connor,6.3,6.5,6.5,6.5,6.1,6.1
6316,O'Connor,6.3,6.5,6.5,6.5,6.1,6.1
6317,O'Connor,6.3,6.5,6.5,6.5,6.1,6.1
6318,O'Connor,6.3,6.5,6.5,6.5,6.1,6.1
6320,O'Connor,6.3,6.5,6.5,6.5,6.1,6.1
6321,O'Connor,6.3,6.5,6.5,6.5,6.1,6.1
6322,O'Connor,6.3,6.5,6.5,6.5,6.1,6.1
6323,O'Connor,6.3,6.5,6.5,6.5,6.1,6.1
6324,O'Connor,6.3,6.5,6.5,6.5,6.1,6.1
6326,O'Connor,6.3,6.5,6.5,6.5,6.1,6.1
6327,O'Connor,6.3,6.5,6.5,6.5,6.1,6.1
6328,O'Connor,6.3,6.5,6.5,6.5,6.1,6.1
6330,O'Connor,6.3,6.5,6.5,6.5,6.1,6.1
6333,O'Connor,6.3,6.5,6.5,6.5,6.1,6.1
6335,O'Connor,6.3,6.5,6.5,6.5,6.1,6.1
6336,O'Connor,6.3,6.5,6.5,6.5,6.1,6.1
6337,O'Connor,6.3,6.5,6.5,6.5,6.1,6.1
6338,O'Connor,6.3,6.5,6.5,6.5,6.1,6.1
6341,O'Connor,6.3,6.5,6.5,6.5,6.1,6.1
6343,O'Connor,6.3,6.5,6.5,6.5,6.1,6.1
6346,O'Connor,6.3,6.5,6.5,6.5,6.1,6.1
6348,O'Connor,6.3,6.5,6.5,6.5,6.1,6.1
6350,O'Connor,6.3,6.5,6.5,6.5,6.1,6.1
6351,O'Connor,6.3,6.5,6.5,6.5,6.1,6.1
6352,O'Connor,6.3,6.5,6.5,6.5,6.1,6.1
6353,O'Connor,6.3,6.5,6.5,6.5,6.1,6.1
6355,O'Connor,6.3,6.5,6.5,6.5,6.1,6.1
6356,O'Connor,6.3,6.5,6.5,6.5,6.1,6.1
6357,O'Connor,6.3,6.5,6.5,6.5,6.1,6.1
6358,O'Connor,6.3,6.5,6.5,6.5,6.1,6.1
6359,O'Connor,6.3,6.5,6.5,6.5,6.1,6.1
6361,O'Connor,6.3,6.5,6.5,6.5,6.1,6.1
6363,O'Connor,6.3,6.5,6.5,6.5,6.1,6.1
6365,O'Connor,6.3,6.5,6.5,6.5,6.1,6.1
6367,O'Connor,6.3,6.5,6.5,6.5,6.1,6.1
6368,O'Connor,6.3,6.5,6.5,6.5,6.1,6.1
6369,O'Connor,6.3,6.5,6.5,6.5,6.1,6.1
6370,O'Connor,6.3,6.5,6.5,6.5,6.1,6.1
6372,O'Connor,6.3,6.5,6.5,6.5,6.1,6.1
6373,O'Connor,6.3,6.5,6.5,6.5,6.1,6.1
6375,O'Connor,6.3,6.5,6.5,6.5,6.1,6.1
6383,O'Connor,6.3,6.5,6.5,6.5,6.1,6.1
6384,O'Connor,6.3,6.5,6.5,6.5,6.1,6.1
6385,O'Connor,6.3,6.5,6.5,6.5,6.1,6.1
6386,O'Connor,6.3,6.5,6.5,6.5,6.1,6.1
6390,Pearce,6.3,6.5,6.5,6.5,6.3,6.3
6391,Pearce,6.3,6.5,6.5,6.5,6.3,6.3
6392,O'Connor,6.3,6.5,6.5,6.5,6.1,6.1
6393,O'Connor,6.3,6.5,6.5,6.5,6.1,6.1
6394,O'Connor,6.3,6.5,6.5,6.5,6.1,6.1
6395,O'Connor,6.3,6.5,6.5,6.5,6.1,6.1
6396,O'Connor,6.3,6.5,6.5,6.5,6.1,6.1
6397,O'Connor,6.3,6.5,6.5,6.5,6.1,6.1
6398,Forrest,6.3,6.5,6.5,6.5,6.3,6.3
6401,Pearce,6.3,6.5,6.5,6.5,6.3,6.3
6403,Pearce,6.3,6.5,6.5,6.5,6.3,6.3
6405,O'Connor,6.3,6.5,6.5,6.5,6.1,6.1
6407,O'Connor,6.3,6.5,6.5,6.5,6.1,6.1
6409,O'Connor,6.3,6.5,6.5,6.5,6.1,6.1
6410,O'Connor,6.3,6.5,6.5,6.5,6.1,6.1
6411,O'Connor,6.3,6.5,6.5,6.5,6.1,6.1
6412,Kalgoorlie,0,0,0,0,0,0
6413,Kalgoorlie,0,0,0,0,0,0
6414,Kalgoorlie,0,0,0,0,0,0
6415,Kalgoorlie,0,0,0,0,0,0
6417,O'Connor,6.3,6.5,6.5,6.5,6.1,6.1
6418,O'Connor,6.3,6.5,6.5,6.5,6.1,6.1
6419,O'Connor,6.3,6.5,6.5,6.5,6.1,6.1
6420,Kalgoorlie,0,0,0,0,0,0
6421,Kalgoorlie,0,0,0,0,0,0
6422,Kalgoorlie,0,0,0,0,0,0
6423,Kalgoorlie,0,0,0,0,0,0
6424,Kalgoorlie,0,0,0,0,0,0
6425,Kalgoorlie,0,0,0,0,0,0
6426,Kalgoorlie,0,0,0,0,0,0
6427,Kalgoorlie,0,0,0,0,0,0
6428,O'Connor,6.3,6.5,6.5,6.5,6.1,6.1
6429,Kalgoorlie,0,0,0,0,0,0
6430,Kalgoorlie,0,0,0,0,0,0
6432,Kalgoorlie,0,0,0,0,0,0
6434,Kalgoorlie,0,0,0,0,0,0
6436,Kalgoorlie,0,0,0,0,0,0
6437,Kalgoorlie,0,0,0,0,0,0
6438,Kalgoorlie,0,0,0,0,0,0
6439,Kalgoorlie,0,0,0,0,0,0
6440,Kalgoorlie,0,0,0,0,0,0
6442,Kalgoorlie,0,0,0,0,0,0
6443,Kalgoorlie,0,0,0,0,0,0
6444,Kalgoorlie,0,0,0,0,0,0
6445,Kalgoorlie,0,0,0,0,0,0
6446,Kalgoorlie,0,0,0,0,0,0
6447,Kalgoorlie,0,0,0,0,0,0
6450,Kalgoorlie,0,0,0,0,0,0
6450,O'Connor,6.3,6.5,6.5,6.5,6.1,6.1
6452,Kalgoorlie,0,0,0,0,0,0
6460,O'Connor,6.3,6.5,6.5,6.5,6.1,6.1
6461,O'Connor,6.3,6.5,6.5,6.5,6.1,6.1
6462,O'Connor,6.3,6.5,6.5,6.5,6.1,6.1
6463,O'Connor,6.3,6.5,6.5,6.5,6.1,6.1
6464,O'Connor,6.3,6.5,6.5,6.5,6.1,6.1
6465,O'Connor,6.3,6.5,6.5,6.5,6.1,6.1
6466,O'Connor,6.3,6.5,6.5,6.5,6.1,6.1
6467,O'Connor,6.3,6.5,6.5,6.5,6.1,6.1
6468,O'Connor,6.3,6.5,6.5,6.5,6.1,6.1
6470,O'Connor,6.3,6.5,6.5,6.5,6.1,6.1
6472,O'Connor,6.3,6.5,6.5,6.5,6.1,6.1
6473,O'Connor,6.3,6.5,6.5,6.5,6.1,6.1
6475,O'Connor,6.3,6.5,6.5,6.5,6.1,6.1
6476,O'Connor,6.3,6.5,6.5,6.5,6.1,6.1
6477,O'Connor,6.3,6.5,6.5,6.5,6.1,6.1
6479,O'Connor,6.3,6.5,6.5,6.5,6.1,6.1
6480,Kalgoorlie,0,0,0,0,0,0
6484,Kalgoorlie,0,0,0,0,0,0
6485,O'Connor,6.3,6.5,6.5,6.5,6.1,6.1
6487,O'Connor,6.3,6.5,6.5,6.5,6.1,6.1
6488,O'Connor,6.3,6.5,6.5,6.5,6.1,6.1
6489,O'Connor,6.3,6.5,6.5,6.5,6.1,6.1
6490,O'Connor,6.3,6.5,6.5,6.5,6.1,6.1
6501,Pearce,6.3,6.5,6.5,6.5,6.3,6.3
6502,Pearce,6.3,6.5,6.5,6.5,6.3,6.3
6503,Pearce,6.3,6.5,6.5,6.5,6.3,6.3
6504,Pearce,6.3,6.5,6.5,6.5,6.3,6.3
6505,Pearce,6.3,6.5,6.5,6.5,6.3,6.3
6506,O'Connor,6.3,6.5,6.5,6.5,6.1,6.1
6507,O'Connor,6.3,6.5,6.5,6.5,6.1,6.1
6509,O'Connor,6.3,6.5,6.5,6.5,6.1,6.1
6510,O'Connor,6.3,6.5,6.5,6.5,6.1,6.1
6511,O'Connor,6.3,6.5,6.5,6.5,6.1,6.1
6512,O'Connor,6.3,6.5,6.5,6.5,6.1,6.1
6513,O'Connor,6.3,6.5,6.5,6.5,6.1,6.1
6514,O'Connor,6.3,6.5,6.5,6.5,6.1,6.1
6515,O'Connor,6.3,6.5,6.5,6.5,6.1,6.1
6516,O'Connor,6.3,6.5,6.5,6.5,6.1,6.1
6517,O'Connor,6.3,6.5,6.5,6.5,6.1,6.1
6518,O'Connor,6.3,6.5,6.5,6.5,6.1,6.1
6519,O'Connor,6.3,6.5,6.5,6.5,6.1,6.1
6521,O'Connor,6.3,6.5,6.5,6.5,6.1,6.1
6522,O'Connor,6.3,6.5,6.5,6.5,6.1,6.1
6525,O'Connor,6.3,6.5,6.5,6.5,6.1,6.1
6528,O'Connor,6.3,6.5,6.5,6.5,6.1,6.1
6530,O'Connor,6.3,6.5,6.5,6.5,6.1,6.1
6532,Kalgoorlie,0,0,0,0,0,0
6532,O'Connor,6.3,6.5,6.5,6.5,6.1,6.1
6535,Kalgoorlie,0,0,0,0,0,0
6536,Kalgoorlie,0,0,0,0,0,0
6537,Kalgoorlie,0,0,0,0,0,0
6556,Pearce,6.3,6.5,6.5,6.5,6.3,6.3
6558,Pearce,6.3,6.5,6.5,6.5,6.3,6.3
6560,Pearce,6.3,6.5,6.5,6.5,6.3,6.3
6562,Pearce,6.3,6.5,6.5,6.5,6.3,6.3
6564,Pearce,6.3,6.5,6.5,6.5,6.3,6.3
6566,Pearce,6.3,6.5,6.5,6.5,6.3,6.3
6567,Pearce,6.3,6.5,6.5,6.5,6.3,6.3
6568,O'Connor,6.3,6.5,6.5,6.5,6.1,6.1
6569,O'Connor,6.3,6.5,6.5,6.5,6.1,6.1
6571,O'Connor,6.3,6.5,6.5,6.5,6.1,6.1
6572,O'Connor,6.3,6.5,6.5,6.5,6.1,6.1
6574,O'Connor,6.3,6.5,6.5,6.5,6.1,6.1
6575,O'Connor,6.3,6.5,6.5,6.5,6.1,6.1
6603,O'Connor,6.3,6.5,6.5,6.5,6.1,6.1
6605,O'Connor,6.3,6.5,6.5,6.5,6.1,6.1
6606,O'Connor,6.3,6.5,6.5,6.5,6.1,6.1
6608,O'Connor,6.3,6.5,6.5,6.5,6.1,6.1
6609,O'Connor,6.3,6.5,6.5,6.5,6.1,6.1
6612,Kalgoorlie,0,0,0,0,0,0
6613,O'Connor,6.3,6.5,6.5,6.5,6.1,6.1
6614,O'Connor,6.3,6.5,6.5,6.5,6.1,6.1
6616,O'Connor,6.3,6.5,6.5,6.5,6.1,6.1
6618,O'Connor,6.3,6.5,6.5,6.5,6.1,6.1
6620,O'Connor,6.3,6.5,6.5,6.5,6.1,6.1
6623,O'Connor,6.3,6.5,6.5,6.5,6.1,6.1
6625,O'Connor,6.3,6.5,6.5,6.5,6.1,6.1
6627,O'Connor,6.3,6.5,6.5,6.5,6.1,6.1
6628,Kalgoorlie,0,0,0,0,0,0
