"postcode","total_tax","num_individuals","mean_tax_000s","year"
3114,211148630,2471,85.451,"2014"
3115,200983775,2637,76.217,"2014"
3116,292222481,5813,50.271,"2014"
3121,1462336298,19962,73.257,"2014"
3122,1456981073,15375,94.763,"2014"
3123,795240761,8687,91.544,"2014"
3124,1303259399,14702,88.646,"2014"
3125,392935507,7385,53.208,"2014"
3126,676632943,5546,122.004,"2014"
3127,976177766,12090,80.743,"2014"
3128,558733978,10981,50.882,"2014"
3129,538486971,9512,56.612,"2014"
3130,1070956262,18682,57.326,"2014"
3131,623425865,12367,50.411,"2014"
3132,524644518,9619,54.543,"2014"
3133,720155277,13406,53.719,"2014"
3134,1047894734,19227,54.502,"2014"
3135,580767432,11209,51.813,"2014"
3136,1264512907,24931,50.721,"2014"
3137,374223046,7731,48.406,"2014"
3138,598662823,12355,48.456,"2014"
3139,378206309,8103,46.675,"2014"
3140,489177684,9690,50.483,"2014"
3141,1622579988,16455,98.608,"2014"
3142,1716587044,10254,167.407,"2014"
3143,625183808,6191,100.983,"2014"
3144,935939252,7781,120.286,"2014"
3145,1138613046,13395,85.003,"2014"
3146,1372265581,15854,86.557,"2014"
3147,584012476,8339,70.034,"2014"
3148,281670235,5139,54.811,"2014"
3149,1138746711,20343,55.978,"2014"
3150,1973888533,36254,54.447,"2014"
3151,276521196,5917,46.734,"2014"
3152,1013904645,19893,50.968,"2014"
3153,540641733,11480,47.095,"2014"
3154,129916224,2650,49.025,"2014"
3155,590288999,12570,46.961,"2014"
3156,1139675893,22042,51.705,"2014"
3158,210011699,4228,49.672,"2014"
3159,76250237,1498,50.902,"2014"
3160,290938531,5332,54.565,"2014"
3161,841975989,9872,85.29,"2014"
3162,829165738,11399,72.741,"2014"
3163,1100733598,19007,57.913,"2014"
3165,867203671,15340,56.533,"2014"
3166,695992680,13108,53.097,"2014"
3167,262346652,5287,49.622,"2014"
3168,390085376,9305,41.923,"2014"
3169,440484046,10314,42.708,"2014"
3170,559982226,11055,50.655,"2014"
3171,368124527,10146,36.283,"2014"
3172,563219403,12305,45.772,"2014"
3173,567366282,12234,46.377,"2014"
3174,719929511,17892,40.238,"2014"
3175,984683265,24269,40.574,"2014"
3177,170458881,4424,38.531,"2014"
3178,1089412766,20771,52.449,"2014"
3179,170672274,3478,49.072,"2014"
3180,205129609,4313,47.561,"2014"
3181,916726064,13185,69.528,"2014"
3182,1066042464,16061,66.375,"2014"
3183,731266523,11826,61.836,"2014"
3184,791703324,10420,75.98,"2014"
3185,631854615,8204,77.018,"2014"
3186,1944787111,15990,121.626,"2014"
3187,793156190,9745,81.392,"2014"
3188,919416487,10452,87.966,"2014"
3189,197369841,3699,53.358,"2014"
3190,361628526,5998,60.292,"2014"
3191,544223168,6037,90.148,"2014"
3192,698344270,12609,55.385,"2014"
3193,1034493426,12813,80.738,"2014"
3194,503558351,8561,58.821,"2014"
3195,1232771377,20819,59.214,"2014"
3196,738162450,14078,52.434,"2014"
3197,407542301,7014,58.105,"2014"
3198,413692634,8847,46.761,"2014"
3199,1394788392,29237,47.707,"2014"
3200,80654075,2037,39.595,"2014"
3201,494751024,10925,45.287,"2014"
3202,90123682,1591,56.646,"2014"
3204,1134361534,17747,63.919,"2014"
3205,587709011,7177,81.888,"2014"
3206,889748803,6939,128.225,"2014"
3207,980119454,10775,90.963,"2014"
3211,42490781,767,55.399,"2014"
3212,448928345,8691,51.655,"2014"
3213,53104449,1069,49.677,"2014"
3214,375594755,9231,40.689,"2014"
3215,511588755,10689,47.862,"2014"
3216,1615436382,32072,50.37,"2014"
3217,71815288,1440,49.872,"2014"
3218,395429431,7528,52.528,"2014"
3219,463828667,10212,45.42,"2014"
3220,701632222,10773,65.129,"2014"
3221,174885676,3040,57.529,"2014"
3222,380525420,7514,50.643,"2014"
3223,147199176,3412,43.142,"2014"
3224,339811734,7121,47.72,"2014"
3225,145729281,2603,55.986,"2014"
3226,406489185,8147,49.895,"2014"
3227,173830582,2873,60.505,"2014"
3228,612380546,10473,58.473,"2014"
3230,71737502,1585,45.261,"2014"
3231,40158295,780,51.485,"2014"
3232,37370822,811,46.08,"2014"
3233,48121280,1327,36.264,"2014"
3234,1963939,53,37.056,"2014"
3235,8519975,227,37.533,"2014"
3236,5504129,151,36.452,"2014"
3237,3587519,114,31.47,"2014"
3238,5126733,173,29.635,"2014"
3239,10743329,257,41.803,"2014"
3240,60347943,1272,47.444,"2014"
3241,58126713,1426,40.763,"2014"
3242,21512905,565,38.076,"2014"
3243,13016787,220,59.168,"2014"
3249,89669820,2231,40.193,"2014"
3250,280510763,6537,42.912,"2014"
3251,11674333,310,37.66,"2014"
3254,7176965,180,39.873,"2014"
3260,110847424,2700,41.055,"2014"
3264,64501161,1425,45.264,"2014"
3265,65749938,1356,48.489,"2014"
3266,73481353,1711,42.947,"2014"
3267,6813236,177,38.493,"2014"
3268,89120026,1808,49.293,"2014"
3269,22777344,435,52.362,"2014"
3270,5567422,130,42.827,"2014"
3271,5038863,122,41.303,"2014"
3272,32113416,854,37.604,"2014"
3273,3192417,97,32.912,"2014"
3274,5790383,162,35.744,"2014"
3275,9177107,237,38.722,"2014"
3276,11196119,300,37.321,"2014"
3277,68385340,1129,60.572,"2014"
3278,7264651,169,42.987,"2014"
3279,7330744,170,43.123,"2014"
3280,835289497,17946,46.545,"2014"
3281,44660879,997,44.796,"2014"
3282,66364164,1561,42.514,"2014"
3283,28165059,623,45.209,"2014"
3284,94391296,2006,47.055,"2014"
3285,30000079,679,44.183,"2014"
3286,14156847,363,39,"2014"
3287,8724706,266,32.8,"2014"
3289,17903058,474,37.771,"2014"
3292,3109006,97,32.052,"2014"
3293,7605130,221,34.413,"2014"
3294,21354888,620,34.444,"2014"
3300,250667872,5982,41.904,"2014"
3301,27287016,733,37.227,"2014"
3302,9632844,242,39.806,"2014"
3303,7716000,193,39.98,"2014"
3304,61111863,1474,41.46,"2014"
3305,346213525,7009,49.396,"2014"
3309,1725332,56,30.81,"2014"
3310,5227559,146,35.806,"2014"
3311,34578955,974,35.503,"2014"
3312,15640816,504,31.034,"2014"
3314,13361463,354,37.745,"2014"
3315,36198396,963,37.59,"2014"
3317,4332432,108,40.116,"2014"
3318,26945180,742,36.315,"2014"
3319,8403783,231,36.381,"2014"
3321,41410717,840,49.299,"2014"
3322,3619774,88,41.134,"2014"
3323,2889570,66,43.782,"2014"
3324,12189865,299,40.769,"2014"
3325,11625427,288,40.367,"2014"
3328,45285697,954,47.47,"2014"
3329,6033462,168,35.914,"2014"
3330,4635379,124,37.383,"2014"
3331,153110831,3043,50.316,"2014"
3332,27246955,586,46.497,"2014"
3333,21145976,476,44.425,"2014"
3334,13472230,309,43.6,"2014"
3335,84283044,1738,48.495,"2014"
3337,822921907,17705,46.48,"2014"
3338,456760970,9608,47.54,"2014"
3340,563749669,11041,51.06,"2014"
3341,47495029,878,54.095,"2014"
3342,85039977,1795,47.377,"2014"
3345,35889581,702,51.125,"2014"
3350,1594575163,31735,50.247,"2014"
3351,188035989,4386,42.872,"2014"
3352,412315993,8772,47.004,"2014"
3355,248080401,5754,43.115,"2014"
3356,291241098,7283,39.99,"2014"
3357,117742074,2221,53.014,"2014"
3360,14480723,361,40.113,"2014"
3361,12560935,352,35.685,"2014"
3363,76593418,1784,42.934,"2014"
3364,48429737,1124,43.087,"2014"
3370,28844518,784,36.792,"2014"
3371,18126597,469,38.65,"2014"
3373,39955730,1121,35.643,"2014"
3374,7585145,172,44.1,"2014"
3375,5250055,142,36.973,"2014"
3377,199628611,4838,41.263,"2014"
3378,5158205,119,43.347,"2014"
3379,19261295,384,50.16,"2014"
3380,148589824,3450,43.07,"2014"
3381,23313659,578,40.336,"2014"
3384,8490013,266,31.918,"2014"
3385,9455518,242,39.073,"2014"
3387,7182571,210,34.203,"2014"
3388,19713972,373,52.853,"2014"
3390,24016562,519,46.275,"2014"
3391,5100506,88,57.961,"2014"
3392,14234578,305,46.671,"2014"
3393,70562913,1487,47.454,"2014"
3395,13254888,275,48.2,"2014"
3396,17352619,406,42.741,"2014"
3400,362154681,8180,44.274,"2014"
3401,117121018,2551,45.912,"2014"
3407,10545814,286,36.874,"2014"
3409,29493807,640,46.085,"2014"
3412,7146437,170,42.038,"2014"
3413,4953070,136,36.42,"2014"
3414,41376902,891,46.439,"2014"
3418,75831266,1718,44.14,"2014"
3419,26827589,586,45.781,"2014"
3420,7331506,147,49.875,"2014"
3423,8227675,202,40.732,"2014"
3424,19472114,435,44.764,"2014"
3427,66071898,1289,51.259,"2014"
3428,21777798,416,52.351,"2014"
3429,1055812040,20455,51.617,"2014"
3430,9605560,155,61.972,"2014"
3431,125429272,2399,52.284,"2014"
3432,5011243,103,48.653,"2014"
3433,8491550,133,63.847,"2014"
3434,146535564,2777,52.768,"2014"
3435,79050986,1566,50.48,"2014"
3437,347839449,5944,58.52,"2014"
3438,74458760,1279,58.217,"2014"
3440,76421989,1198,63.792,"2014"
3441,65687657,848,77.462,"2014"
3442,247488737,4200,58.926,"2014"
3444,252221343,5129,49.176,"2014"
3446,21554399,534,40.365,"2014"
3447,10862252,260,41.778,"2014"
3448,21714163,501,43.342,"2014"
3450,171106702,4012,42.649,"2014"
3451,95673681,2269,42.166,"2014"
3453,44170603,965,45.773,"2014"
3458,48535344,1061,45.745,"2014"
3460,70712414,1583,44.67,"2014"
3461,85371828,2069,41.263,"2014"
3462,23432663,636,36.844,"2014"
3463,48602844,1258,38.636,"2014"
3464,22034856,560,39.348,"2014"
3465,159493023,4251,37.519,"2014"
3467,21748330,597,36.43,"2014"
3468,4719575,143,33.005,"2014"
3469,5376593,155,34.688,"2014"
3472,19073900,576,33.115,"2014"
3475,4844569,171,28.331,"2014"
3477,12950600,361,35.875,"2014"
3478,54381081,1439,37.791,"2014"
3480,42514398,1066,39.883,"2014"
3482,3930461,92,42.723,"2014"
3483,21739959,556,39.101,"2014"
3485,5875676,176,33.385,"2014"
3487,2533374,53,47.8,"2014"
3488,3378101,80,42.227,"2014"
3490,26762481,733,36.511,"2014"
3491,2877569,74,38.887,"2014"
3494,10747987,324,33.173,"2014"
3496,129857852,3411,38.071,"2014"
3498,109219023,2481,44.023,"2014"
3500,644087597,14866,43.327,"2014"
3501,96233778,2156,44.636,"2014"
3505,93375883,2383,39.185,"2014"
3507,3374808,94,35.903,"2014"
3509,6335118,168,37.71,"2014"
3512,7954380,214,37.17,"2014"
3515,40540787,930,43.593,"2014"
3516,14180978,368,38.536,"2014"
3517,23335770,643,36.293,"2014"
3518,22704730,615,36.919,"2014"
3521,13543837,317,42.726,"2014"
3522,6531568,159,41.08,"2014"
3523,60983044,1514,40.28,"2014"
3525,26686571,771,34.613,"2014"
3527,15519787,427,36.347,"2014"
3529,3332619,88,37.871,"2014"
3530,3185693,75,42.476,"2014"
3531,4343826,118,36.813,"2014"
3533,17770883,425,41.814,"2014"
3537,24150659,616,39.206,"2014"
3540,8521399,172,49.544,"2014"
3542,3427097,112,30.6,"2014"
3544,5282739,134,39.424,"2014"
3546,11073847,281,39.409,"2014"
3549,79198056,2052,38.596,"2014"
3550,1026427900,21569,47.589,"2014"
3551,793199029,15977,49.647,"2014"
3555,417682768,9893,42.221,"2014"
3556,247064285,6068,40.716,"2014"
3557,16836454,386,43.618,"2014"
3558,19198218,490,39.181,"2014"
3559,10384424,294,35.322,"2014"
3561,105740277,2488,42.501,"2014"
3562,6710079,157,42.74,"2014"
3563,16808733,441,38.116,"2014"
3564,409325619,9206,44.463,"2014"
3566,12142464,296,41.022,"2014"
3567,14974351,388,38.594,"2014"
3568,63991416,1544,41.446,"2014"
3570,15952051,383,41.651,"2014"
3571,5832087,187,31.188,"2014"
3572,6350177,153,41.505,"2014"
3573,7352501,206,35.692,"2014"
3575,15851421,455,34.839,"2014"
3579,106436246,2925,36.389,"2014"
3580,18360335,515,35.652,"2014"
3581,3555454,111,32.032,"2014"
3583,3126827,91,34.361,"2014"
3584,21744322,570,38.148,"2014"
3585,306621266,6833,44.874,"2014"
3586,8618939,229,37.638,"2014"
3588,6646780,181,36.723,"2014"
3589,8362633,194,43.107,"2014"
3590,7527089,204,36.898,"2014"
3591,4826232,115,41.968,"2014"
3594,11049670,326,33.895,"2014"
3595,10545142,307,34.349,"2014"
3596,4414991,75,58.867,"2014"
3597,10852177,251,43.236,"2014"
3599,2983946,73,40.876,"2014"
3608,53876559,1273,42.323,"2014"
3610,29390318,783,37.536,"2014"
3612,30379765,797,38.118,"2014"
3614,25857175,553,46.759,"2014"
3616,130860281,2993,43.723,"2014"
3617,3160245,88,35.912,"2014"
3618,14047811,405,34.686,"2014"
3620,172352549,4272,40.345,"2014"
3621,46307588,1240,37.345,"2014"
3622,8516898,213,39.986,"2014"
3623,19728218,549,35.935,"2014"
3624,9386162,276,34.008,"2014"
3629,185211749,4785,38.707,"2014"
3630,709229027,16368,43.331,"2014"
3631,296139114,6192,47.827,"2014"
3633,16887279,424,39.829,"2014"
3634,45771252,1162,39.391,"2014"
3635,10003516,284,35.224,"2014"
3636,112348509,2855,39.352,"2014"
3637,9996732,292,34.236,"2014"
3638,44518826,1110,40.108,"2014"
3639,10983602,315,34.869,"2014"
3640,21566041,577,37.377,"2014"
3641,25651239,638,40.206,"2014"
3644,197729428,4745,41.672,"2014"
3646,13159078,341,38.59,"2014"
3649,9080793,253,35.893,"2014"
3658,142823272,3128,45.66,"2014"
3659,21724941,363,59.849,"2014"
3660,161656092,3701,43.68,"2014"
3662,29840088,512,58.282,"2014"
3663,3524523,91,38.732,"2014"
3664,25265509,593,42.607,"2014"
3665,7756187,200,38.781,"2014"
3666,99918466,2561,39.016,"2014"
3669,27376379,727,37.657,"2014"
3670,13242230,339,39.063,"2014"
3672,222437608,5357,41.523,"2014"
3673,40995708,1058,38.749,"2014"
3675,45161342,1125,40.144,"2014"
3677,424697767,9581,44.328,"2014"
3678,169260190,3784,44.731,"2014"
3682,14845384,339,43.792,"2014"
3683,42119994,976,43.156,"2014"
3685,72335730,1628,44.433,"2014"
3687,29413601,606,48.538,"2014"
3688,36663563,777,47.187,"2014"
3690,842791890,17847,47.224,"2014"
3691,255034007,5118,49.831,"2014"
3694,9736558,231,42.15,"2014"
3695,12251707,311,39.395,"2014"
3697,12674619,307,41.286,"2014"
3698,20731061,480,43.19,"2014"
3699,23138713,649,35.653,"2014"
3700,33346762,827,40.323,"2014"
3701,25010539,598,41.824,"2014"
3705,6716858,170,39.511,"2014"
3707,40014727,1013,39.502,"2014"
3709,6686348,181,36.942,"2014"
3711,10592155,273,38.8,"2014"
3712,7940113,201,39.504,"2014"
3713,15409328,439,35.101,"2014"
3714,79178445,1975,40.091,"2014"
3715,5318464,158,33.662,"2014"
3717,63552514,1565,40.609,"2014"
3718,1590723,50,31.815,"2014"
3719,7936217,234,33.916,"2014"
3720,11855378,313,37.877,"2014"
3722,118420367,2882,41.09,"2014"
3723,51102023,1414,36.141,"2014"
3725,14268909,345,41.36,"2014"
3726,7928788,217,36.539,"2014"
3727,6417097,190,33.775,"2014"
3728,12147771,317,38.322,"2014"
3730,196370359,4435,44.278,"2014"
3732,13139330,359,36.6,"2014"
3733,4693144,128,36.666,"2014"
3735,16654386,436,38.199,"2014"
3737,100017349,2461,40.641,"2014"
3738,3541610,93,38.082,"2014"
3739,5091942,118,43.153,"2014"
3740,22786268,562,40.545,"2014"
3741,72963868,1832,39.828,"2014"
3744,8914244,239,37.299,"2014"
3746,8783985,209,42.029,"2014"
3747,113439829,2554,44.417,"2014"
3749,55407654,1129,49.077,"2014"
3750,132263414,2723,48.573,"2014"
3751,8519108,149,57.176,"2014"
3752,620269121,12579,49.31,"2014"
3753,47268614,925,51.102,"2014"
3754,855404826,16274,52.563,"2014"
3755,7402668,168,44.064,"2014"
3756,293163798,5892,49.757,"2014"
3757,230671720,4657,49.533,"2014"
3758,61569924,1289,47.766,"2014"
3759,37735373,663,56.917,"2014"
3760,13503823,263,51.346,"2014"
3761,35535794,677,52.491,"2014"
3762,4579832,99,46.261,"2014"
3763,41152712,911,45.174,"2014"
3764,212104157,4337,48.906,"2014"
3765,214748829,4036,53.209,"2014"
3766,41013258,783,52.38,"2014"
3767,32722898,665,49.208,"2014"
3770,113068510,1866,60.595,"2014"
3775,116950739,2311,50.607,"2014"
3777,259955112,5725,45.408,"2014"
3778,3829093,116,33.01,"2014"
3779,6713634,214,31.373,"2014"
3781,115512468,2378,48.576,"2014"
3782,246757478,4756,51.884,"2014"
3783,60703080,1261,48.139,"2014"
3786,52750013,917,57.525,"2014"
3787,34796702,641,54.286,"2014"
3788,62114517,1095,56.726,"2014"
3789,8477430,158,53.655,"2014"
3791,46875086,902,51.968,"2014"
3792,34706351,686,50.593,"2014"
3793,90691249,2036,44.544,"2014"
3795,41609142,881,47.23,"2014"
3796,259708698,5461,47.557,"2014"
3797,76008884,1759,43.212,"2014"
3799,114131536,2858,39.935,"2014"
3800,2845407,53,53.687,"2014"
3802,604410587,13362,45.234,"2014"
3803,234673355,5444,43.107,"2014"
3804,291251593,4841,60.164,"2014"
3805,1377878280,29357,46.936,"2014"
3806,1477063527,26626,55.475,"2014"
3807,240970690,4209,57.252,"2014"
3808,122632286,1938,63.278,"2014"
3809,129598786,2465,52.576,"2014"
3810,1050353110,22558,46.563,"2014"
3812,70805417,1454,48.697,"2014"
3813,22900918,509,44.992,"2014"
3814,55044150,1253,43.93,"2014"
3815,73534743,1575,46.689,"2014"
3816,60532443,1372,44.12,"2014"
3818,299058175,6869,43.538,"2014"
3820,418997380,8798,47.625,"2014"
3821,72020733,1583,45.497,"2014"
3822,25627862,550,46.597,"2014"
3823,48993909,1037,47.246,"2014"
3824,134213758,2663,50.4,"2014"
3825,477417086,9762,48.906,"2014"
3831,41991013,915,45.892,"2014"
3832,4931646,123,40.095,"2014"
3833,5265125,158,33.324,"2014"
3835,16366202,348,47.03,"2014"
3840,377542203,7721,48.899,"2014"
3842,109779065,2218,49.495,"2014"
3844,890349879,15837,56.22,"2014"
3847,49056409,1080,45.423,"2014"
3850,429195936,7975,53.818,"2014"
3851,114024059,2233,51.064,"2014"
3854,53228024,858,62.038,"2014"
3856,31419895,551,57.024,"2014"
3857,9059184,220,41.179,"2014"
3858,71648197,1635,43.822,"2014"
3859,19991173,438,45.642,"2014"
3860,185775742,3964,46.866,"2014"
3862,78910009,1721,45.852,"2014"
3864,3643769,100,36.438,"2014"
3865,12133990,295,41.133,"2014"
3869,56365597,1019,55.315,"2014"
3870,31320975,684,45.791,"2014"
3871,68238160,1537,44.397,"2014"
3873,9696391,214,45.311,"2014"
3874,37461433,323,115.98,"2014"
3875,412948918,9710,42.529,"2014"
3878,24037529,536,44.847,"2014"
3880,80600555,1966,40.998,"2014"
3882,24730924,601,41.15,"2014"
3885,38508706,1040,37.028,"2014"
3886,8055406,189,42.622,"2014"
3887,5634997,174,32.386,"2014"
3888,71905334,1688,42.598,"2014"
3889,1546730,69,22.417,"2014"
3890,7426062,177,41.956,"2014"
3891,3576318,76,47.057,"2014"
3892,22410333,584,38.374,"2014"
3895,3586771,111,32.314,"2014"
3896,9228980,217,42.53,"2014"
3898,14226169,402,35.389,"2014"
3900,3494715,102,34.262,"2014"
3902,9082038,220,41.282,"2014"
3903,18183451,413,44.028,"2014"
3904,31759994,743,42.746,"2014"
3909,156638872,3892,40.247,"2014"
3910,646395993,13192,49,"2014"
3911,94518741,1919,49.255,"2014"
3912,438031519,8958,48.899,"2014"
3913,103540106,2036,50.855,"2014"
3915,196578873,4372,44.964,"2014"
3916,42795439,653,65.537,"2014"
3918,106490335,2190,48.626,"2014"
3919,67759637,1589,42.643,"2014"
3920,18644320,420,44.392,"2014"
3921,1545804,64,24.154,"2014"
3922,155718326,3879,40.144,"2014"
3923,15670773,332,47.202,"2014"
3925,76520694,1844,41.498,"2014"
3926,111426173,1985,56.135,"2014"
3927,49602082,973,50.979,"2014"
3928,35955155,334,107.651,"2014"
3929,50594610,607,83.352,"2014"
3930,791731015,10949,72.311,"2014"
3931,687607358,13413,51.265,"2014"
3933,39150520,694,56.413,"2014"
3934,614816329,10752,57.182,"2014"
3936,267719213,5608,47.739,"2014"
3937,76201682,1150,66.263,"2014"
3938,77903950,1688,46.152,"2014"
3939,306153734,7233,42.328,"2014"
3940,74493505,1916,38.88,"2014"
3941,269742848,6379,42.287,"2014"
3942,67756369,1347,50.302,"2014"
3943,62483234,1013,61.682,"2014"
3944,61551100,436,141.173,"2014"
3945,25353749,560,45.275,"2014"
3946,6275391,159,39.468,"2014"
3950,107853373,2489,43.333,"2014"
3951,23292109,585,39.816,"2014"
3953,196508818,4427,44.389,"2014"
3954,11087185,223,49.719,"2014"
3956,52537880,1334,39.384,"2014"
3957,6519056,179,36.42,"2014"
3958,5890885,159,37.05,"2014"
3959,26809545,677,39.601,"2014"
3960,60244061,1457,41.349,"2014"
3962,18610640,505,36.853,"2014"
3964,3802404,91,41.785,"2014"
3965,2623473,76,34.52,"2014"
3966,12984872,289,44.931,"2014"
3967,2996795,73,41.052,"2014"
3971,89135869,2115,42.145,"2014"
3975,372120764,7570,49.158,"2014"
3976,575502853,13307,43.249,"2014"
3977,2037894339,43173,47.203,"2014"
3978,157702042,3108,50.741,"2014"
3979,8082189,221,36.571,"2014"
3980,84785173,1782,47.579,"2014"
3981,106783461,2364,45.171,"2014"
3984,94445069,2362,39.986,"2014"
3987,35405220,825,42.916,"2014"
3988,26075255,651,40.055,"2014"
3990,3624035,90,40.268,"2014"
3991,6656399,206,32.313,"2014"
3992,14263014,383,37.241,"2014"
3995,223738916,4900,45.662,"2014"
3996,128950311,2796,46.12,"2014"
4000,748863321,12131,61.732,"2014"
4005,1032669716,11592,89.085,"2014"
4006,694206465,9055,76.666,"2014"
4007,805086680,8068,99.788,"2014"
4008,16187414,236,68.591,"2014"
4009,10725962,122,87.918,"2014"
4010,114328046,1799,63.551,"2014"
4011,857170562,10037,85.402,"2014"
4012,845171802,12999,65.019,"2014"
4013,179625491,2953,60.829,"2014"
4014,394682894,7073,55.802,"2014"
4017,1141964722,20932,54.556,"2014"
4018,304620469,6005,50.728,"2014"
4019,523656438,10494,49.901,"2014"
4020,662236236,12233,54.136,"2014"
4021,220317264,4863,45.305,"2014"
4022,145532733,3272,44.479,"2014"
4025,4412979,110,40.118,"2014"
4029,14599111,123,118.692,"2014"
4030,645548473,9646,66.924,"2014"
4031,500469319,7770,64.411,"2014"
4032,478464119,9044,52.905,"2014"
4034,1393385362,26150,53.285,"2014"
4035,972737348,15261,63.741,"2014"
4036,192168962,3885,49.465,"2014"
4037,305269060,4851,62.93,"2014"
4051,1233047269,17128,71.991,"2014"
4053,1520084781,26327,57.739,"2014"
4054,448743490,8692,51.628,"2014"
4055,728020128,12203,59.66,"2014"
4059,474605328,7100,66.846,"2014"
4060,644468966,8170,78.883,"2014"
4061,690944782,10335,66.855,"2014"
4064,633350896,7400,85.588,"2014"
4065,528502360,5740,92.074,"2014"
4066,762651677,11052,69.006,"2014"
4067,396076982,5004,79.153,"2014"
4068,1154049094,14507,79.552,"2014"
4069,1831605158,21686,84.461,"2014"
4070,430406360,6767,63.604,"2014"
4073,383203532,5517,69.459,"2014"
4074,890773918,15384,57.903,"2014"
4075,949990380,13755,69.066,"2014"
4076,110017624,2477,44.416,"2014"
4077,516770718,12267,42.127,"2014"
4078,726402477,13900,52.26,"2014"
4101,903207850,13349,67.662,"2014"
4102,224480555,4200,53.448,"2014"
4103,508104788,8639,58.816,"2014"
4104,283593640,3920,72.346,"2014"
4105,490593727,7955,61.672,"2014"
4106,45880437,901,50.922,"2014"
4107,185256703,3745,49.468,"2014"
4108,135900329,3100,43.839,"2014"
4109,1007536338,22418,44.944,"2014"
4110,242962594,5163,47.059,"2014"
4111,31889842,655,48.687,"2014"
4112,215520476,4222,51.048,"2014"
4113,849842872,18039,47.112,"2014"
4114,460730304,11659,39.518,"2014"
4115,577859590,11196,51.614,"2014"
4116,715519418,14619,48.945,"2014"
4117,34674265,716,48.428,"2014"
4118,816814713,16807,48.6,"2014"
4119,187717019,3652,51.402,"2014"
4120,348731970,5879,59.319,"2014"
4121,978020892,14878,65.737,"2014"
4122,1362852161,26036,52.345,"2014"
4123,541950383,10306,52.586,"2014"
4124,515020693,10008,51.461,"2014"
4125,190945699,3915,48.773,"2014"
4127,738417820,14742,50.09,"2014"
4128,523669676,9899,52.902,"2014"
4129,195642649,3925,49.846,"2014"
4130,282614064,5138,55.005,"2014"
4131,206946869,4782,43.277,"2014"
4132,500160910,11540,43.342,"2014"
4133,369964022,8006,46.211,"2014"
4151,727206801,10821,67.204,"2014"
4152,1820020177,27609,65.922,"2014"
4153,179557141,2761,65.034,"2014"
4154,451527555,6266,72.06,"2014"
4155,93954706,968,97.061,"2014"
4156,137703656,1950,70.618,"2014"
4157,591837883,11307,52.343,"2014"
4158,114611809,2146,53.408,"2014"
4159,467693647,8374,55.851,"2014"
4160,682564018,11023,61.922,"2014"
4161,476689759,9557,49.879,"2014"
4163,583927385,9219,63.34,"2014"
4164,462153780,7942,58.192,"2014"
4165,1117049116,20264,55.125,"2014"
4169,672370577,8998,74.725,"2014"
4170,1052639792,15172,69.381,"2014"
4171,961901573,10061,95.607,"2014"
4172,175485072,2771,63.33,"2014"
4173,272158940,4999,54.443,"2014"
4174,83063575,1565,53.076,"2014"
4178,789213279,14014,56.317,"2014"
4179,689471285,11181,61.665,"2014"
4183,53909718,1179,45.725,"2014"
4184,89313100,2339,38.185,"2014"
4205,97717182,2196,44.498,"2014"
4207,1230767297,26150,47.066,"2014"
4208,532092940,10057,52.908,"2014"
4209,1110404030,21592,51.427,"2014"
4210,531335530,10384,51.169,"2014"
4211,1627681049,33788,48.174,"2014"
4212,952069662,16042,59.349,"2014"
4213,850750342,16591,51.278,"2014"
4214,1032299161,21391,48.259,"2014"
4215,1147357306,25610,44.802,"2014"
4216,1160193963,20637,56.22,"2014"
4217,1441180258,25183,57.229,"2014"
4218,1177254914,20447,57.576,"2014"
4219,11672229,262,44.551,"2014"
4220,967475150,18922,51.13,"2014"
4221,755615352,15231,49.611,"2014"
4223,457600699,8358,54.751,"2014"
4224,192733098,3826,50.375,"2014"
4225,212286833,4523,46.935,"2014"
4226,949449619,19285,49.233,"2014"
4227,545106024,11054,49.314,"2014"
4228,177358208,3329,53.277,"2014"
4230,14925467,382,39.072,"2014"
4270,113731286,2168,52.46,"2014"
4271,58323319,1283,45.459,"2014"
4272,138798111,2921,47.518,"2014"
4275,89982742,1883,47.787,"2014"
4280,440393855,8569,51.394,"2014"
4285,445026024,9468,47.004,"2014"
4287,12528986,375,33.411,"2014"
4300,1425006823,27060,52.662,"2014"
4301,582362597,12666,45.979,"2014"
4303,63079854,1483,42.536,"2014"
4304,344832966,7579,45.499,"2014"
4305,1452320546,30082,48.279,"2014"
4306,993535017,18425,53.924,"2014"
4307,36905566,863,42.765,"2014"
4309,63523219,1527,41.601,"2014"
4310,131281498,3109,42.227,"2014"
4311,198180636,4507,43.972,"2014"
4312,55078589,1224,44.999,"2014"
4313,37051104,973,38.08,"2014"
4340,113518789,2620,43.328,"2014"
4341,297324763,6540,45.463,"2014"
4342,55704469,1237,45.032,"2014"
4343,245867379,6351,38.714,"2014"
4344,58909142,1318,44.696,"2014"
4346,22965402,473,48.553,"2014"
4347,27742108,661,41.97,"2014"
4350,3033312394,58380,51.959,"2014"
4352,821391431,15709,52.288,"2014"
4353,9145379,231,39.591,"2014"
4354,25398771,577,44.019,"2014"
4355,49458780,1289,38.37,"2014"
4356,118634063,2809,42.234,"2014"
4357,60141675,1446,41.592,"2014"
4358,51406486,1143,44.976,"2014"
4359,26540634,654,40.583,"2014"
4360,14642396,409,35.801,"2014"
4361,50308999,1350,37.266,"2014"
4362,51167941,1299,39.391,"2014"
