"postcode","total_tax","num_individuals","mean_tax_000s","year"
2534,151291350,3030,49.932,"2012"
2535,176972325,3990,44.354,"2012"
2536,344255052,9010,38.209,"2012"
2537,237407090,6060,39.177,"2012"
2538,49393689,1220,40.487,"2012"
2539,317155083,8825,35.939,"2012"
2540,820129128,19950,41.11,"2012"
2541,524366962,12645,41.469,"2012"
2545,20010678,560,35.734,"2012"
2546,163295632,4665,35.005,"2012"
2548,171725335,4305,39.89,"2012"
2549,84603819,2125,39.814,"2012"
2550,352661242,8840,39.894,"2012"
2551,78205191,1930,40.521,"2012"
2555,8926281,225,39.673,"2012"
2556,69958605,1265,55.304,"2012"
2557,88902980,1915,46.425,"2012"
2558,288220371,6285,45.859,"2012"
2559,33265064,910,36.556,"2012"
2560,1795834645,38655,46.459,"2012"
2563,6093163,100,60.932,"2012"
2564,269262887,6370,42.271,"2012"
2565,461877760,9665,47.789,"2012"
2566,608059345,13355,45.531,"2012"
2567,1069142110,19960,53.565,"2012"
2568,36075031,675,53.445,"2012"
2569,42163345,825,51.108,"2012"
2570,974053784,17705,55.016,"2012"
2571,315882777,6000,52.648,"2012"
2572,112718103,2280,49.438,"2012"
2573,113146237,2485,45.532,"2012"
2574,143881249,3000,47.961,"2012"
2575,395561464,8045,49.169,"2012"
2576,441796288,8025,55.053,"2012"
2577,384471259,8185,46.973,"2012"
2578,60475816,1480,40.863,"2012"
2579,94258069,2000,47.13,"2012"
2580,682610706,15000,45.508,"2012"
2581,56281084,1175,47.899,"2012"
2582,392341556,7195,54.53,"2012"
2583,96092598,2510,38.284,"2012"
2584,12846110,305,42.119,"2012"
2585,6583951,155,42.478,"2012"
2586,55072060,1395,39.479,"2012"
2587,60248922,1520,39.638,"2012"
2588,11187993,225,49.725,"2012"
2590,162725076,3865,42.103,"2012"
2594,238873392,6020,39.68,"2012"
2600,494760423,5855,84.503,"2012"
2601,149350382,2690,55.521,"2012"
2602,1198933389,18940,63.302,"2012"
2603,590121421,6230,94.723,"2012"
2604,529072187,7035,75.206,"2012"
2605,549664193,7610,72.23,"2012"
2606,364786792,5880,62.039,"2012"
2607,602396484,9280,64.914,"2012"
2608,10899409,120,90.829,"2012"
2609,41553349,680,61.108,"2012"
2610,13089499,255,51.332,"2012"
2611,940907074,15105,62.292,"2012"
2612,594160487,9220,64.443,"2012"
2614,759762976,12615,60.227,"2012"
2615,1538136420,27880,55.17,"2012"
2616,16770572,320,52.409,"2012"
2617,1098109448,19320,56.838,"2012"
2618,56622137,855,66.225,"2012"
2619,418127310,5815,71.905,"2012"
2620,1316172911,22920,57.425,"2012"
2621,225011397,3570,63.029,"2012"
2622,84747820,1955,43.35,"2012"
2623,17385804,355,48.975,"2012"
2625,7430631,190,39.109,"2012"
2626,13855813,285,48.617,"2012"
2627,106680148,2420,44.083,"2012"
2628,36376976,955,38.092,"2012"
2629,11260920,305,36.922,"2012"
2630,223541334,4965,45.024,"2012"
2631,14003793,335,41.803,"2012"
2632,46323800,1090,42.499,"2012"
2633,8082277,220,36.738,"2012"
2640,959970782,19535,49.142,"2012"
2641,354778203,8575,41.374,"2012"
2642,121436188,2870,42.313,"2012"
2643,56362488,1415,39.833,"2012"
2644,60313740,1405,42.928,"2012"
2645,10753344,245,43.892,"2012"
2646,163802916,3985,41.105,"2012"
2647,44713943,1135,39.396,"2012"
2648,46389382,1235,37.563,"2012"
2650,1515214551,31690,47.814,"2012"
2651,47867202,1085,44.118,"2012"
2652,114420243,2790,41.011,"2012"
2653,54522892,1280,42.597,"2012"
2655,33550643,790,42.47,"2012"
2656,31530413,720,43.793,"2012"
2658,26510166,720,36.82,"2012"
2659,19988564,530,37.715,"2012"
2660,32875390,865,38.007,"2012"
2661,5740016,90,63.778,"2012"
2663,94413761,2125,44.431,"2012"
2665,43792156,1240,35.317,"2012"
2666,113924164,2940,38.75,"2012"
2668,8356942,215,38.87,"2012"
2669,39233194,1010,38.845,"2012"
2671,100203539,2325,43.099,"2012"
2672,36746270,835,44.008,"2012"
2675,39561822,950,41.645,"2012"
2680,574550096,13555,42.387,"2012"
2681,40415722,950,42.543,"2012"
2700,101592228,2600,39.074,"2012"
2701,54797331,1235,44.371,"2012"
2702,14537246,360,40.382,"2012"
2703,16624444,445,37.359,"2012"
2705,221131531,5560,39.772,"2012"
2706,26926504,675,39.892,"2012"
2707,31188876,910,34.274,"2012"
2710,227389004,5890,38.606,"2012"
2711,70941462,1800,39.412,"2012"
2712,26255218,750,35.007,"2012"
2713,58862838,1650,35.675,"2012"
2714,50335162,1390,36.213,"2012"
2715,31497173,795,39.62,"2012"
2716,28257518,700,40.368,"2012"
2717,22164300,580,38.215,"2012"
2720,201783311,4355,46.334,"2012"
2721,4087306,140,29.196,"2012"
2722,69608922,1760,39.551,"2012"
2725,7240434,175,41.374,"2012"
2726,5488924,110,49.9,"2012"
2727,9680014,220,44.001,"2012"
2729,38125653,925,41.217,"2012"
2730,30092812,785,38.335,"2012"
2731,131826810,3205,41.132,"2012"
2732,38510833,1020,37.756,"2012"
2733,12175062,330,36.895,"2012"
2735,5309750,175,30.342,"2012"
2736,7983455,235,33.973,"2012"
2737,14373956,370,38.849,"2012"
2738,34696109,785,44.199,"2012"
2739,28291639,690,41.003,"2012"
2745,846569749,15425,54.883,"2012"
2747,894086879,19090,46.836,"2012"
2748,79513593,1455,54.649,"2012"
2749,447763800,9015,49.669,"2012"
2750,1202851138,24265,49.572,"2012"
2751,14334191,290,49.429,"2012"
2752,139231924,2835,49.112,"2012"
2753,458630084,9515,48.201,"2012"
2754,151007527,3165,47.712,"2012"
2756,921232400,18920,48.691,"2012"
2757,25859019,550,47.017,"2012"
2758,258991928,5180,49.999,"2012"
2759,779580293,16255,47.96,"2012"
2760,624631546,13980,44.681,"2012"
2761,696568004,15040,46.315,"2012"
2762,108036874,2200,49.108,"2012"
2763,877495090,17350,50.577,"2012"
2765,388258585,8005,48.503,"2012"
2766,347593156,7620,45.616,"2012"
2767,484621371,10555,45.914,"2012"
2768,817102002,14660,55.737,"2012"
2769,177284943,2790,63.543,"2012"
2770,1033560165,25090,41.195,"2012"
2773,219676079,3690,59.533,"2012"
2774,417590449,7765,53.779,"2012"
2775,30623517,700,43.748,"2012"
2776,122391153,2425,50.471,"2012"
2777,542837154,10575,51.333,"2012"
2778,74495390,1465,50.851,"2012"
2779,123547630,2595,47.61,"2012"
2780,304677428,6820,44.675,"2012"
2782,154694328,3205,48.267,"2012"
2783,66932536,1460,45.845,"2012"
2784,31778063,665,47.787,"2012"
2785,127491503,2505,50.895,"2012"
2786,28401311,615,46.181,"2012"
2787,101318177,2340,43.299,"2012"
2790,383299876,7430,51.589,"2012"
2791,7928079,125,63.425,"2012"
2792,9823692,195,50.378,"2012"
2793,22476690,465,48.337,"2012"
2794,208995893,5465,38.243,"2012"
2795,1051267739,21730,48.379,"2012"
2797,8689882,210,41.381,"2012"
2798,62056709,1195,51.931,"2012"
2799,98224304,2075,47.338,"2012"
2800,1217676020,23640,51.51,"2012"
2803,5673270,165,34.384,"2012"
2804,50633498,1370,36.959,"2012"
2805,7667871,215,35.665,"2012"
2806,17579944,485,36.248,"2012"
2807,5066189,110,46.057,"2012"
2809,3551818,70,50.741,"2012"
2810,61347792,1655,37.069,"2012"
2818,10067892,245,41.094,"2012"
2820,130096575,3140,41.433,"2012"
2821,106013050,2570,41.251,"2012"
2823,30839132,745,41.395,"2012"
2824,58734074,1315,44.665,"2012"
2825,60130890,1320,45.554,"2012"
2826,3002598,55,54.593,"2012"
2827,76594912,1920,39.894,"2012"
2828,14356854,395,36.347,"2012"
2829,67034110,1555,43.109,"2012"
2830,1011084511,21765,46.455,"2012"
2831,63887320,1795,35.592,"2012"
2832,56727938,1310,43.304,"2012"
2833,13173820,295,44.658,"2012"
2834,31716985,895,35.438,"2012"
2835,134910431,2330,57.902,"2012"
2836,13782223,315,43.754,"2012"
2839,23249362,505,46.039,"2012"
2840,64029886,1480,43.264,"2012"
2842,8659108,300,28.864,"2012"
2843,24527626,695,35.292,"2012"
2844,26490887,700,37.845,"2012"
2845,52949385,940,56.33,"2012"
2846,5055264,85,59.474,"2012"
2847,56504311,1070,52.808,"2012"
2848,27062366,565,47.898,"2012"
2849,38263421,795,48.131,"2012"
2850,450226040,9165,49.125,"2012"
2852,82973267,1710,48.523,"2012"
2864,21955953,510,43.051,"2012"
2865,19966488,455,43.883,"2012"
2866,66719886,1575,42.362,"2012"
2867,12180078,340,35.824,"2012"
2868,14678447,340,43.172,"2012"
2869,26154476,695,37.633,"2012"
2870,289792324,6315,45.89,"2012"
2871,185874782,4620,40.233,"2012"
2873,15366789,390,39.403,"2012"
2874,8479373,255,33.253,"2012"
2875,17759499,500,35.519,"2012"
2876,10429999,280,37.25,"2012"
2877,84282110,2115,39.85,"2012"
2878,8717127,130,67.055,"2012"
2879,14352517,315,45.564,"2012"
2880,434235247,9070,47.876,"2012"
2898,12066601,265,45.535,"2012"
2899,4871437,165,29.524,"2012"
2900,62901221,1070,58.787,"2012"
2901,11346955,170,66.747,"2012"
2902,581138895,9950,58.406,"2012"
2903,359906209,6210,57.956,"2012"
2904,556269846,9045,61.501,"2012"
2905,1047365781,18550,56.462,"2012"
2906,650595695,11250,57.831,"2012"
2911,71094853,1165,61.026,"2012"
2912,212214273,3870,54.836,"2012"
2913,1057789198,17525,60.359,"2012"
2914,617397172,9745,63.356,"2012"
3000,803649632,15205,52.855,"2012"
3001,291249133,3915,74.394,"2012"
3002,360147417,3625,99.352,"2012"
3003,130658879,2405,54.329,"2012"
3004,490633298,6100,80.432,"2012"
3006,561233277,8250,68.029,"2012"
3008,315491058,4580,68.885,"2012"
3010,4620793,55,84.015,"2012"
3011,513405557,11030,46.547,"2012"
3012,633430876,13245,47.825,"2012"
3013,499062705,8370,59.626,"2012"
3015,572848696,9555,59.953,"2012"
3016,641307031,9330,68.737,"2012"
3018,362815412,7190,50.462,"2012"
3019,138468017,3690,37.526,"2012"
3020,764405491,19445,39.312,"2012"
3021,910438192,23970,37.983,"2012"
