"postcode","total_tax","num_individuals","mean_tax_000s","year"
3022,86507808,2040,42.406,"2012"
3023,1401117290,30245,46.326,"2012"
3024,464271109,9945,46.684,"2012"
3025,263214073,5610,46.919,"2012"
3026,9959366,130,76.611,"2012"
3027,115257370,2225,51.802,"2012"
3028,714708567,15885,44.993,"2012"
3029,1857656862,40360,46.028,"2012"
3030,2387732009,47250,50.535,"2012"
3031,601102122,10445,57.55,"2012"
3032,889463134,15580,57.091,"2012"
3033,368966230,7620,48.421,"2012"
3034,301646342,6190,48.732,"2012"
3036,222175774,3985,55.754,"2012"
3037,1169347515,25360,46.11,"2012"
3038,810266415,17315,46.796,"2012"
3039,539999847,8580,62.938,"2012"
3040,1004600724,15870,63.302,"2012"
3041,417885866,7130,58.61,"2012"
3042,424609620,8630,49.202,"2012"
3043,467078008,10205,45.77,"2012"
3044,696154428,13630,51.076,"2012"
3046,692985941,16010,43.285,"2012"
3047,246685304,6890,35.804,"2012"
3048,240718360,6605,36.445,"2012"
3049,247867168,5230,47.394,"2012"
3050,3679430,50,73.589,"2012"
3051,374985713,7290,51.439,"2012"
3052,166988711,2950,56.607,"2012"
3053,329067899,6640,49.559,"2012"
3054,365336395,5560,65.708,"2012"
3055,406220123,7950,51.097,"2012"
3056,749539377,14585,51.392,"2012"
3057,321247568,6030,53.275,"2012"
3058,881801785,18345,48.068,"2012"
3059,375921315,7475,50.291,"2012"
3060,223336433,5580,40.025,"2012"
3061,83192851,2160,38.516,"2012"
3062,9498412,95,99.984,"2012"
3063,21972175,375,58.593,"2012"
3064,1198811549,27855,43.038,"2012"
3065,391164747,6350,61.601,"2012"
3066,230748458,4100,56.281,"2012"
3067,201128850,3445,58.383,"2012"
3068,763512387,11315,67.478,"2012"
3070,819118585,13810,59.314,"2012"
3071,548638434,10500,52.252,"2012"
3072,794381471,17275,45.985,"2012"
3073,1031258179,23975,43.014,"2012"
3074,383054627,9705,39.47,"2012"
3075,358954265,9215,38.954,"2012"
3076,652360522,15185,42.961,"2012"
3078,423720115,6455,65.643,"2012"
3079,697514556,9870,70.671,"2012"
3081,280040734,6425,43.587,"2012"
3082,777575721,17745,43.82,"2012"
3083,693852791,15955,43.489,"2012"
3084,886339897,15300,57.931,"2012"
3085,425590878,7965,53.433,"2012"
3086,6801173,160,42.508,"2012"
3087,245645404,5050,48.643,"2012"
3088,823684110,16595,49.635,"2012"
3089,391676181,7330,53.435,"2012"
3090,99552015,1410,70.605,"2012"
3091,71111432,1070,66.46,"2012"
3093,178189511,2470,72.142,"2012"
3094,278319120,5415,51.398,"2012"
3095,1068405428,18370,58.161,"2012"
3096,58892946,1180,49.91,"2012"
3097,59003812,910,64.84,"2012"
3099,156591775,3030,51.681,"2012"
3101,1420726954,15815,89.835,"2012"
3102,272868252,4055,67.292,"2012"
3103,777288083,10270,75.686,"2012"
3104,837144740,12935,64.72,"2012"
3105,336883728,6450,52.231,"2012"
3106,727240150,11085,65.606,"2012"
3107,404412627,7900,51.192,"2012"
3108,608938982,12440,48.951,"2012"
3109,812180010,16790,48.373,"2012"
3111,453020136,7625,59.413,"2012"
3113,346056921,5330,64.927,"2012"
3114,176138693,2440,72.188,"2012"
3115,181938097,2610,69.709,"2012"
3116,274003069,5795,47.283,"2012"
3121,1255991964,18740,67.022,"2012"
3122,1301484590,14930,87.173,"2012"
3123,702320421,8470,82.919,"2012"
3124,1151161759,14470,79.556,"2012"
3125,359725681,7295,49.312,"2012"
3126,594868383,5570,106.799,"2012"
3127,888684758,11960,74.305,"2012"
3128,514701360,10575,48.672,"2012"
3129,495118089,9410,52.617,"2012"
3130,984664286,18515,53.182,"2012"
3131,598459521,12430,48.147,"2012"
3132,477403357,9375,50.924,"2012"
3133,676226546,13570,49.833,"2012"
3134,973991336,19270,50.545,"2012"
3135,539218360,11205,48.124,"2012"
3136,1154003685,24505,47.093,"2012"
3137,349727257,7825,44.694,"2012"
3138,562506545,12350,45.548,"2012"
3139,383439989,8200,46.761,"2012"
3140,455405498,9680,47.047,"2012"
3141,1311787058,15240,86.076,"2012"
3142,1462631814,10110,144.672,"2012"
3143,581703438,6150,94.586,"2012"
3144,794726600,7660,103.751,"2012"
3145,1021715456,13345,76.562,"2012"
3146,1237104781,15915,77.733,"2012"
3147,493728257,8105,60.917,"2012"
3148,244981483,5205,47.067,"2012"
3149,1065710845,20490,52.012,"2012"
3150,1841674502,36695,50.189,"2012"
3151,262105874,5945,44.089,"2012"
3152,963792780,20125,47.891,"2012"
3153,513858246,11440,44.918,"2012"
3154,131817298,2745,48.021,"2012"
3155,550834063,12410,44.387,"2012"
3156,1079796117,22230,48.574,"2012"
3158,196959094,4245,46.398,"2012"
3159,72763343,1540,47.249,"2012"
3160,255472238,5385,47.442,"2012"
3161,729491890,9565,76.267,"2012"
3162,757216695,11385,66.511,"2012"
3163,1008251241,19075,52.858,"2012"
3164,9371653,105,89.254,"2012"
3165,782709175,15045,52.025,"2012"
3166,630725764,12965,48.649,"2012"
3167,244029795,5210,46.839,"2012"
3168,365076709,9545,38.248,"2012"
3169,414680305,10240,40.497,"2012"
3170,522241177,11010,47.434,"2012"
3171,358731429,10305,34.812,"2012"
3172,548354129,12580,43.59,"2012"
3173,499366879,11355,43.978,"2012"
3174,683881030,18015,37.962,"2012"
3175,930115790,24120,38.563,"2012"
3177,160314344,4415,36.312,"2012"
3178,1041684210,21050,49.487,"2012"
3179,166241334,3680,45.175,"2012"
3180,204114042,4440,45.972,"2012"
3181,797011370,12145,65.625,"2012"
3182,958122862,15395,62.236,"2012"
3183,665086870,11545,57.609,"2012"
3184,752997228,10250,73.464,"2012"
3185,568598677,8150,69.767,"2012"
3186,1747723184,15610,111.962,"2012"
3187,749699086,9645,77.73,"2012"
3188,769323048,10150,75.796,"2012"
3189,187057882,3770,49.618,"2012"
3190,317227915,5715,55.508,"2012"
3191,487619275,5910,82.508,"2012"
3192,635644132,12535,50.71,"2012"
3193,921731619,12620,73.038,"2012"
3194,449736973,8420,53.413,"2012"
3195,1097200419,20310,54.023,"2012"
3196,694031407,14300,48.534,"2012"
3197,388253677,6950,55.864,"2012"
3198,393162781,9000,43.685,"2012"
3199,1327561950,30010,44.238,"2012"
3200,79423157,2125,37.376,"2012"
3201,462254840,10785,42.861,"2012"
3202,83565799,1515,55.159,"2012"
3204,1009272417,17540,57.542,"2012"
3205,501233675,6390,78.441,"2012"
3206,771447560,6950,111,"2012"
3207,826826838,10055,82.231,"2012"
3211,47923661,790,60.663,"2012"
3212,423272281,8630,49.047,"2012"
3213,27157314,555,48.933,"2012"
3214,382174771,9890,38.643,"2012"
3215,491422829,10685,45.992,"2012"
3216,1500309393,31875,47.069,"2012"
3217,10170544,255,39.885,"2012"
3218,366371099,7590,48.271,"2012"
3219,452884564,10660,42.485,"2012"
3220,667875792,10720,62.302,"2012"
3221,214901778,3940,54.544,"2012"
3222,314927942,7060,44.608,"2012"
3223,134238198,3315,40.495,"2012"
3224,293685750,6510,45.114,"2012"
3225,127824143,2625,48.695,"2012"
3226,375429767,8015,46.841,"2012"
3227,147275211,2760,53.361,"2012"
3228,514443885,9810,52.441,"2012"
3230,63537357,1560,40.73,"2012"
3231,38144682,770,49.539,"2012"
3232,32952068,795,41.45,"2012"
3233,46262791,1290,35.863,"2012"
3235,7801179,210,37.149,"2012"
3236,4430707,90,49.231,"2012"
3237,4666294,125,37.331,"2012"
3238,4780436,165,28.973,"2012"
3239,10026745,260,38.565,"2012"
3240,55641443,1220,45.608,"2012"
3241,54768759,1365,40.124,"2012"
3242,22825224,575,39.697,"2012"
3243,7625795,215,35.469,"2012"
3249,89767877,2310,38.861,"2012"
3250,267450874,6640,40.279,"2012"
3251,11619982,305,38.099,"2012"
3254,6460973,185,34.925,"2012"
3260,106466086,2730,38.999,"2012"
3264,57911775,1475,39.263,"2012"
3265,54842394,1350,40.624,"2012"
3266,69685869,1755,39.708,"2012"
3267,5995805,180,33.311,"2012"
3268,74510416,1815,41.053,"2012"
3269,17693021,415,42.634,"2012"
3270,4995449,145,34.452,"2012"
3271,4625541,85,54.419,"2012"
3272,33972164,875,38.826,"2012"
3273,3003396,60,50.057,"2012"
3274,5599806,165,33.939,"2012"
3275,9744782,235,41.468,"2012"
3276,11921980,315,37.848,"2012"
3277,54347281,1125,48.309,"2012"
3278,5772753,115,50.198,"2012"
3279,7416136,130,57.048,"2012"
3280,760843075,17895,42.518,"2012"
3281,40240912,950,42.359,"2012"
3282,64593245,1600,40.371,"2012"
3283,23756964,595,39.928,"2012"
3284,84603719,1970,42.947,"2012"
3285,29281336,680,43.061,"2012"
3286,14381777,375,38.352,"2012"
3287,10677520,280,38.134,"2012"
3289,20746814,495,41.913,"2012"
3292,3435761,65,52.858,"2012"
3293,7612094,225,33.832,"2012"
3294,22567989,615,36.696,"2012"
3300,256347071,6155,41.649,"2012"
3301,28716619,710,40.446,"2012"
3302,11417169,260,43.913,"2012"
3303,8387462,190,44.145,"2012"
3304,58875408,1490,39.514,"2012"
3305,339220535,7175,47.279,"2012"
3310,5410782,165,32.793,"2012"
3311,36826653,1040,35.411,"2012"
3312,17742805,500,35.486,"2012"
3314,15466253,375,41.244,"2012"
3315,37997696,985,38.577,"2012"
3317,5130337,80,64.13,"2012"
3318,28664678,750,38.22,"2012"
3319,8385541,235,35.684,"2012"
3321,36029883,795,45.321,"2012"
3324,11650946,285,40.881,"2012"
3325,10445426,305,34.248,"2012"
3328,40547020,895,45.304,"2012"
3329,5890871,170,34.653,"2012"
3330,4408216,95,46.403,"2012"
3331,133437800,2780,48,"2012"
3332,24634708,555,44.387,"2012"
3333,19303018,475,40.638,"2012"
3334,12742306,290,43.939,"2012"
3335,40951984,970,42.219,"2012"
3337,770232966,17535,43.926,"2012"
3338,384202963,8600,44.675,"2012"
3340,499814471,10500,47.602,"2012"
3341,46405412,905,51.277,"2012"
3342,80957492,1795,45.102,"2012"
3345,31662902,655,48.341,"2012"
3350,1457976548,31115,46.858,"2012"
3351,165742029,4245,39.045,"2012"
3352,394908207,8840,44.673,"2012"
3353,20178578,390,51.74,"2012"
3354,17223021,370,46.549,"2012"
3355,244219265,6080,40.168,"2012"
3356,265676705,6980,38.063,"2012"
3357,111455429,2230,49.981,"2012"
3360,12780217,355,36.001,"2012"
3361,12400123,360,34.445,"2012"
3363,74390225,1790,41.559,"2012"
3364,43200237,1115,38.745,"2012"
3370,28304490,770,36.76,"2012"
3371,17112044,505,33.886,"2012"
3373,38515053,1115,34.543,"2012"
3374,6304701,120,52.54,"2012"
3375,4645337,95,48.899,"2012"
3377,191573103,4950,38.702,"2012"
3378,4113603,75,54.849,"2012"
3379,19759504,395,50.025,"2012"
3380,148423830,3620,41.002,"2012"
3381,23463272,575,40.806,"2012"
3384,8105206,255,31.786,"2012"
3385,9577943,245,39.094,"2012"
3387,7090297,195,36.361,"2012"
3388,17517026,355,49.344,"2012"
3390,22028534,540,40.794,"2012"
3391,4187232,65,64.419,"2012"
3392,13326978,340,39.197,"2012"
3393,61776670,1505,41.048,"2012"
3395,10704624,260,41.172,"2012"
3396,18361102,445,41.261,"2012"
3400,337310851,8170,41.287,"2012"
3401,99024530,2475,40.01,"2012"
3402,25470548,585,43.54,"2012"
3407,11013525,285,38.644,"2012"
3409,24520667,635,38.616,"2012"
3412,7398198,185,39.991,"2012"
3413,4279785,130,32.922,"2012"
3414,37334362,915,40.803,"2012"
3418,68443128,1790,38.237,"2012"
3419,26051419,635,41.026,"2012"
3420,5143196,105,48.983,"2012"
3423,7579760,220,34.454,"2012"
3424,16353290,455,35.942,"2012"
3427,62840018,1325,47.427,"2012"
3428,21760984,415,52.437,"2012"
3429,995281453,20380,48.837,"2012"
3430,8283758,170,48.728,"2012"
3431,117487636,2380,49.365,"2012"
3432,4198151,70,59.974,"2012"
3433,6678762,100,66.788,"2012"
3434,135666987,2730,49.695,"2012"
3435,71825735,1520,47.254,"2012"
3437,308804086,5635,54.802,"2012"
3438,68805581,1230,55.94,"2012"
3440,67066432,1195,56.123,"2012"
3441,64248519,895,71.787,"2012"
3442,237721522,4145,57.352,"2012"
3444,219009101,4830,45.344,"2012"
3446,20260016,520,38.962,"2012"
3447,9745504,250,38.983,"2012"
3448,21325103,505,42.228,"2012"
3450,163177582,4105,39.751,"2012"
3451,85216131,2125,40.102,"2012"
3453,39701315,970,40.93,"2012"
3458,43132827,995,43.35,"2012"
3460,68254132,1645,41.492,"2012"
3461,76547282,1990,38.466,"2012"
3462,22876516,625,36.603,"2012"
3463,48567729,1290,37.65,"2012"
3464,20561931,580,35.452,"2012"
3465,156043386,4350,35.873,"2012"
3467,21808423,630,34.617,"2012"
3468,4592071,135,34.016,"2012"
3469,4972211,155,32.079,"2012"
3472,18799258,585,32.136,"2012"
3475,5289354,180,29.386,"2012"
3477,12624142,340,37.13,"2012"
3478,54363208,1525,35.649,"2012"
3480,40785284,1105,36.91,"2012"
3482,2978673,55,54.158,"2012"
3483,20241340,535,37.835,"2012"
3485,6210494,180,34.503,"2012"
3490,29268367,755,38.767,"2012"
3491,2751738,55,50.032,"2012"
3494,10149920,315,32.222,"2012"
3496,119662259,3300,36.262,"2012"
3498,97975470,2410,40.654,"2012"
3500,567797945,14065,40.37,"2012"
3501,91678183,2295,39.947,"2012"
3502,109418861,2520,43.421,"2012"
3505,89035828,2455,36.268,"2012"
3507,3806252,80,47.579,"2012"
3509,7439478,180,41.331,"2012"
3512,8179763,235,34.808,"2012"
3515,33180672,790,42.001,"2012"
3516,13411527,365,36.744,"2012"
3517,24121520,665,36.273,"2012"
3518,20885954,620,33.688,"2012"
3521,13234458,325,40.722,"2012"
3522,6316319,155,40.751,"2012"
3523,57754375,1565,36.904,"2012"
3525,27027843,815,33.163,"2012"
3527,14903998,460,32.4,"2012"
3529,3055290,55,55.551,"2012"
3530,3099239,55,56.35,"2012"
3531,4887688,95,51.45,"2012"
3533,17680300,435,40.645,"2012"
3537,21629152,610,35.458,"2012"
3540,7191085,135,53.268,"2012"
3542,4073519,70,58.194,"2012"
3544,4599439,90,51.105,"2012"
3546,11299770,290,38.965,"2012"
3549,79499859,2130,37.324,"2012"
3550,1000063370,22485,44.477,"2012"
3551,687683525,14780,46.528,"2012"
3552,23307974,440,52.973,"2012"
3554,9607103,125,76.857,"2012"
3555,397813760,9970,39.902,"2012"
3556,227784614,5955,38.251,"2012"
3557,15785232,380,41.541,"2012"
3558,16979196,490,34.652,"2012"
3559,10164564,305,33.327,"2012"
3561,100850612,2495,40.422,"2012"
3562,5280468,105,50.291,"2012"
3563,14503032,415,34.948,"2012"
3564,379049898,9155,41.404,"2012"
3566,10280950,295,34.851,"2012"
3567,13096839,395,33.157,"2012"
3568,60892595,1575,38.662,"2012"
3570,14677691,385,38.124,"2012"
3571,6396877,195,32.805,"2012"
3572,6540076,170,38.472,"2012"
3573,7618152,225,33.859,"2012"
3575,13088169,410,31.923,"2012"
3579,102269319,3005,34.034,"2012"
3580,17977421,525,34.243,"2012"
3581,3153334,75,42.045,"2012"
3583,2410235,55,43.823,"2012"
3584,21453155,595,36.056,"2012"
3585,291281295,6955,41.881,"2012"
3586,7916613,195,40.599,"2012"
3588,6361692,145,43.874,"2012"
3589,7196402,195,36.905,"2012"
3590,9341503,215,43.449,"2012"
3591,3558676,75,47.45,"2012"
3594,11342667,325,34.901,"2012"
3595,10691073,320,33.41,"2012"
3597,9551152,245,38.985,"2012"
3608,48219900,1235,39.045,"2012"
3610,28185055,810,34.797,"2012"
3612,29765342,850,35.019,"2012"
3614,22587096,560,40.335,"2012"
3616,119690194,2965,40.368,"2012"
3617,2831997,60,47.2,"2012"
3618,13921377,430,32.376,"2012"
3619,5928147,170,34.872,"2012"
3620,164301672,4395,37.384,"2012"
3621,42589956,1225,34.768,"2012"
3622,8780970,220,39.914,"2012"
3623,18267013,555,32.914,"2012"
3624,10635556,300,35.452,"2012"
3629,185849874,4975,37.357,"2012"
3630,659006354,16550,39.82,"2012"
3631,260250183,5880,44.261,"2012"
3632,25936544,685,37.864,"2012"
3633,16208986,440,36.839,"2012"
3634,41457726,1140,36.367,"2012"
3635,10529480,285,36.946,"2012"
3636,103148670,2845,36.257,"2012"
3637,9514267,305,31.195,"2012"
3638,42103092,1115,37.761,"2012"
3639,8898468,305,29.176,"2012"
3640,19387500,595,32.585,"2012"
3641,23354831,640,36.492,"2012"
3644,186471157,4815,38.728,"2012"
3646,12349681,360,34.305,"2012"
3649,8116067,270,30.06,"2012"
3658,136396431,3135,43.508,"2012"
3659,22656860,360,62.936,"2012"
3660,160025096,3595,44.514,"2012"
3661,14487190,310,46.733,"2012"
3663,3024373,60,50.407,"2012"
3664,26140844,610,42.854,"2012"
3665,8718769,200,43.594,"2012"
3666,96473889,2600,37.106,"2012"
3669,24632548,705,34.94,"2012"
3670,11710330,325,36.032,"2012"
3671,5164318,90,57.382,"2012"
3672,217175767,5500,39.487,"2012"
3673,40737094,1110,36.701,"2012"
3675,44044072,1205,36.552,"2012"
3676,16669866,365,45.671,"2012"
3677,384905143,9520,40.432,"2012"
3678,153268239,3735,41.036,"2012"
3682,12819364,320,40.061,"2012"
3683,38981542,930,41.916,"2012"
3685,68026636,1665,40.857,"2012"
3687,24065964,560,42.975,"2012"
3688,35265980,785,44.925,"2012"
3689,15965646,355,44.974,"2012"
3690,772498340,17740,43.546,"2012"
3691,227750776,4825,47.203,"2012"
3694,5530785,120,46.09,"2012"
3695,11780093,300,39.267,"2012"
3697,13174754,320,41.172,"2012"
3698,19108204,475,40.228,"2012"
3699,21895308,650,33.686,"2012"
3700,33489148,865,38.716,"2012"
3701,20938805,555,37.728,"2012"
3705,5797810,165,35.139,"2012"
3707,36509392,1005,36.328,"2012"
3709,6706373,185,36.251,"2012"
3711,9744483,280,34.802,"2012"
3712,7164374,190,37.708,"2012"
3713,15875007,475,33.422,"2012"
3714,77715680,2000,38.858,"2012"
3715,5382076,160,33.638,"2012"
3717,58909255,1480,39.804,"2012"
3719,7526485,230,32.724,"2012"
3720,10413968,295,35.302,"2012"
3722,110091392,2830,38.902,"2012"
3723,48623847,1380,35.235,"2012"
3724,8000432,225,35.558,"2012"
3725,13331774,355,37.555,"2012"
3726,8083219,220,36.742,"2012"
3727,5650038,200,28.251,"2012"
3728,11702123,340,34.419,"2012"
3730,178234824,4375,40.74,"2012"
3732,13159313,385,34.181,"2012"
3733,4348608,140,31.062,"2012"
3735,15120605,430,35.165,"2012"
3737,94300005,2485,37.948,"2012"
3738,3186265,65,49.02,"2012"
3739,3567684,80,44.597,"2012"
3740,22408388,600,37.348,"2012"
3741,66448972,1840,36.114,"2012"
3744,7131511,215,33.17,"2012"
3746,7569003,205,36.922,"2012"
3747,102924235,2530,40.682,"2012"
3749,51732738,1110,46.607,"2012"
3750,47031714,980,47.992,"2012"
3751,7763591,125,62.109,"2012"
3752,565720027,12050,46.948,"2012"
3753,32500427,635,51.182,"2012"
3754,651115180,12815,50.809,"2012"
3755,7248571,125,57.989,"2012"
3756,252105569,5300,47.568,"2012"
3757,217113104,4615,47.046,"2012"
3758,57068553,1270,44.936,"2012"
3759,39315733,650,60.486,"2012"
3760,12979884,260,49.923,"2012"
3761,33415587,685,48.782,"2012"
3762,3398350,60,56.64,"2012"
3763,37757624,865,43.651,"2012"
3764,195096714,4185,46.619,"2012"
3765,202417702,4065,49.796,"2012"
3766,42450609,830,51.146,"2012"
3767,32975986,675,48.854,"2012"
3770,93923122,1835,51.185,"2012"
3775,106591095,2235,47.692,"2012"
3777,251798681,5850,43.043,"2012"
3778,2724953,70,38.928,"2012"
3779,6693828,215,31.135,"2012"
3781,108900886,2345,46.44,"2012"
3782,233548224,4815,48.505,"2012"
3783,55403730,1235,44.862,"2012"
3786,49199458,900,54.667,"2012"
3787,33847464,635,53.304,"2012"
3788,58284954,1090,53.473,"2012"
3789,8484263,120,70.703,"2012"
3791,44675381,920,48.561,"2012"
3792,35744731,715,49.993,"2012"
3793,90482408,2140,42.282,"2012"
3795,36064844,820,43.982,"2012"
3796,240526380,5355,44.917,"2012"
3797,70142553,1745,40.197,"2012"
3799,113222100,2935,38.577,"2012"
3800,3623974,55,65.891,"2012"
3802,590890304,13845,42.679,"2012"
3803,234932781,5550,42.331,"2012"
3804,274588806,4825,56.91,"2012"
3805,1338453837,29510,45.356,"2012"
3806,1389848181,26505,52.438,"2012"
3807,216709832,4075,53.181,"2012"
3808,117267173,1955,59.984,"2012"
3809,94363356,1685,56.002,"2012"
3810,903214738,20490,44.081,"2012"
3812,66735780,1470,45.399,"2012"
3813,22021516,500,44.044,"2012"
3814,52096471,1255,41.512,"2012"
3815,69065491,1570,43.991,"2012"
3816,51511239,1270,40.561,"2012"
3818,273556575,6680,40.952,"2012"
3820,385979482,8500,45.41,"2012"
3821,65039409,1505,43.216,"2012"
3822,25045031,545,45.955,"2012"
3823,44448482,995,44.672,"2012"
3824,120663056,2580,46.769,"2012"
3825,459391546,10135,45.328,"2012"
3831,37886841,930,40.739,"2012"
3832,4843607,80,60.546,"2012"
3833,4253281,155,27.441,"2012"
3835,15713726,355,44.265,"2012"
3840,364621924,8025,45.436,"2012"
3841,4076856,60,67.948,"2012"
3842,102072927,2280,44.769,"2012"
3844,843079484,15980,52.759,"2012"
3847,46580348,1070,43.534,"2012"
3850,403466902,8130,49.627,"2012"
3851,100932882,2275,44.367,"2012"
3852,3659043,65,56.293,"2012"
3853,6009436,100,60.095,"2012"
3854,45913475,865,53.08,"2012"
3856,31104331,550,56.554,"2012"
3857,9037570,200,45.188,"2012"
3858,67757602,1605,42.217,"2012"
3859,18278019,435,42.019,"2012"
3860,171168839,3945,43.389,"2012"
3862,75321671,1725,43.665,"2012"
3865,11071838,295,37.532,"2012"
3869,53605491,1035,51.793,"2012"
3870,30809645,705,43.702,"2012"
3871,66209002,1575,42.038,"2012"
3873,9797733,220,44.536,"2012"
3874,14040571,320,43.877,"2012"
3875,387188824,9685,39.979,"2012"
3878,22484876,510,44.088,"2012"
3880,71622650,1910,37.499,"2012"
3882,22593794,595,37.973,"2012"
3885,37598107,1070,35.139,"2012"
3886,8254131,200,41.271,"2012"
3887,4663619,160,29.148,"2012"
3888,68208854,1750,38.977,"2012"
3890,6575006,175,37.572,"2012"
3892,21516356,600,35.861,"2012"
3895,3274218,75,43.657,"2012"
3896,8762451,245,35.766,"2012"
3898,15087492,405,37.254,"2012"
3900,2537737,60,42.296,"2012"
3902,6896293,200,34.482,"2012"
3903,15406457,400,38.517,"2012"
3904,26397738,710,37.18,"2012"
3909,152427007,4010,38.012,"2012"
3910,601916320,12870,46.769,"2012"
3911,86697242,1860,46.612,"2012"
3912,407079717,8860,45.946,"2012"
3913,93264711,1985,46.985,"2012"
3915,186917422,4405,42.434,"2012"
3916,35947063,595,60.416,"2012"
3918,101041475,2160,46.779,"2012"
3919,63074794,1490,42.333,"2012"
3920,16699816,375,44.533,"2012"
3922,146006092,3715,39.302,"2012"
3923,14036730,345,40.687,"2012"
3925,71488683,1765,40.504,"2012"
3926,97023395,1965,49.376,"2012"
3927,48534442,950,51.089,"2012"
3928,22002535,355,61.979,"2012"
3929,45534198,570,79.885,"2012"
3930,706820548,11035,64.053,"2012"
3931,615758125,13070,47.113,"2012"
3933,38062029,715,53.234,"2012"
3934,546690913,10360,52.77,"2012"
3936,230321117,5190,44.378,"2012"
3937,61113145,1125,54.323,"2012"
3938,74039035,1695,43.681,"2012"
3939,280665823,6950,40.384,"2012"
3940,64551717,1895,34.065,"2012"
3941,247566185,6250,39.611,"2012"
3942,55476723,1315,42.188,"2012"
3943,56476200,995,56.76,"2012"
3944,50067032,410,122.115,"2012"
3945,23489322,575,40.851,"2012"
3946,6000909,105,57.152,"2012"
3950,103974118,2515,41.342,"2012"
3951,24533812,625,39.255,"2012"
3953,190033910,4500,42.23,"2012"
3954,10452155,215,48.615,"2012"
3956,51324202,1365,37.601,"2012"
3957,7233845,205,35.288,"2012"
3958,6450690,170,37.946,"2012"
3959,25937700,700,37.054,"2012"
3960,60963270,1520,40.108,"2012"
3962,18037789,505,35.719,"2012"
3964,3302295,65,50.805,"2012"
3965,2755627,60,45.928,"2012"
3966,13456951,295,45.617,"2012"
3967,2630370,50,52.608,"2012"
3971,91173030,2230,40.885,"2012"
3975,323643220,6915,46.804,"2012"
3976,492345496,12265,40.143,"2012"
3977,1780348813,39065,45.575,"2012"
3978,57206785,1175,48.687,"2012"
3979,8472868,230,36.839,"2012"
3980,82300771,1830,44.974,"2012"
3981,98742207,2350,42.018,"2012"
3984,92719227,2370,39.123,"2012"
3987,35408915,850,41.658,"2012"
3988,24351323,650,37.464,"2012"
3990,3307910,60,55.132,"2012"
3991,6972506,225,30.989,"2012"
3992,13278434,355,37.405,"2012"
3995,198768068,4880,40.732,"2012"
3996,120111577,2695,44.569,"2012"
4000,683413959,12095,56.504,"2012"
4001,146860063,2395,61.32,"2012"
4002,11693249,190,61.544,"2012"
4003,10849995,200,54.25,"2012"
4004,22507507,345,65.24,"2012"
4005,904369979,10940,82.667,"2012"
4006,615361334,8610,71.471,"2012"
4007,729358809,7620,95.717,"2012"
4008,11129132,175,63.596,"2012"
4009,7920106,100,79.202,"2012"
4010,101090460,1750,57.766,"2012"
4011,750115736,9795,76.582,"2012"
4012,748423261,12805,58.448,"2012"
4013,159488250,2840,56.158,"2012"
4014,349623973,6820,51.265,"2012"
4017,1072347121,21210,50.559,"2012"
4018,264007114,5465,48.309,"2012"
4019,472522721,10370,45.567,"2012"
4020,593153268,12205,48.6,"2012"
4021,221481550,5130,43.174,"2012"
4022,139141007,3330,41.785,"2012"
4025,3395667,60,56.595,"2012"
4029,6954493,75,92.727,"2012"
4030,604809163,9540,63.398,"2012"
4031,459251084,7750,59.259,"2012"
4032,442754490,8840,50.086,"2012"
4034,1287495416,25885,49.74,"2012"
4035,917085895,15480,59.244,"2012"
4036,183448548,3820,48.024,"2012"
4037,286077236,4835,59.168,"2012"
4051,1106487893,16880,65.551,"2012"
4053,1399482585,26045,53.734,"2012"
4054,428615994,8860,48.377,"2012"
4055,679490385,12315,55.176,"2012"
4059,433229670,7040,61.539,"2012"
4060,584931780,8000,73.117,"2012"
4061,669332559,10455,64.021,"2012"
4064,528688034,7200,73.429,"2012"
4065,479107299,5815,82.392,"2012"
4066,722994229,11235,64.352,"2012"
4067,374793613,5425,69.087,"2012"
4068,1082183457,14900,72.63,"2012"
4069,1686401907,21565,78.201,"2012"
4070,392807611,6500,60.432,"2012"
4073,351974201,5470,64.347,"2012"
4074,857014394,15610,54.902,"2012"
4075,866472395,13475,64.303,"2012"
4076,104165466,2465,42.258,"2012"
4077,463146408,11585,39.979,"2012"
4078,688118021,13915,49.452,"2012"
4101,792604660,12940,61.253,"2012"
4102,207866807,4255,48.853,"2012"
4103,458005075,8590,53.319,"2012"
4104,264114325,3815,69.231,"2012"
4105,436565135,7900,55.262,"2012"
4106,41942658,915,45.839,"2012"
4107,174244298,3745,46.528,"2012"
4108,129008397,3110,41.482,"2012"
4109,974601345,22635,43.058,"2012"
4110,229478264,5150,44.559,"2012"
4111,30335499,700,43.337,"2012"
4112,205792422,4175,49.292,"2012"
4113,786922305,17665,44.547,"2012"
4114,472000014,12555,37.595,"2012"
4115,559622949,11385,49.155,"2012"
4116,649833418,13985,46.467,"2012"
4117,32549560,705,46.17,"2012"
4118,783265436,16925,46.279,"2012"
4119,168180012,3380,49.758,"2012"
4120,322742351,5845,55.217,"2012"
4121,884948516,14695,60.222,"2012"
4122,1294672337,26300,49.228,"2012"
4123,485912275,10040,48.398,"2012"
4124,469759093,9845,47.716,"2012"
4125,177999897,4060,43.843,"2012"
4127,687018949,14780,46.484,"2012"
4128,493274390,10000,49.328,"2012"
4129,188485663,4080,46.198,"2012"
4130,249671850,4895,51.006,"2012"
