"postcode","total_tax","num_individuals","mean_tax_000s","year"
2073,993857054,10350,96.025,"2013"
2074,1266035170,14150,89.473,"2013"
2075,1072309132,12755,84.07,"2013"
2076,1262116329,14935,84.508,"2013"
2077,1180158390,21410,55.122,"2013"
2079,265309042,4485,59.155,"2013"
2080,60501294,1060,57.077,"2013"
2081,193733161,3285,58.976,"2013"
2082,188038984,3245,57.948,"2013"
2083,52035392,940,55.357,"2013"
2084,199688068,2315,86.259,"2013"
2085,460674243,7130,64.611,"2013"
2086,530120807,8030,66.018,"2013"
2087,527713481,7420,71.121,"2013"
2088,2642549392,19200,137.633,"2013"
2089,835180244,8865,94.211,"2013"
2090,943820310,9000,104.869,"2013"
2092,451470222,4305,104.872,"2013"
2093,1231723974,14150,87.048,"2013"
2094,356015964,4110,86.622,"2013"
2095,1003067080,11515,87.11,"2013"
2096,761561894,9760,78.029,"2013"
2097,675887471,9530,70.923,"2013"
2099,1436482662,24430,58.8,"2013"
2100,797784530,13020,61.274,"2013"
2101,756030963,11830,63.908,"2013"
2102,263169859,4030,65.303,"2013"
2103,450822320,7030,64.129,"2013"
2104,189732858,2320,81.782,"2013"
2105,111782685,1360,82.194,"2013"
2106,483868592,6350,76.2,"2013"
2107,718493978,9810,73.241,"2013"
2108,126953495,1315,96.543,"2013"
2110,779303641,5880,132.535,"2013"
2111,673635428,8695,77.474,"2013"
2112,1001036272,16925,59.146,"2013"
2113,668079819,11155,59.891,"2013"
2114,726033639,13385,54.243,"2013"
2115,254402255,5015,50.729,"2013"
2116,160769786,3215,50.007,"2013"
2117,575896151,11210,51.374,"2013"
2118,693760285,13380,51.851,"2013"
2119,586861095,7235,81.115,"2013"
2120,794330341,12595,63.068,"2013"
2121,1011507187,16715,60.515,"2013"
2122,965046841,18655,51.732,"2013"
2125,814341942,10820,75.263,"2013"
2126,751633908,11780,63.806,"2013"
2127,381042848,6270,60.773,"2013"
2128,47948679,1010,47.474,"2013"
2130,283446198,4520,62.71,"2013"
2131,681139604,13640,49.937,"2013"
2132,341545642,6030,56.642,"2013"
2133,311572339,5980,52.103,"2013"
2134,399895526,8770,45.599,"2013"
2135,952233351,15800,60.268,"2013"
2136,232632975,4375,53.174,"2013"
2137,1056521324,15470,68.295,"2013"
2138,550819071,9620,57.258,"2013"
2140,374436931,7785,48.098,"2013"
2141,616206738,14455,42.63,"2013"
2142,458371704,11060,41.445,"2013"
2143,164127274,3810,43.079,"2013"
2144,573985363,15860,36.191,"2013"
2145,2050931104,40630,50.479,"2013"
2146,455129589,9295,48.965,"2013"
2147,944628895,19100,49.458,"2013"
2148,1441560682,31670,45.519,"2013"
2150,769169125,16515,46.574,"2013"
2151,617702112,11385,54.256,"2013"
2152,332781811,6095,54.6,"2013"
2153,1952004771,33365,58.505,"2013"
2154,1564157506,23895,65.46,"2013"
2155,1674206088,26960,62.1,"2013"
2156,597241093,8355,71.484,"2013"
2157,123669950,2210,55.96,"2013"
2158,435443109,5500,79.172,"2013"
2159,200848624,3165,63.46,"2013"
2160,699412049,16155,43.294,"2013"
2161,514154654,12355,41.616,"2013"
2162,341603217,7845,43.545,"2013"
2163,131266933,3315,39.598,"2013"
2164,430426876,9380,45.888,"2013"
2165,651468500,15765,41.324,"2013"
2166,849815398,21485,39.554,"2013"
2167,228349105,4595,49.696,"2013"
2168,769330237,17600,43.712,"2013"
2170,2158133278,45665,47.261,"2013"
2171,871262048,16840,51.738,"2013"
2172,75391249,1225,61.544,"2013"
2173,451015620,8100,55.681,"2013"
2174,23575657,455,51.815,"2013"
2175,54079823,1020,53.02,"2013"
2176,1113081010,23945,46.485,"2013"
2177,319859164,7265,44.028,"2013"
2178,100556227,1840,54.651,"2013"
2179,116242159,2270,51.208,"2013"
2190,439563305,10325,42.573,"2013"
2191,142093793,2980,47.683,"2013"
2192,270780528,6390,42.376,"2013"
2193,430626337,8105,53.131,"2013"
2194,445961233,11590,38.479,"2013"
2195,405142419,10945,37.017,"2013"
2196,586641324,14100,41.606,"2013"
2197,173452500,3835,45.229,"2013"
2198,214316993,4490,47.733,"2013"
2199,320552598,7390,43.377,"2013"
2200,774950000,18305,42.336,"2013"
2203,484639786,8065,60.092,"2013"
2204,793167410,14270,55.583,"2013"
2205,406936803,8220,49.506,"2013"
2206,589460743,10505,56.113,"2013"
2207,745091640,14780,50.413,"2013"
2208,334446728,6755,49.511,"2013"
2209,407142662,8605,47.315,"2013"
2210,791122598,15395,51.389,"2013"
2211,465042762,9250,50.275,"2013"
2212,393927845,7915,49.77,"2013"
2213,629673511,11670,53.957,"2013"
2214,120872801,2360,51.218,"2013"
2216,760184909,16160,47.042,"2013"
2217,792068072,15385,51.484,"2013"
2218,437658987,9145,47.858,"2013"
2219,453311848,7455,60.807,"2013"
2220,748182568,17010,43.985,"2013"
2221,639298253,9775,65.402,"2013"
2222,361978404,7175,50.45,"2013"
2223,792509586,12930,61.293,"2013"
2224,536664354,8500,63.137,"2013"
2225,232781591,3380,68.871,"2013"
2226,462925189,7470,61.972,"2013"
2227,533939908,8680,61.514,"2013"
2228,627590125,10860,57.79,"2013"
2229,1145333538,17805,64.327,"2013"
2230,1307809708,18700,69.937,"2013"
2231,74037686,1320,56.09,"2013"
2232,1102545400,19395,56.847,"2013"
2233,983116804,17840,55.108,"2013"
2234,1218630104,20100,60.629,"2013"
2250,1829217748,37090,49.319,"2013"
2251,899212475,17980,50.012,"2013"
2256,361978019,7630,47.442,"2013"
2257,672961772,14695,45.796,"2013"
2258,156929415,2970,52.839,"2013"
2259,1303529239,27700,47.059,"2013"
2260,800842133,13935,57.47,"2013"
2261,1282671657,28295,45.333,"2013"
2262,394738540,9045,43.642,"2013"
2263,441967006,10320,42.827,"2013"
2264,316096775,6770,46.691,"2013"
2265,129876395,2765,46.972,"2013"
2267,81850038,1595,51.317,"2013"
2278,73887586,1465,50.436,"2013"
2280,829436671,14965,55.426,"2013"
2281,355398149,7045,50.447,"2013"
2282,510388479,8785,58.098,"2013"
2283,671185608,12550,53.481,"2013"
2284,274655788,5565,49.355,"2013"
2285,798677484,15660,51.002,"2013"
2286,92877886,1920,48.374,"2013"
2287,939461768,18520,50.727,"2013"
2289,614731439,11270,54.546,"2013"
2290,1004637793,18595,54.028,"2013"
2291,645555112,8900,72.535,"2013"
2292,74341384,1360,54.663,"2013"
2293,88548574,1565,56.581,"2013"
2294,55973150,1090,51.352,"2013"
2295,158319098,2885,54.877,"2013"
2296,52905512,1040,50.871,"2013"
2297,41269512,850,48.553,"2013"
2298,220152114,4580,48.069,"2013"
2299,272443835,5510,49.446,"2013"
2300,523280316,7080,73.91,"2013"
2302,19777000,350,56.506,"2013"
2303,316107543,5250,60.211,"2013"
2304,378821146,7840,48.32,"2013"
2305,448523620,7355,60.983,"2013"
2306,34923049,910,38.377,"2013"
2307,74916446,1755,42.688,"2013"
2308,2513846,75,33.518,"2013"
2309,4798825,90,53.321,"2013"
2311,20141674,495,40.691,"2013"
2312,25322895,695,36.436,"2013"
2315,371680014,7875,47.198,"2013"
2316,153538702,3020,50.841,"2013"
2317,153304789,3295,46.527,"2013"
2318,332872365,6445,51.649,"2013"
2319,135772261,3040,44.662,"2013"
2320,980190209,16745,58.537,"2013"
2321,403038467,7015,57.454,"2013"
2322,494092670,9505,51.983,"2013"
2323,733678390,13655,53.73,"2013"
2324,549180615,11775,46.64,"2013"
2325,645239579,12375,52.141,"2013"
2326,160798088,3305,48.653,"2013"
2327,161613472,3410,47.394,"2013"
2328,74634590,1375,54.28,"2013"
2329,46093329,1070,43.078,"2013"
2330,811735169,11635,69.767,"2013"
2333,464067740,7195,64.499,"2013"
2334,76948183,1350,56.999,"2013"
2335,206027756,3220,63.984,"2013"
2336,83087977,1445,57.501,"2013"
2337,318407919,4625,68.845,"2013"
2338,29844325,695,42.942,"2013"
2339,13799900,420,32.857,"2013"
2340,1197291046,26395,45.361,"2013"
2341,26969158,655,41.175,"2013"
2342,8836533,270,32.728,"2013"
2343,106178177,2665,39.842,"2013"
2344,16052677,415,38.682,"2013"
2345,16163092,425,38.031,"2013"
2346,52411962,1405,37.304,"2013"
2347,25798591,865,29.825,"2013"
2350,612323521,13465,45.476,"2013"
2351,4004524,95,42.153,"2013"
2352,57736034,1385,41.687,"2013"
2353,22078679,545,40.512,"2013"
2354,71950451,2135,33.701,"2013"
2355,22140770,300,73.803,"2013"
2356,1771694,60,29.529,"2013"
2357,76509442,2035,37.597,"2013"
2358,77282039,2095,36.889,"2013"
2359,9302980,375,24.808,"2013"
2360,273680621,7105,38.52,"2013"
2361,9587548,375,25.567,"2013"
2365,66501510,2015,33.004,"2013"
2369,11564232,330,35.044,"2013"
2370,128453096,3765,34.118,"2013"
2371,14775726,525,28.145,"2013"
2372,83184448,2515,33.076,"2013"
2379,6300333,205,30.734,"2013"
2380,260346905,5405,48.168,"2013"
2381,24018435,605,39.7,"2013"
2382,29438164,670,43.938,"2013"
2386,9058158,225,40.259,"2013"
2387,7226373,180,40.147,"2013"
2388,68022839,1540,44.171,"2013"
2390,233875524,4885,47.877,"2013"
2395,8556288,275,31.114,"2013"
2396,14544747,425,34.223,"2013"
2397,10181433,255,39.928,"2013"
2398,5249878,140,37.5,"2013"
2399,12054016,325,37.09,"2013"
2400,294782749,5730,51.446,"2013"
2401,4983972,180,27.689,"2013"
2402,33615568,915,36.739,"2013"
2403,7591777,350,21.691,"2013"
2404,22636992,840,26.949,"2013"
2405,16124170,335,48.132,"2013"
2406,22703882,495,45.867,"2013"
2408,7096788,235,30.2,"2013"
2409,18148988,315,57.616,"2013"
2410,3950375,115,34.352,"2013"
2411,2116070,65,32.555,"2013"
2415,6964149,180,38.69,"2013"
2420,84699799,2065,41.017,"2013"
2421,54119233,1035,52.29,"2013"
2422,102512955,2770,37.009,"2013"
2423,59912102,1455,41.177,"2013"
2424,5727796,210,27.276,"2013"
2425,43379882,940,46.149,"2013"
2426,10606982,275,38.571,"2013"
2427,43094361,1100,39.177,"2013"
2428,435217989,10855,40.094,"2013"
2429,168518317,4660,36.163,"2013"
2430,625222061,15250,40.999,"2013"
2431,87748085,2320,37.823,"2013"
2439,44133367,1110,39.76,"2013"
2440,353945371,9435,37.515,"2013"
2441,102012045,2625,38.862,"2013"
2443,143083028,4020,35.593,"2013"
2444,1042472623,23440,44.475,"2013"
2445,139032199,3265,42.583,"2013"
2446,256107337,6405,39.986,"2013"
2447,128603729,3425,37.549,"2013"
2448,140445041,3720,37.755,"2013"
2449,30752538,955,32.202,"2013"
2450,980223022,22165,44.224,"2013"
2452,309065891,7620,40.56,"2013"
2453,45275083,1495,30.285,"2013"
2454,151254056,3840,39.39,"2013"
2455,59205794,1470,40.277,"2013"
2456,300181926,7660,39.189,"2013"
2460,534685801,13730,38.943,"2013"
2462,35210939,1060,33.218,"2013"
2463,126944248,3480,36.479,"2013"
2464,126640200,3405,37.193,"2013"
2465,6449797,185,34.864,"2013"
2466,21315286,675,31.579,"2013"
2469,49874253,1625,30.692,"2013"
2470,259525179,6880,37.722,"2013"
2471,35723963,1140,31.337,"2013"
2472,38227308,1055,36.235,"2013"
2473,52994148,1295,40.923,"2013"
2474,108228167,3095,34.969,"2013"
2475,5054437,185,27.322,"2013"
2476,11443333,350,32.696,"2013"
2477,267049363,6520,40.959,"2013"
2478,692461410,15300,45.259,"2013"
2479,132876098,2875,46.218,"2013"
2480,945103396,23260,40.633,"2013"
2481,329345719,7705,42.745,"2013"
2482,129361525,3595,35.984,"2013"
2483,216085806,5645,38.28,"2013"
2484,363118183,9240,39.299,"2013"
2485,275952773,6780,40.701,"2013"
2486,658948848,15565,42.336,"2013"
2487,320511587,6370,50.316,"2013"
2488,76475621,1795,42.605,"2013"
2489,147917832,3315,44.621,"2013"
2490,18797327,410,45.848,"2013"
2500,1029154749,19875,51.782,"2013"
2502,200496375,4670,42.933,"2013"
2505,107859081,2255,47.832,"2013"
2506,151531432,3350,45.234,"2013"
2508,303435246,5165,58.749,"2013"
2515,424405319,6515,65.143,"2013"
2516,197782910,3205,61.711,"2013"
2517,396299130,7105,55.778,"2013"
2518,490202996,9705,50.511,"2013"
2519,466957861,8765,53.276,"2013"
2525,329712725,6155,53.569,"2013"
2526,472764789,8690,54.404,"2013"
2527,546806823,11180,48.91,"2013"
2528,486404082,10775,45.142,"2013"
2529,662302135,12745,51.966,"2013"
2530,760533805,15660,48.566,"2013"
2533,494223619,9270,53.315,"2013"
2534,154097889,3025,50.942,"2013"
2535,181739635,3960,45.894,"2013"
2536,350520319,8825,39.72,"2013"
2537,241659438,6010,40.21,"2013"
2538,49917375,1195,41.772,"2013"
2539,324864376,8670,37.47,"2013"
2540,853890833,19955,42.791,"2013"
2541,538801426,12265,43.93,"2013"
2545,19843940,580,34.214,"2013"
2546,168222443,4550,36.972,"2013"
2548,177123970,4335,40.86,"2013"
2549,88004484,2145,41.028,"2013"
2550,353773094,8655,40.875,"2013"
2551,76861872,1825,42.117,"2013"
2555,9602867,225,42.68,"2013"
2556,67640380,1310,51.634,"2013"
2557,125114284,2435,51.382,"2013"
2558,293984348,6130,47.959,"2013"
2559,32802778,850,38.592,"2013"
2560,1817356938,37860,48.003,"2013"
2563,7139948,155,46.065,"2013"
2564,273991489,6290,43.56,"2013"
2565,486613000,9695,50.193,"2013"
2566,626606696,13300,47.114,"2013"
2567,1129842974,20250,55.795,"2013"
2568,36722788,665,55.223,"2013"
2569,46108947,825,55.89,"2013"
2570,1043773758,18450,56.574,"2013"
2571,335029773,6020,55.653,"2013"
2572,117719361,2250,52.32,"2013"
2573,117421681,2475,47.444,"2013"
2574,150029065,3035,49.433,"2013"
2575,413400402,8090,51.101,"2013"
2576,476949789,8005,59.582,"2013"
2577,401459034,8140,49.32,"2013"
2578,63266589,1505,42.038,"2013"
2579,96660214,2085,46.36,"2013"
2580,699933762,14775,47.373,"2013"
2581,55740575,1190,46.841,"2013"
2582,400112353,7110,56.275,"2013"
2583,90191375,2425,37.193,"2013"
2584,12580068,295,42.645,"2013"
2585,6721974,160,42.013,"2013"
2586,53163232,1375,38.665,"2013"
2587,61173679,1465,41.757,"2013"
2588,12090269,240,50.377,"2013"
2590,164636098,3750,43.903,"2013"
2594,249125785,5970,41.73,"2013"
2600,544781498,5755,94.663,"2013"
2601,156007924,2650,58.871,"2013"
2602,1258614570,19110,65.862,"2013"
2603,615488783,6180,99.594,"2013"
2604,566813599,7165,79.109,"2013"
2605,577670114,7520,76.818,"2013"
2606,377685009,5840,64.673,"2013"
2607,629594104,9260,67.991,"2013"
2609,42263556,665,63.555,"2013"
2611,989435664,15140,65.353,"2013"
2612,634058514,9360,67.742,"2013"
2614,789596404,12330,64.039,"2013"
2615,1577991184,27310,57.781,"2013"
2617,1145876617,19405,59.051,"2013"
2618,56122307,865,64.882,"2013"
2619,434106162,5845,74.27,"2013"
2620,1353690243,22800,59.373,"2013"
2621,238969675,3665,65.204,"2013"
2622,85615812,2000,42.808,"2013"
2623,17470699,340,51.385,"2013"
2624,2267953,65,34.892,"2013"
2625,7472623,200,37.364,"2013"
2626,14068191,280,50.244,"2013"
2627,114714543,2520,45.522,"2013"
2628,40014390,990,40.419,"2013"
2629,10827582,305,35.501,"2013"
2630,225078649,4955,45.425,"2013"
2631,14685271,350,41.958,"2013"
2632,47282173,1080,43.78,"2013"
2633,7376081,225,32.783,"2013"
2640,992673933,19725,50.326,"2013"
2641,354519148,8300,42.714,"2013"
2642,127996857,2860,44.755,"2013"
2643,57490773,1420,40.487,"2013"
2644,60291338,1375,43.849,"2013"
2645,10728478,245,43.79,"2013"
2646,173249367,3965,43.695,"2013"
2647,49222733,1145,42.99,"2013"
2648,42349658,1200,35.292,"2013"
2650,1574000656,31550,49.89,"2013"
2651,46963885,1025,45.819,"2013"
2652,112202514,2735,41.025,"2013"
2653,50775086,1275,39.824,"2013"
2655,33632314,775,43.397,"2013"
2656,32514947,705,46.121,"2013"
2658,27343452,720,37.978,"2013"
2659,19466473,515,37.799,"2013"
2660,34482501,860,40.096,"2013"
2661,4565890,90,50.733,"2013"
2663,93786040,2120,44.239,"2013"
2665,43125214,1245,34.639,"2013"
2666,124332258,2950,42.147,"2013"
2668,8937977,225,39.725,"2013"
2669,37192025,1020,36.463,"2013"
2671,100464019,2285,43.967,"2013"
2672,36398586,805,45.216,"2013"
2675,47684199,990,48.166,"2013"
2678,3269163,55,59.44,"2013"
2680,595440958,13570,43.88,"2013"
2681,40801370,950,42.949,"2013"
2700,102486662,2545,40.27,"2013"
2701,60147739,1255,47.927,"2013"
2702,15600185,375,41.601,"2013"
2703,16034366,410,39.109,"2013"
2705,227222259,5455,41.654,"2013"
2706,25868124,635,40.738,"2013"
2707,32919896,875,37.623,"2013"
2710,234551788,5840,40.163,"2013"
2711,72590011,1840,39.452,"2013"
2712,28539097,750,38.053,"2013"
2713,56804195,1595,35.614,"2013"
2714,51599962,1390,37.123,"2013"
2715,31910741,780,40.912,"2013"
2716,28963159,695,41.674,"2013"
2717,22714210,595,38.176,"2013"
2720,206163971,4295,48.001,"2013"
2721,4327513,140,30.911,"2013"
2722,67160281,1705,39.391,"2013"
2725,7149274,165,43.329,"2013"
2726,6477766,170,38.105,"2013"
2727,8314511,220,37.794,"2013"
2729,36742543,880,41.753,"2013"
2730,30241600,775,39.022,"2013"
2731,139917602,3210,43.589,"2013"
2732,36377576,1010,36.018,"2013"
2733,13428039,345,38.922,"2013"
2734,2411023,70,34.444,"2013"
2735,5319267,165,32.238,"2013"
2736,9481937,230,41.226,"2013"
2737,14844476,390,38.063,"2013"
2738,35771995,785,45.57,"2013"
2739,26297186,665,39.545,"2013"
2745,905782030,15860,57.112,"2013"
2747,938968173,19320,48.601,"2013"
2748,82804148,1440,57.503,"2013"
2749,492010890,9225,53.335,"2013"
2750,1225066868,23770,51.539,"2013"
2752,147954234,2860,51.733,"2013"
2753,474146785,9435,50.255,"2013"
2754,155080192,3125,49.626,"2013"
2756,951829970,18825,50.563,"2013"
2757,28427277,575,49.439,"2013"
2758,280504446,5200,53.944,"2013"
2759,801525674,15970,50.19,"2013"
2760,655073055,14320,45.746,"2013"
2761,731360773,15170,48.211,"2013"
2762,106582952,2135,49.922,"2013"
2763,902139252,17205,52.435,"2013"
2765,400665491,7940,50.462,"2013"
2766,357998503,7540,47.48,"2013"
2767,509159352,10580,48.125,"2013"
2768,857120868,14915,57.468,"2013"
2769,259161479,3995,64.872,"2013"
2770,1054084374,24735,42.616,"2013"
2773,225929968,3680,61.395,"2013"
2774,426615235,7640,55.84,"2013"
2775,32904288,710,46.345,"2013"
2776,128425903,2395,53.623,"2013"
2777,557526860,10435,53.429,"2013"
2778,74500090,1415,52.651,"2013"
2779,128534561,2605,49.342,"2013"
2780,312386089,6825,45.771,"2013"
2782,157978438,3180,49.679,"2013"
2783,65988390,1415,46.635,"2013"
2784,31933469,675,47.309,"2013"
2785,118093058,2495,47.332,"2013"
2786,30006236,600,50.011,"2013"
2787,101562670,2340,43.403,"2013"
2790,383374959,7405,51.773,"2013"
2791,7159735,155,46.192,"2013"
2792,8984653,205,43.828,"2013"
2793,14681584,450,32.626,"2013"
2794,216082891,5425,39.831,"2013"
2795,1079472806,21725,49.689,"2013"
2797,8829481,220,40.135,"2013"
2798,62862376,1150,54.663,"2013"
2799,95969097,2055,46.701,"2013"
2800,1253925829,23650,53.021,"2013"
2803,5807430,155,37.468,"2013"
2804,51274841,1360,37.703,"2013"
2805,6819110,215,31.717,"2013"
2806,17612687,485,36.315,"2013"
2807,5045911,160,31.537,"2013"
2808,2186492,60,36.442,"2013"
2809,4372641,120,36.439,"2013"
2810,63338461,1625,38.978,"2013"
2818,10971452,280,39.184,"2013"
2820,124307005,3115,39.906,"2013"
2821,104725095,2565,40.829,"2013"
2823,31499429,760,41.447,"2013"
2824,60537551,1310,46.212,"2013"
2825,61172080,1315,46.519,"2013"
2826,2683370,60,44.723,"2013"
2827,74171399,1855,39.985,"2013"
2828,14024224,400,35.061,"2013"
2829,64185562,1550,41.411,"2013"
2830,1044234656,21865,47.759,"2013"
2831,61644761,1775,34.73,"2013"
2832,56771979,1255,45.237,"2013"
2833,13526444,280,48.309,"2013"
2834,32227869,880,36.623,"2013"
2835,141329084,2300,61.448,"2013"
2836,12614865,310,40.694,"2013"
2839,20757622,490,42.363,"2013"
2840,57116061,1425,40.082,"2013"
2842,8039508,285,28.209,"2013"
2843,23806820,685,34.755,"2013"
2844,24588042,695,35.379,"2013"
2845,52710985,930,56.679,"2013"
2846,5294093,125,42.353,"2013"
2847,55599944,1050,52.953,"2013"
2848,26701197,590,45.257,"2013"
2849,30583193,785,38.96,"2013"
2850,478245379,9190,52.04,"2013"
2852,83907438,1695,49.503,"2013"
2864,21227504,480,44.224,"2013"
2865,18490413,450,41.09,"2013"
2866,69383519,1605,43.23,"2013"
2867,12240265,340,36.001,"2013"
2868,14143123,335,42.219,"2013"
2869,23273284,690,33.73,"2013"
2870,293740038,6165,47.647,"2013"
2871,192339529,4595,41.859,"2013"
2873,13589668,370,36.729,"2013"
2874,7940347,250,31.762,"2013"
2875,16127122,485,33.252,"2013"
2876,7197989,240,29.992,"2013"
2877,84267550,2060,40.907,"2013"
2878,8214923,175,46.943,"2013"
2879,13308148,295,45.113,"2013"
2880,442341371,8875,49.842,"2013"
2898,11968283,270,44.327,"2013"
2899,4946587,145,34.115,"2013"
2900,72000625,1205,59.752,"2013"
2902,593451786,9745,60.899,"2013"
2903,368319182,6075,60.629,"2013"
2904,574481882,8880,64.694,"2013"
2905,1072879383,18230,58.853,"2013"
2906,664536233,11035,60.221,"2013"
2911,110738426,1720,64.383,"2013"
2912,218162897,3845,56.74,"2013"
2913,1156075009,18245,63.364,"2013"
2914,744490137,11540,64.514,"2013"
3000,888834192,17110,51.949,"2013"
3002,367504837,3575,102.799,"2013"
3003,149872721,2655,56.45,"2013"
3004,522337650,6365,82.065,"2013"
3006,675314618,9640,70.054,"2013"
3008,421270017,5460,77.156,"2013"
3010,5242186,70,74.889,"2013"
3011,540117394,11220,48.139,"2013"
3012,670725745,13325,50.336,"2013"
3013,522776055,8380,62.384,"2013"
3015,602848678,9700,62.15,"2013"
3016,677971333,9370,72.356,"2013"
3018,387314003,7220,53.645,"2013"
3019,144657549,3695,39.15,"2013"
3020,783845449,19190,40.847,"2013"
3021,912229329,23290,39.169,"2013"
3022,84403299,1940,43.507,"2013"
3023,1448206247,30245,47.883,"2013"
3024,500551660,10340,48.41,"2013"
3025,265447958,5490,48.352,"2013"
3026,8395406,170,49.385,"2013"
3027,142343852,2655,53.614,"2013"
3028,723382875,15535,46.565,"2013"
3029,1967063597,41740,47.127,"2013"
3030,2537283918,48745,52.053,"2013"
3031,621232939,10425,59.591,"2013"
3032,924690232,15845,58.359,"2013"
3033,383156234,7570,50.616,"2013"
3034,302487235,6045,50.04,"2013"
3036,234812923,3910,60.055,"2013"
3037,1216865658,25450,47.814,"2013"
3038,825265774,17065,48.361,"2013"
3039,566507465,8580,66.027,"2013"
3040,1070442677,15865,67.472,"2013"
3041,440130565,7235,60.834,"2013"
3042,439683179,8645,50.86,"2013"
3043,473304529,10015,47.26,"2013"
3044,737195064,13855,53.208,"2013"
3046,724188611,16095,44.995,"2013"
3047,251052821,6790,36.974,"2013"
3048,238921799,6400,37.332,"2013"
3049,255208008,5255,48.565,"2013"
3050,3638254,65,55.974,"2013"
3051,388760175,7200,53.995,"2013"
3052,182179157,2935,62.072,"2013"
3053,348793126,6665,52.333,"2013"
3054,384079742,5605,68.525,"2013"
3055,425064304,7965,53.367,"2013"
3056,796890885,14965,53.251,"2013"
3057,344330398,6220,55.359,"2013"
3058,923573075,18445,50.072,"2013"
3059,408988031,7685,53.22,"2013"
3060,232853898,5605,41.544,"2013"
3061,81608983,2120,38.495,"2013"
3062,8836518,120,73.638,"2013"
3063,21794009,380,57.353,"2013"
3064,1302766047,29120,44.738,"2013"
3065,421828013,6420,65.706,"2013"
3066,233393716,4060,57.487,"2013"
3067,224703189,3655,61.479,"2013"
3068,812652511,11450,70.975,"2013"
3070,858660983,13985,61.399,"2013"
3071,560753973,10415,53.841,"2013"
3072,828045671,17215,48.101,"2013"
3073,1063833136,23970,44.382,"2013"
3074,377580706,9250,40.82,"2013"
3075,372335900,9230,40.34,"2013"
3076,681561773,15465,44.072,"2013"
3078,439977781,6585,66.816,"2013"
3079,734917846,9800,74.992,"2013"
3081,289724190,6425,45.094,"2013"
3082,787163933,17275,45.567,"2013"
3083,723343916,15875,45.565,"2013"
3084,928314571,15255,60.854,"2013"
3085,437654266,7860,55.682,"2013"
3087,249935827,4960,50.391,"2013"
3088,847067984,16370,51.746,"2013"
3089,408017064,7285,56.008,"2013"
3090,102546826,1405,72.988,"2013"
3091,72323923,1035,69.879,"2013"
3093,172159093,2435,70.702,"2013"
3094,285652965,5375,53.145,"2013"
3095,1100827272,18225,60.403,"2013"
3096,65661366,1185,55.411,"2013"
3097,65848136,945,69.681,"2013"
3099,155752855,3045,51.151,"2013"
3101,1541357360,15875,97.094,"2013"
3102,291493061,4105,71.01,"2013"
3103,789625336,10180,77.567,"2013"
3104,865921093,12855,67.361,"2013"
3105,350026235,6360,55.036,"2013"
3106,728489124,10820,67.329,"2013"
3107,419547766,7830,53.583,"2013"
3108,621293174,12475,49.804,"2013"
3109,833264097,16590,50.227,"2013"
3111,470347782,7545,62.34,"2013"
3113,354697299,5365,66.114,"2013"
3114,182080453,2410,75.553,"2013"
3115,197895657,2590,76.408,"2013"
3116,285180878,5790,49.255,"2013"
3121,1356161073,19270,70.377,"2013"
