SA3 Code,SA3_Name,Year,Remoteness ,State,Latitude,Longitude,Estimated Resident Population,Patent applicants (total),"Patent applicants (per 10,000 residents)",Trademark applicants (total),"Trademark applicants (per 10,000 residents)",New business entries,"New business entries (per 10,000 residents)",Business Research and Development Expenditure,Unemployed (total),Labour force (total),"Postgraduate Degree Level (total, 2011)","Graduate Diploma and Graduate Certificate Level (total, 2011)","Bachelor Degree Level (total, 2011)","Advanced Diploma and Diploma Level (total, 2011)","Certificate Level (total, 2011)","Year 12 or equivalent (total, 2011)","Did not go to school (total, 2011)",Accommodation and Food Services (count of businesses),Administrative and Support Services (count of businesses),"Agriculture, Forestry and Fishing (count of businesses)",Arts and Recreation Services (count of businesses),Construction (count of businesses),Education and Training (count of businesses),"Electricity, Gas, Water and Waste Services (count of businesses)",Financial and Insurance Services (count of businesses),Health Care and Social Assistance (count of businesses),Information Media and Telecommunications (count of businesses),Manufacturing (count of businesses),Mining (count of businesses),"Professional, Scientific and Technical Services (count of businesses)",Public Administration and Safety (count of businesses),"Rental, Hiring and Real Estate Services (count of businesses)",Retail Trade (count of businesses),"Transport, Postal and Warehousing (count of businesses)",Wholesale Trade (count of businesses),Top industry (by count of businesses),Count of University Campuses (2015),Count of TAFEs (2015),Count of Research Institutes (2015)
40104,Campbelltown (SA),2012,Major Cities of Australia,South Australia,-34.88425537,138.6830138,50792,5,1.0,46,9.1,482,94.9,12074081,1232,24950,1489,765,6217,3302,6238,20338,565,110,142,81,25,754,39,12,237,189,21,141,3,355,6,457,210,311,136,Construction,1,0,0
40104,Campbelltown (SA),2013,Major Cities of Australia,South Australia,-34.88425537,138.6830138,51235,6,1.2,59,11.5,389,75.9,13068400,1616,25868,1489,765,6217,3302,6238,20338,565,116,138,68,31,735,35,9,228,185,22,130,9,348,6,450,205,288,146,Construction,1,0,0
40104,Campbelltown (SA),2014,Major Cities of Australia,South Australia,-34.88425537,138.6830138,51700,10,1.9,57,11.0,486,94.0,15149022,1487,25913,1489,765,6217,3302,6238,20338,565,128,143,63,40,742,35,11,231,203,16,122,6,369,9,462,207,299,142,Construction,1,0,0
40104,Campbelltown (SA),2015,Major Cities of Australia,South Australia,-34.88425537,138.6830138,52252,9,1.7,48,9.2,NA,NA,NA,1946,27290,1489,765,6217,3302,6238,20338,565,128,139,65,37,743,40,9,237,215,21,122,9,379,12,461,208,315,150,Construction,1,0,0
40105,Norwood - Payneham - St Peters,2009,Major Cities of Australia,South Australia,-34.90757386,138.6364496,35868,31,8.6,174,48.5,834,232.5,10073208,NA,NA,2067,852,6846,2621,3472,18219,301,218,186,184,92,595,57,15,620,444,71,218,17,874,3,907,406,152,290,"Rental, Hiring and Real Estate Services",0,0,2
40105,Norwood - Payneham - St Peters,2010,Major Cities of Australia,South Australia,-34.90757386,138.6364496,36190,35,9.7,137,37.9,851,235.1,15007995,842,20056,2067,852,6846,2621,3472,18219,301,206,196,187,71,615,50,9,646,466,75,221,11,900,15,948,403,167,290,"Rental, Hiring and Real Estate Services",0,0,2
40105,Norwood - Payneham - St Peters,2011,Major Cities of Australia,South Australia,-34.90757386,138.6364496,36291,17,4.7,173,47.7,733,202.0,14621376,983,20081,2067,852,6846,2621,3472,18219,301,217,198,174,72,632,62,7,640,476,77,197,25,934,15,999,432,161,272,"Rental, Hiring and Real Estate Services",0,0,2
40105,Norwood - Payneham - St Peters,2012,Major Cities of Australia,South Australia,-34.90757386,138.6364496,36599,19,5.2,201,54.9,752,205.5,21599769,835,19421,2067,852,6846,2621,3472,18219,301,225,216,143,71,636,66,13,642,508,83,208,29,925,9,1042,443,156,287,"Rental, Hiring and Real Estate Services",0,0,2
40105,Norwood - Payneham - St Peters,2013,Major Cities of Australia,South Australia,-34.90757386,138.6364496,36856,13,3.5,180,48.8,656,178.0,14745159,1030,20067,2067,852,6846,2621,3472,18219,301,221,207,145,69,608,67,9,661,509,78,199,27,902,9,1000,434,138,259,"Rental, Hiring and Real Estate Services",0,0,2
40105,Norwood - Payneham - St Peters,2014,Major Cities of Australia,South Australia,-34.90757386,138.6364496,37071,14,3.8,172,46.4,699,188.6,16136486,899,19998,2067,852,6846,2621,3472,18219,301,241,206,138,68,607,72,6,666,526,80,210,22,906,16,1000,417,159,256,"Rental, Hiring and Real Estate Services",0,0,2
40105,Norwood - Payneham - St Peters,2015,Major Cities of Australia,South Australia,-34.90757386,138.6364496,37350,16,4.3,183,49.0,NA,NA,NA,1241,21069,2067,852,6846,2621,3472,18219,301,261,213,133,69,634,70,6,668,547,76,206,26,912,12,1070,409,161,253,"Rental, Hiring and Real Estate Services",0,0,2
40106,Prospect - Walkerville,2009,Major Cities of Australia,South Australia,-34.88673739,138.6039142,27893,5,1.8,50,17.9,407,145.9,342565,NA,NA,1494,664,4780,1967,2925,13690,160,77,99,80,24,321,27,6,201,252,15,76,3,312,4,370,215,185,76,"Rental, Hiring and Real Estate Services",0,0,0
40106,Prospect - Walkerville,2010,Major Cities of Australia,South Australia,-34.88673739,138.6039142,28012,13,4.6,56,20.0,456,162.8,467405,640,15955,1494,664,4780,1967,2925,13690,160,82,83,85,21,337,28,,215,278,9,71,,335,6,397,209,206,93,"Rental, Hiring and Real Estate Services",0,0,0
40106,Prospect - Walkerville,2011,Major Cities of Australia,South Australia,-34.88673739,138.6039142,27998,7,2.5,58,20.7,362,129.3,603533,757,15862,1494,664,4780,1967,2925,13690,160,81,105,84,18,353,31,,223,289,11,73,3,342,3,421,194,178,91,"Rental, Hiring and Real Estate Services",0,0,0
40106,Prospect - Walkerville,2012,Major Cities of Australia,South Australia,-34.88673739,138.6039142,28263,8,2.8,41,14.5,341,120.7,1248299,686,15376,1494,664,4780,1967,2925,13690,160,88,109,66,21,347,26,3,228,286,22,72,3,341,6,426,200,176,92,"Rental, Hiring and Real Estate Services",0,0,0
40106,Prospect - Walkerville,2013,Major Cities of Australia,South Australia,-34.88673739,138.6039142,28492,8,2.8,56,19.7,313,109.9,1397556,889,15936,1494,664,4780,1967,2925,13690,160,99,96,68,26,339,30,,232,296,12,70,,335,3,425,193,180,89,"Rental, Hiring and Real Estate Services",0,0,0
40106,Prospect - Walkerville,2014,Major Cities of Australia,South Australia,-34.88673739,138.6039142,28646,15,5.2,51,17.8,340,118.7,1395481,785,15869,1494,664,4780,1967,2925,13690,160,99,105,63,21,341,30,,249,318,15,77,,340,3,441,188,179,89,"Rental, Hiring and Real Estate Services",0,0,0
40106,Prospect - Walkerville,2015,Major Cities of Australia,South Australia,-34.88673739,138.6039142,29089,9,3.1,70,24.1,NA,NA,NA,1020,16710,1494,664,4780,1967,2925,13690,160,101,92,59,19,358,27,,243,316,10,79,3,349,6,449,179,182,86,"Rental, Hiring and Real Estate Services",0,0,0
40107,Unley,2009,Major Cities of Australia,South Australia,-34.9547972,138.6040323,38113,18,4.7,326,85.5,765,200.7,21758780,NA,NA,2523,1111,7705,2732,3244,19735,193,163,161,251,78,437,61,3,776,470,35,194,30,810,18,795,351,153,179,"Professional, Scientific and Technical Services",0,0,0
40107,Unley,2010,Major Cities of Australia,South Australia,-34.9547972,138.6040323,38331,19,5.0,556,145.1,837,218.4,25726194,651,21829,2523,1111,7705,2732,3244,19735,193,187,171,244,89,453,69,9,803,484,43,195,27,883,15,854,370,160,197,"Professional, Scientific and Technical Services",0,0,0
40107,Unley,2011,Major Cities of Australia,South Australia,-34.9547972,138.6040323,38374,21,5.5,834,217.3,790,205.9,11677966,776,21792,2523,1111,7705,2732,3244,19735,193,189,180,246,72,499,80,9,795,502,42,180,43,879,13,901,388,154,197,"Rental, Hiring and Real Estate Services",0,0,0
40107,Unley,2012,Major Cities of Australia,South Australia,-34.9547972,138.6040323,38613,21,5.4,893,231.3,753,195.0,14050957,664,21040,2523,1111,7705,2732,3244,19735,193,198,192,232,66,510,84,6,875,534,46,176,39,921,13,895,389,159,203,"Professional, Scientific and Technical Services",0,0,0
40107,Unley,2013,Major Cities of Australia,South Australia,-34.9547972,138.6040323,38737,13,3.4,748,193.1,630,162.6,62321795,814,21709,2523,1111,7705,2732,3244,19735,193,202,170,226,69,508,75,9,854,533,49,169,39,895,12,924,388,140,185,"Rental, Hiring and Real Estate Services",0,0,0
40107,Unley,2014,Major Cities of Australia,South Australia,-34.9547972,138.6040323,39013,17,4.4,626,160.5,687,176.1,44348662,777,21663,2523,1111,7705,2732,3244,19735,193,225,172,228,64,518,73,9,853,543,49,174,57,882,9,917,386,145,187,"Rental, Hiring and Real Estate Services",0,0,0
40107,Unley,2015,Major Cities of Australia,South Australia,-34.9547972,138.6040323,39324,12,3.1,617,156.9,NA,NA,NA,1048,22824,2523,1111,7705,2732,3244,19735,193,218,176,212,64,544,75,12,880,542,47,176,53,900,12,935,386,141,183,"Rental, Hiring and Real Estate Services",0,0,0
40201,Gawler - Two Wells,2009,Major Cities of Australia,South Australia,-34.58572482,138.6831902,31636,9,2.8,51,16.1,322,101.8,982940,NA,NA,288,250,1732,1822,5652,8911,94,78,67,250,40,534,12,9,95,83,3,98,9,141,3,187,159,191,42,Construction,1,2,1
40201,Gawler - Two Wells,2010,Major Cities of Australia,South Australia,-34.58572482,138.6831902,32056,4,1.2,25,7.8,347,108.2,548292,850,16542,288,250,1732,1822,5652,8911,94,67,69,249,42,562,15,9,115,80,12,97,6,162,3,181,160,198,53,Construction,1,2,1
40201,Gawler - Two Wells,2011,Major Cities of Australia,South Australia,-34.58572482,138.6831902,32264,7,2.2,27,8.4,283,87.7,634642,873,16864,288,250,1732,1822,5652,8911,94,73,68,238,42,593,21,12,119,85,18,101,6,169,3,196,173,196,56,Construction,1,2,1
40201,Gawler - Two Wells,2012,Major Cities of Australia,South Australia,-34.58572482,138.6831902,32673,2,0.6,28,8.6,282,86.3,147333,889,16954,288,250,1732,1822,5652,8911,94,78,64,232,50,568,14,9,119,95,9,98,9,166,6,200,154,195,55,Construction,1,2,1
40201,Gawler - Two Wells,2013,Major Cities of Australia,South Australia,-34.58572482,138.6831902,33149,0,0.0,40,12.1,202,60.9,58894,975,17051,288,250,1732,1822,5652,8911,94,64,57,222,41,520,14,12,123,85,3,94,6,160,6,188,150,176,54,Construction,1,2,1
40201,Gawler - Two Wells,2014,Major Cities of Australia,South Australia,-34.58572482,138.6831902,33854,2,0.6,21,6.2,218,64.4,6754738,971,17226,288,250,1732,1822,5652,8911,94,67,58,220,39,490,15,12,118,94,3,88,6,148,3,190,142,164,57,Construction,1,2,1
40201,Gawler - Two Wells,2015,Major Cities of Australia,South Australia,-34.58572482,138.6831902,34389,2,0.6,13,3.8,NA,NA,NA,1077,17490,288,250,1732,1822,5652,8911,94,69,61,227,38,498,21,12,122,90,6,82,3,156,3,192,129,152,56,Construction,1,2,1
40202,Playford,2009,Major Cities of Australia,South Australia,-34.690286,138.6599719,77242,22,2.8,59,7.6,497,64.3,3170202,NA,NA,313,269,2426,3003,12960,18853,631,98,131,504,40,648,18,19,85,122,9,173,3,140,18,218,234,412,113,Construction,0,1,0
40202,Playford,2010,Major Cities of Australia,South Australia,-34.690286,138.6599719,79357,17,2.1,30,3.8,605,76.2,3858721,4477,35668,313,269,2426,3003,12960,18853,631,121,152,543,27,707,25,31,85,129,3,167,3,170,12,224,237,396,100,Construction,0,1,0
40202,Playford,2011,Major Cities of Australia,South Australia,-34.690286,138.6599719,81460,21,2.6,39,4.8,525,64.4,38939288,4974,36883,313,269,2426,3003,12960,18853,631,103,130,544,40,724,26,23,88,124,3,161,3,158,21,220,224,390,113,Construction,0,1,0
40202,Playford,2012,Major Cities of Australia,South Australia,-34.690286,138.6599719,83695,13,1.6,49,5.9,490,58.5,31633407,4955,37647,313,269,2426,3003,12960,18853,631,89,159,561,24,736,29,33,102,131,15,160,,156,18,220,221,361,115,Construction,0,1,0
40202,Playford,2013,Major Cities of Australia,South Australia,-34.690286,138.6599719,85807,11,1.3,37,4.3,357,41.6,32891965,5427,38249,313,269,2426,3003,12960,18853,631,92,133,529,27,667,25,15,95,135,9,148,,153,18,212,223,349,105,Construction,0,1,0
40202,Playford,2014,Major Cities of Australia,South Australia,-34.690286,138.6599719,87681,11,1.3,48,5.5,445,50.8,34642703,5579,38791,313,269,2426,3003,12960,18853,631,93,135,533,27,657,32,18,95,136,9,156,3,151,15,219,210,340,110,Construction,0,1,0
40202,Playford,2015,Major Cities of Australia,South Australia,-34.690286,138.6599719,89104,9,1.0,53,5.9,NA,NA,NA,5939,39371,313,269,2426,3003,12960,18853,631,89,140,548,30,669,29,21,99,148,9,170,6,156,18,219,205,338,113,Construction,0,1,0
40203,Port Adelaide - East,2009,Major Cities of Australia,South Australia,-34.85662782,138.6240517,60595,21,3.5,62,10.2,682,112.6,19790705,NA,NA,1870,706,6657,3613,8316,23286,867,134,181,59,43,600,43,3,170,139,22,225,15,302,6,331,286,540,155,Construction,0,1,0
40203,Port Adelaide - East,2010,Major Cities of Australia,South Australia,-34.85662782,138.6240517,61893,15,2.4,47,7.6,742,119.9,16292482,2218,30440,1870,706,6657,3613,8316,23286,867,138,214,71,30,614,46,9,186,149,22,226,12,317,15,368,304,584,168,Construction,0,1,0
40203,Port Adelaide - East,2011,Major Cities of Australia,South Australia,-34.85662782,138.6240517,62923,17,2.7,59,9.4,627,99.6,10030403,2411,31067,1870,706,6657,3613,8316,23286,867,144,213,68,36,653,54,9,180,180,16,221,12,314,11,377,324,524,177,Construction,0,1,0
40203,Port Adelaide - East,2012,Major Cities of Australia,South Australia,-34.85662782,138.6240517,64202,13,2.0,80,12.5,611,95.2,8035460,2360,31327,1870,706,6657,3613,8316,23286,867,141,233,52,28,620,44,15,167,196,24,215,13,319,9,383,321,557,184,Construction,0,1,0
40203,Port Adelaide - East,2013,Major Cities of Australia,South Australia,-34.85662782,138.6240517,65796,18,2.7,73,11.1,523,79.5,9388606,2489,31686,1870,706,6657,3613,8316,23286,867,144,239,49,35,631,40,12,174,201,22,202,9,294,9,374,308,535,180,Construction,0,1,0
40203,Port Adelaide - East,2014,Major Cities of Australia,South Australia,-34.85662782,138.6240517,67383,10,1.5,81,12.0,603,89.5,10615023,2555,32040,1870,706,6657,3613,8316,23286,867,156,247,47,30,617,44,12,177,209,20,213,12,301,18,361,309,526,185,Construction,0,1,0
40203,Port Adelaide - East,2015,Major Cities of Australia,South Australia,-34.85662782,138.6240517,68804,15,2.2,64,9.3,NA,NA,NA,2552,32522,1870,706,6657,3613,8316,23286,867,179,270,46,28,648,44,9,200,227,22,206,9,302,12,370,301,554,180,Construction,0,1,0
40204,Salisbury,2009,Major Cities of Australia,South Australia,-34.77542918,138.6170901,127448,49,3.8,97,7.6,1133,88.9,101646433,NA,NA,1440,718,7118,5830,20793,38466,1710,225,350,212,68,1462,53,18,231,222,24,475,9,415,30,524,462,834,323,Construction,1,2,4
40204,Salisbury,2010,Major Cities of Australia,South Australia,-34.77542918,138.6170901,129750,36,2.8,129,9.9,1216,93.7,79727060,5217,65462,1440,718,7118,5830,20793,38466,1710,237,335,238,55,1510,64,30,266,246,21,475,9,406,33,560,486,825,332,Construction,1,2,4
40204,Salisbury,2011,Major Cities of Australia,South Australia,-34.77542918,138.6170901,131401,47,3.6,108,8.2,1148,87.4,71920743,5727,66651,1440,718,7118,5830,20793,38466,1710,226,356,231,67,1517,54,31,241,259,20,502,3,419,33,601,463,852,320,Construction,1,2,4
40204,Salisbury,2012,Major Cities of Australia,South Australia,-34.77542918,138.6170901,132733,47,3.5,114,8.6,1003,75.6,55073639,5621,66819,1440,718,7118,5830,20793,38466,1710,233,368,228,61,1484,48,24,257,280,17,477,9,412,24,591,454,770,326,Construction,1,2,4
40204,Salisbury,2013,Major Cities of Australia,South Australia,-34.77542918,138.6170901,134178,34,2.5,114,8.5,795,59.2,53976172,5990,66972,1440,718,7118,5830,20793,38466,1710,251,341,200,63,1340,45,39,270,293,21,456,9,402,21,584,436,727,299,Construction,1,2,4
40204,Salisbury,2014,Major Cities of Australia,South Australia,-34.77542918,138.6170901,135505,33,2.4,158,11.7,905,66.8,64491050,6123,67058,1440,718,7118,5830,20793,38466,1710,245,335,216,47,1359,45,39,262,319,30,452,15,398,22,576,423,747,299,Construction,1,2,4
40204,Salisbury,2015,Major Cities of Australia,South Australia,-34.77542918,138.6170901,136608,38,2.8,164,12.0,NA,NA,NA,6354,68060,1440,718,7118,5830,20793,38466,1710,252,348,206,58,1348,39,39,282,332,26,457,9,395,30,604,428,735,296,Construction,1,2,4
40205,Tea Tree Gully,2009,Major Cities of Australia,South Australia,-34.80578593,138.7193821,94611,21,2.2,30,3.2,798,84.3,1925771,NA,NA,1475,1055,8083,6690,16385,33410,196,154,211,139,57,1469,24,21,264,208,28,281,9,531,27,423,380,507,201,Construction,0,1,0
40205,Tea Tree Gully,2010,Major Cities of Australia,South Australia,-34.80578593,138.7193821,94595,22,2.3,44,4.7,882,93.2,1931176,1732,52272,1475,1055,8083,6690,16385,33410,196,147,236,166,59,1472,31,24,280,247,32,264,15,540,21,440,364,493,205,Construction,0,1,0
40205,Tea Tree Gully,2011,Major Cities of Australia,South Australia,-34.80578593,138.7193821,94259,16,1.7,50,5.3,720,76.4,1921023,1884,52430,1475,1055,8083,6690,16385,33410,196,148,239,132,69,1445,43,37,287,247,40,267,8,541,32,443,397,479,174,Construction,0,1,0
40205,Tea Tree Gully,2012,Major Cities of Australia,South Australia,-34.80578593,138.7193821,94371,18,1.9,96,10.2,698,74.0,540319,1833,52086,1475,1055,8083,6690,16385,33410,196,159,250,101,55,1485,43,30,297,249,38,255,15,542,30,429,368,450,179,Construction,0,1,0
40205,Tea Tree Gully,2013,Major Cities of Australia,South Australia,-34.80578593,138.7193821,94249,16,1.7,60,6.4,521,55.3,570298,1925,51543,1475,1055,8083,6690,16385,33410,196,156,221,92,64,1374,49,21,297,256,36,239,9,508,27,406,352,404,162,Construction,0,1,0
40205,Tea Tree Gully,2014,Major Cities of Australia,South Australia,-34.80578593,138.7193821,94436,13,1.4,77,8.2,615,65.1,922491,2031,51104,1475,1055,8083,6690,16385,33410,196,159,234,82,55,1319,46,27,309,255,37,242,12,505,27,396,352,400,168,Construction,0,1,0
40205,Tea Tree Gully,2015,Major Cities of Australia,South Australia,-34.80578593,138.7193821,94683,15,1.6,80,8.4,NA,NA,NA,2126,51886,1475,1055,8083,6690,16385,33410,196,171,235,78,53,1358,42,18,304,262,37,226,9,517,24,411,329,412,167,Construction,0,1,0
40301,Holdfast Bay,2009,Major Cities of Australia,South Australia,-34.99933396,138.5208668,34104,8,2.3,74,21.7,417,122.3,1507442,NA,NA,1294,668,4900,2720,4563,15044,146,154,106,100,53,483,36,13,236,226,14,128,12,379,6,447,245,125,86,Construction,0,0,0
40301,Holdfast Bay,2010,Major Cities of Australia,South Australia,-34.99933396,138.5208668,34364,6,1.7,65,18.9,474,137.9,2876543,692,19603,1294,668,4900,2720,4563,15044,146,150,106,104,28,485,41,16,252,230,23,134,12,390,9,445,267,124,88,Construction,0,0,0
40301,Holdfast Bay,2011,Major Cities of Australia,South Australia,-34.99933396,138.5208668,34524,7,2.0,61,17.7,434,125.7,1753696,578,19547,1294,668,4900,2720,4563,15044,146,162,111,86,39,497,43,8,286,229,21,137,12,412,11,444,257,126,93,Construction,0,0,0
40301,Holdfast Bay,2012,Major Cities of Australia,South Australia,-34.99933396,138.5208668,34869,13,3.7,72,20.6,418,119.9,4769960,703,19864,1294,668,4900,2720,4563,15044,146,171,103,87,36,492,40,6,277,246,28,131,15,416,15,452,264,120,105,Construction,0,0,0
40301,Holdfast Bay,2013,Major Cities of Australia,South Australia,-34.99933396,138.5208668,35091,10,2.8,41,11.7,337,96.0,2790063,703,19646,1294,668,4900,2720,4563,15044,146,161,105,73,35,451,36,9,288,252,25,114,17,414,15,446,250,118,100,Construction,0,0,0
40301,Holdfast Bay,2014,Major Cities of Australia,South Australia,-34.99933396,138.5208668,35375,10,2.8,42,11.9,371,104.9,2589662,765,18160,1294,668,4900,2720,4563,15044,146,162,108,67,31,466,47,6,309,258,21,113,19,403,10,455,233,122,93,Construction,0,0,0
40301,Holdfast Bay,2015,Major Cities of Australia,South Australia,-34.99933396,138.5208668,35643,11,3.1,62,17.4,NA,NA,NA,805,18668,1294,668,4900,2720,4563,15044,146,169,107,61,28,494,48,6,314,254,18,106,20,398,13,447,218,112,102,Construction,0,0,0
40302,Marion,2009,Major Cities of Australia,South Australia,-35.03239259,138.5396156,85262,27,3.2,122,14.3,736,86.3,12754578,NA,NA,2037,1235,9416,5843,13586,34027,456,165,230,116,90,1020,46,15,235,183,27,294,6,427,12,371,389,419,235,Construction,0,2,2
40302,Marion,2010,Major Cities of Australia,South Australia,-35.03239259,138.5396156,86485,23,2.7,94,10.9,843,97.5,12997485,2590,48114,2037,1235,9416,5843,13586,34027,456,173,265,123,66,1076,61,24,247,201,39,269,6,480,33,389,409,413,201,Construction,0,2,2
40302,Marion,2011,Major Cities of Australia,South Australia,-35.03239259,138.5396156,87102,19,2.2,95,10.9,716,82.2,8988101,2200,48110,2037,1235,9416,5843,13586,34027,456,143,229,107,87,1078,60,18,242,206,27,281,6,483,21,392,414,429,211,Construction,0,2,2
40302,Marion,2012,Major Cities of Australia,South Australia,-35.03239259,138.5396156,88102,16,1.8,86,9.8,620,70.4,7723918,2681,48991,2037,1235,9416,5843,13586,34027,456,165,259,101,79,1100,54,18,243,208,27,256,6,480,12,406,396,414,201,Construction,0,2,2
40302,Marion,2013,Major Cities of Australia,South Australia,-35.03239259,138.5396156,88948,16,1.8,98,11.0,556,62.5,7594206,2633,48544,2037,1235,9416,5843,13586,34027,456,157,247,89,65,1049,53,12,246,210,34,256,6,449,21,386,360,392,183,Construction,0,2,2
40302,Marion,2014,Major Cities of Australia,South Australia,-35.03239259,138.5396156,89700,21,2.3,112,12.5,687,76.6,10207046,2915,44847,2037,1235,9416,5843,13586,34027,456,172,243,76,67,1036,56,15,255,249,43,259,6,472,21,388,358,387,194,Construction,0,2,2
40302,Marion,2015,Major Cities of Australia,South Australia,-35.03239259,138.5396156,90390,12,1.3,108,11.9,NA,NA,NA,3283,46103,2037,1235,9416,5843,13586,34027,456,177,244,68,74,1064,62,12,260,252,35,258,6,470,22,390,359,402,196,Construction,0,2,2
40303,Mitcham,2009,Major Cities of Australia,South Australia,-35.00334301,138.6217324,63341,30,4.7,98,15.5,648,102.3,13427335,NA,NA,3273,1668,11001,5032,7196,30253,194,129,194,176,72,770,76,15,376,461,68,212,3,683,6,624,346,247,238,Construction,1,2,4
40303,Mitcham,2010,Major Cities of Australia,South Australia,-35.00334301,138.6217324,63583,44,6.9,120,18.9,732,115.1,14474646,954,35570,3273,1668,11001,5032,7196,30253,194,128,199,174,65,797,81,15,385,453,70,209,13,750,3,632,349,219,232,Construction,1,2,4
40303,Mitcham,2011,Major Cities of Australia,South Australia,-35.00334301,138.6217324,63717,19,3.0,89,14.0,624,97.9,11572794,810,35320,3273,1668,11001,5032,7196,30253,194,140,201,172,82,773,101,9,418,497,65,205,18,799,15,621,341,208,227,"Professional, Scientific and Technical Services",1,2,4
